source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s014-a000-w001	14:0	1	بِسْمِ	w-s014-a000-w001	1:1:1	one_to_one
t-s014-a000-w002	14:0	2	ٱللَّهِ	w-s014-a000-w002	1:1:2	one_to_one
t-s014-a000-w003	14:0	3	ٱلرَّحْمَٰنِ	w-s014-a000-w003	1:1:3	one_to_one
t-s014-a000-w004	14:0	4	ٱلرَّحِيمِ	w-s014-a000-w004	1:1:4	one_to_one
t-s014-a001-w001	14:1	1	الٓر	w-s014-a001-w001	14:1:1	one_to_one
t-s014-a001-w002	14:1	2	كِتَٰبٌ	w-s014-a001-w002	14:1:2	one_to_one
t-s014-a001-w003	14:1	3	أَنزَلْنَٰهُ	w-s014-a001-w003	14:1:3	one_to_one
t-s014-a001-w004	14:1	4	إِلَيْكَ	w-s014-a001-w004	14:1:4	one_to_one
t-s014-a001-w005	14:1	5	لِتُخْرِجَ	w-s014-a001-w005	14:1:5	one_to_one
t-s014-a001-w006	14:1	6	ٱلنَّاسَ	w-s014-a001-w006	14:1:6	one_to_one
t-s014-a001-w007	14:1	7	مِنَ	w-s014-a001-w007	14:1:7	one_to_one
t-s014-a001-w008	14:1	8	ٱلظُّلُمَٰتِ	w-s014-a001-w008	14:1:8	one_to_one
t-s014-a001-w009	14:1	9	إِلَى	w-s014-a001-w009	14:1:9	one_to_one
t-s014-a001-w010	14:1	10	ٱلنُّورِ	w-s014-a001-w010	14:1:10	one_to_one
t-s014-a001-w011	14:1	11	بِإِذْنِ	w-s014-a001-w011	14:1:11	one_to_one
t-s014-a001-w012	14:1	12	رَبِّهِمْ	w-s014-a001-w012	14:1:12	one_to_one
t-s014-a001-w013	14:1	13	إِلَىٰ	w-s014-a001-w013	14:1:13	one_to_one
t-s014-a001-w014	14:1	14	صِرَٰطِ	w-s014-a001-w014	14:1:14	one_to_one
t-s014-a001-w015	14:1	15	ٱلْعَزِيزِ	w-s014-a001-w015	14:1:15	one_to_one
t-s014-a001-w016	14:1	16	ٱلْحَمِيدِ	w-s014-a001-w016	14:1:16	one_to_one
t-s014-a002-w001	14:2	1	ٱللَّهِ	w-s014-a002-w001	14:2:1	one_to_one
t-s014-a002-w002	14:2	2	ٱلَّذِى	w-s014-a002-w002	14:2:2	one_to_one
t-s014-a002-w003	14:2	3	لَهُۥ	w-s014-a002-w003	14:2:3	one_to_one
t-s014-a002-w004	14:2	4	مَا	w-s014-a002-w004	14:2:4	one_to_one
t-s014-a002-w005	14:2	5	فِى	w-s014-a002-w005	14:2:5	one_to_one
t-s014-a002-w006	14:2	6	ٱلسَّمَٰوَٰتِ	w-s014-a002-w006	14:2:6	one_to_one
t-s014-a002-w007	14:2	7	وَمَا	w-s014-a002-w007	14:2:7	one_to_one
t-s014-a002-w008	14:2	8	فِى	w-s014-a002-w008	14:2:8	one_to_one
t-s014-a002-w009	14:2	9	ٱلْأَرْضِ	w-s014-a002-w009	14:2:9	one_to_one
t-s014-a002-w010	14:2	10	وَوَيْلٌۭ	w-s014-a002-w010	14:2:10	one_to_one
t-s014-a002-w011	14:2	11	لِّلْكَٰفِرِينَ	w-s014-a002-w011	14:2:11	one_to_one
t-s014-a002-w012	14:2	12	مِنْ	w-s014-a002-w012	14:2:12	one_to_one
t-s014-a002-w013	14:2	13	عَذَابٍۢ	w-s014-a002-w013	14:2:13	one_to_one
t-s014-a002-w014	14:2	14	شَدِيدٍ	w-s014-a002-w014	14:2:14	one_to_one
t-s014-a003-w001	14:3	1	ٱلَّذِينَ	w-s014-a003-w001	14:3:1	one_to_one
t-s014-a003-w002	14:3	2	يَسْتَحِبُّونَ	w-s014-a003-w002	14:3:2	one_to_one
t-s014-a003-w003	14:3	3	ٱلْحَيَوٰةَ	w-s014-a003-w003	14:3:3	one_to_one
t-s014-a003-w004	14:3	4	ٱلدُّنْيَا	w-s014-a003-w004	14:3:4	one_to_one
t-s014-a003-w005	14:3	5	عَلَى	w-s014-a003-w005	14:3:5	one_to_one
t-s014-a003-w006	14:3	6	ٱلْءَاخِرَةِ	w-s014-a003-w006	14:3:6	one_to_one
t-s014-a003-w007	14:3	7	وَيَصُدُّونَ	w-s014-a003-w007	14:3:7	one_to_one
t-s014-a003-w008	14:3	8	عَن	w-s014-a003-w008	14:3:8	one_to_one
t-s014-a003-w009	14:3	9	سَبِيلِ	w-s014-a003-w009	14:3:9	one_to_one
t-s014-a003-w010	14:3	10	ٱللَّهِ	w-s014-a003-w010	14:3:10	one_to_one
t-s014-a003-w011	14:3	11	وَيَبْغُونَهَا	w-s014-a003-w011	14:3:11	one_to_one
t-s014-a003-w012	14:3	12	عِوَجًا	w-s014-a003-w012	14:3:12	one_to_one
t-s014-a003-w013	14:3	13	أُو۟لَٰٓئِكَ	w-s014-a003-w013	14:3:13	one_to_one
t-s014-a003-w014	14:3	14	فِى	w-s014-a003-w014	14:3:14	one_to_one
t-s014-a003-w015	14:3	15	ضَلَٰلٍۭ	w-s014-a003-w015	14:3:15	one_to_one
t-s014-a003-w016	14:3	16	بَعِيدٍۢ	w-s014-a003-w016	14:3:16	one_to_one
t-s014-a004-w001	14:4	1	وَمَآ	w-s014-a004-w001	14:4:1	one_to_one
t-s014-a004-w002	14:4	2	أَرْسَلْنَا	w-s014-a004-w002	14:4:2	one_to_one
t-s014-a004-w003	14:4	3	مِن	w-s014-a004-w003	14:4:3	one_to_one
t-s014-a004-w004	14:4	4	رَّسُولٍ	w-s014-a004-w004	14:4:4	one_to_one
t-s014-a004-w005	14:4	5	إِلَّا	w-s014-a004-w005	14:4:5	one_to_one
t-s014-a004-w006	14:4	6	بِلِسَانِ	w-s014-a004-w006	14:4:6	one_to_one
