word_id	morpheme_ids	root_id	binding_status
w-s014-a000-w001	m-w-s014-a000-w001-02	root_000745	resolved_source_exact
w-s014-a000-w002	m-w-s014-a000-w002-01	root_000047	resolved_normalized_exact
w-s014-a000-w003	m-w-s014-a000-w003-02	root_000552	resolved_source_exact
w-s014-a000-w004	m-w-s014-a000-w004-02	root_000552	resolved_source_exact
w-s014-a001-w002	m-w-s014-a001-w002-01	root_001283	resolved_source_exact
w-s014-a001-w003	m-w-s014-a001-w003-01	root_001492	resolved_source_exact
w-s014-a001-w005	m-w-s014-a001-w005-02	root_000400	resolved_source_exact
w-s014-a001-w006	m-w-s014-a001-w006-02	root_004965	resolved_source_exact
w-s014-a001-w008	m-w-s014-a001-w008-02	root_000967	resolved_source_exact
w-s014-a001-w010	m-w-s014-a001-w010-02	root_001564	resolved_source_exact
w-s014-a001-w011	m-w-s014-a001-w011-02	root_000022	resolved_normalized_exact
w-s014-a001-w012	m-w-s014-a001-w012-01	root_000532	resolved_source_exact
w-s014-a001-w014	m-w-s014-a001-w014-01	root_000858	resolved_source_exact
w-s014-a001-w015	m-w-s014-a001-w015-02	root_001008	resolved_source_exact
w-s014-a001-w016	m-w-s014-a001-w016-02	root_000355	resolved_source_exact
w-s014-a002-w001	m-w-s014-a002-w001-01	root_000047	resolved_normalized_exact
w-s014-a002-w006	m-w-s014-a002-w006-02	root_000745	resolved_source_exact
w-s014-a002-w009	m-w-s014-a002-w009-02	root_000025	resolved_normalized_exact
w-s014-a002-w011	m-w-s014-a002-w011-03	root_001307	resolved_source_exact
w-s014-a002-w013	m-w-s014-a002-w013-01	root_000994	resolved_source_exact
w-s014-a002-w014	m-w-s014-a002-w014-01	root_000782	resolved_source_exact
w-s014-a003-w002	m-w-s014-a003-w002-01	root_000286	resolved_source_exact
w-s014-a003-w003	m-w-s014-a003-w003-02	root_000383	resolved_source_exact
w-s014-a003-w004	m-w-s014-a003-w004-02	root_000493	resolved_source_exact
w-s014-a003-w006	m-w-s014-a003-w006-02	root_000019	resolved_normalized_exact
w-s014-a003-w007	m-w-s014-a003-w007-02	root_000848	resolved_source_exact
w-s014-a003-w009	m-w-s014-a003-w009-01	root_000672	resolved_source_exact
w-s014-a003-w010	m-w-s014-a003-w010-01	root_000047	resolved_normalized_exact
w-s014-a003-w011	m-w-s014-a003-w011-02	root_000138	resolved_source_exact
w-s014-a003-w012	m-w-s014-a003-w012-01	root_001057	resolved_source_exact
