attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	56:0	1:1	1	w-s056-a000-w001	1:1:1	m-w-s056-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	56:0	1:1	2	w-s056-a000-w001	1:1:1	m-w-s056-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	56:0	1:1	3	w-s056-a000-w002	1:1:2	m-w-s056-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	56:0	1:1	4	w-s056-a000-w003	1:1:3	m-w-s056-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	56:0	1:1	5	w-s056-a000-w003	1:1:3	m-w-s056-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:56:1:1	56:1	56:1	1	w-s056-a001-w001	56:1:1	m-w-s056-a001-w001-01	إِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:56:1:2	56:1	56:1	2	w-s056-a001-w002	56:1:2	m-w-s056-a001-w002-01	وَقَعَتِ	و ق ع		position_crosswalk	morpheme_aligned
q:56:1:3	56:1	56:1	3	w-s056-a001-w002	56:1:2	m-w-s056-a001-w002-01	الْوَاقِعَةُ	و ق ع		surface_root_sequence_fallback	morpheme_aligned
q:56:2:1	56:2	56:2	1	w-s056-a002-w001	56:2:1	m-w-s056-a002-w001-01	لَيْسَ	ل ي س	لـ	position_crosswalk	morpheme_aligned
q:56:2:2	56:2	56:2	2	w-s056-a002-w001	56:2:1	m-w-s056-a002-w001-01			لـ	surface_root_sequence_fallback	morpheme_aligned
q:56:2:3	56:2	56:2	3	w-s056-a002-w002	56:2:2	m-w-s056-a002-w002-02	لِوَقْعَتِهَا	و ق ع	لـ	position_crosswalk	morpheme_aligned
q:56:2:4	56:2	56:2	4	w-s056-a002-w003	56:2:3	m-w-s056-a002-w003-01	كَاذِبَةٌ	ك ذ ب		position_crosswalk	morpheme_aligned
q:56:3:1	56:3	56:3	1	w-s056-a003-w001	56:3:1	m-w-s056-a003-w001-01	خَافِضَةٌ	خ ف ض		position_crosswalk	morpheme_aligned
q:56:3:2	56:3	56:3	2	w-s056-a003-w002	56:3:2	m-w-s056-a003-w002-01	رَافِعَةٌ	ر ف ع		position_crosswalk	morpheme_aligned
q:56:4:1	56:4	56:4	1	w-s056-a004-w001	56:4:1	m-w-s056-a004-w001-01	إِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:56:4:2	56:4	56:4	2	w-s056-a004-w002	56:4:2	m-w-s056-a004-w002-01	رُجَّتِ	ر ج ج		position_crosswalk	morpheme_aligned
