cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-37_0-00001	37:0	w-s037-a000-w002	w-s037-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-37_0-00002	37:0	w-s037-a000-w002	w-s037-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-37_0-00003	37:0	w-s037-a000-w002	w-s037-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-37_0-00004	37:0	w-s037-a000-w003	w-s037-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-37_0-00005	37:0	w-s037-a000-w004	w-s037-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-37_3-00006	37:3	w-s037-a003-w001	w-s037-a003-w002	ت ل و	ذ ك ر	1	1	1	1	8	8	intra_ayah:37:3:root:1
co-37_4-00007	37:4	w-s037-a004-w002	w-s037-a004-w003	ء ل ه	و ح د	1	1	1	1	43	92	intra_ayah:37:4:root:1
co-37_5-00008	37:5	w-s037-a005-w003	w-s037-a005-w005	ء ر ض	ب ي ن	2	1	1	1	54	65	intra_ayah:37:5:root:1
co-37_5-00009	37:5	w-s037-a005-w002	w-s037-a005-w007	س م و	ش ر ق	5	4	4	1	2	2	intra_ayah:37:5:root:10
co-37_5-00010	37:5	w-s037-a005-w003	w-s037-a005-w001	ء ر ض	ر ب ب	2	2	2	2	58	68	intra_ayah:37:5:root:2
co-37_5-00011	37:5	w-s037-a005-w003	w-s037-a005-w006	ء ر ض	ر ب ب	3	2	2	2	58	68	intra_ayah:37:5:root:2
co-37_5-00012	37:5	w-s037-a005-w003	w-s037-a005-w002	ء ر ض	س م و	1	1	1	1	224	263	intra_ayah:37:5:root:3
co-37_5-00013	37:5	w-s037-a005-w003	w-s037-a005-w007	ء ر ض	ش ر ق	4	3	3	1	4	4	intra_ayah:37:5:root:4
co-37_5-00014	37:5	w-s037-a005-w005	w-s037-a005-w001	ب ي ن	ر ب ب	4	1	3	2	75	112	intra_ayah:37:5:root:5
co-37_5-00015	37:5	w-s037-a005-w005	w-s037-a005-w006	ب ي ن	ر ب ب	1	1	3	2	75	112	intra_ayah:37:5:root:5
