source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s027-a000-w001	27:0	1	بِسْمِ	w-s027-a000-w001	1:1:1	one_to_one
t-s027-a000-w002	27:0	2	ٱللَّهِ	w-s027-a000-w002	1:1:2	one_to_one
t-s027-a000-w003	27:0	3	ٱلرَّحْمَٰنِ	w-s027-a000-w003	1:1:3	one_to_one
t-s027-a000-w004	27:0	4	ٱلرَّحِيمِ	w-s027-a000-w004	1:1:4	one_to_one
t-s027-a001-w001	27:1	1	طسٓ	w-s027-a001-w001	27:1:1	one_to_one
t-s027-a001-w002	27:1	2	تِلْكَ	w-s027-a001-w002	27:1:2	one_to_one
t-s027-a001-w003	27:1	3	ءَايَٰتُ	w-s027-a001-w003	27:1:3	one_to_one
t-s027-a001-w004	27:1	4	ٱلْقُرْءَانِ	w-s027-a001-w004	27:1:4	one_to_one
t-s027-a001-w005	27:1	5	وَكِتَابٍۢ	w-s027-a001-w005	27:1:5	one_to_one
t-s027-a001-w006	27:1	6	مُّبِينٍ	w-s027-a001-w006	27:1:6	one_to_one
t-s027-a002-w001	27:2	1	هُدًۭى	w-s027-a002-w001	27:2:1	one_to_one
t-s027-a002-w002	27:2	2	وَبُشْرَىٰ	w-s027-a002-w002	27:2:2	one_to_one
t-s027-a002-w003	27:2	3	لِلْمُؤْمِنِينَ	w-s027-a002-w003	27:2:3	one_to_one
t-s027-a003-w001	27:3	1	ٱلَّذِينَ	w-s027-a003-w001	27:3:1	one_to_one
t-s027-a003-w002	27:3	2	يُقِيمُونَ	w-s027-a003-w002	27:3:2	one_to_one
t-s027-a003-w003	27:3	3	ٱلصَّلَوٰةَ	w-s027-a003-w003	27:3:3	one_to_one
t-s027-a003-w004	27:3	4	وَيُؤْتُونَ	w-s027-a003-w004	27:3:4	one_to_one
t-s027-a003-w005	27:3	5	ٱلزَّكَوٰةَ	w-s027-a003-w005	27:3:5	one_to_one
t-s027-a003-w006	27:3	6	وَهُم	w-s027-a003-w006	27:3:6	one_to_one
t-s027-a003-w007	27:3	7	بِٱلْءَاخِرَةِ	w-s027-a003-w007	27:3:7	one_to_one
t-s027-a003-w008	27:3	8	هُمْ	w-s027-a003-w008	27:3:8	one_to_one
t-s027-a003-w009	27:3	9	يُوقِنُونَ	w-s027-a003-w009	27:3:9	one_to_one
t-s027-a004-w001	27:4	1	إِنَّ	w-s027-a004-w001	27:4:1	one_to_one
t-s027-a004-w002	27:4	2	ٱلَّذِينَ	w-s027-a004-w002	27:4:2	one_to_one
t-s027-a004-w003	27:4	3	لَا	w-s027-a004-w003	27:4:3	one_to_one
t-s027-a004-w004	27:4	4	يُؤْمِنُونَ	w-s027-a004-w004	27:4:4	one_to_one
t-s027-a004-w005	27:4	5	بِٱلْءَاخِرَةِ	w-s027-a004-w005	27:4:5	one_to_one
t-s027-a004-w006	27:4	6	زَيَّنَّا	w-s027-a004-w006	27:4:6	one_to_one
t-s027-a004-w007	27:4	7	لَهُمْ	w-s027-a004-w007	27:4:7	one_to_one
t-s027-a004-w008	27:4	8	أَعْمَٰلَهُمْ	w-s027-a004-w008	27:4:8	one_to_one
t-s027-a004-w009	27:4	9	فَهُمْ	w-s027-a004-w009	27:4:9	one_to_one
t-s027-a004-w010	27:4	10	يَعْمَهُونَ	w-s027-a004-w010	27:4:10	one_to_one
t-s027-a005-w001	27:5	1	أُو۟لَٰٓئِكَ	w-s027-a005-w001	27:5:1	one_to_one
t-s027-a005-w002	27:5	2	ٱلَّذِينَ	w-s027-a005-w002	27:5:2	one_to_one
t-s027-a005-w003	27:5	3	لَهُمْ	w-s027-a005-w003	27:5:3	one_to_one
t-s027-a005-w004	27:5	4	سُوٓءُ	w-s027-a005-w004	27:5:4	one_to_one
t-s027-a005-w005	27:5	5	ٱلْعَذَابِ	w-s027-a005-w005	27:5:5	one_to_one
t-s027-a005-w006	27:5	6	وَهُمْ	w-s027-a005-w006	27:5:6	one_to_one
t-s027-a005-w007	27:5	7	فِى	w-s027-a005-w007	27:5:7	one_to_one
t-s027-a005-w008	27:5	8	ٱلْءَاخِرَةِ	w-s027-a005-w008	27:5:8	one_to_one
t-s027-a005-w009	27:5	9	هُمُ	w-s027-a005-w009	27:5:9	one_to_one
t-s027-a005-w010	27:5	10	ٱلْأَخْسَرُونَ	w-s027-a005-w010	27:5:10	one_to_one
t-s027-a006-w001	27:6	1	وَإِنَّكَ	w-s027-a006-w001	27:6:1	one_to_one
t-s027-a006-w002	27:6	2	لَتُلَقَّى	w-s027-a006-w002	27:6:2	one_to_one
t-s027-a006-w003	27:6	3	ٱلْقُرْءَانَ	w-s027-a006-w003	27:6:3	one_to_one
