syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-27_0-00001	ae:v3:s001:001:pass1:attach:a1	27:0	w-s027-a000-w001	w-s027-a000-w001	w-s027-a000-w001	m-w-s027-a000-w001-01	m-w-s027-a000-w001-02	m-w-s027-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-27_0-00002	ae:v3:s001:001:pass1:attach:a2	27:0	w-s027-a000-w001	w-s027-a000-w002		m-w-s027-a000-w001-02	m-w-s027-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-27_0-00003	ae:v3:s001:001:pass1:attach:a3	27:0	w-s027-a000-w002	w-s027-a000-w003		m-w-s027-a000-w002-01	m-w-s027-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-27_0-00004	ae:v3:s001:001:pass1:attach:a4	27:0	w-s027-a000-w002	w-s027-a000-w003		m-w-s027-a000-w002-01	m-w-s027-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-27_1-00005	ae:v3:s027:001:pass1:attach:a1	27:1	w-s027-a001-w002	w-s027-a001-w003		m-w-s027-a001-w002-01	m-w-s027-a001-w003-01		27:1:2:1	27:1:3:1		q:27:1:2	q:27:1:3		2	3		predication	strongly_licensed	high			DEM_PRON	NOUN_ABSTRACT			position_morpheme_aligned	local_syntax;word_order	ءَايَاتُ is the predicate of the demonstrative تِلْكَ.	resources/attachments.tsv:35966
sx-27_1-00006	ae:v3:s027:001:pass1:attach:a2	27:1	w-s027-a001-w003	w-s027-a001-w004		m-w-s027-a001-w003-01	m-w-s027-a001-w004-02		27:1:3:1	27:1:4:2		q:27:1:3	q:27:1:4		3	4		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_CONCRETE			position_morpheme_aligned	morphology;case_government	ٱلْقُرْءَانِ is the genitive complement of construct ءَايَاتُ.	resources/attachments.tsv:35967
sx-27_1-00007	ae:v3:s027:001:pass1:attach:a3	27:1	w-s027-a001-w004	w-s027-a001-w005		m-w-s027-a001-w004-02	m-w-s027-a001-w005-02		27:1:4:2	27:1:5:2		q:27:1:4	q:27:1:6		4	6		conjoined	strongly_licensed	high			NOUN_CONCRETE	NOUN_CONCRETE			position_morpheme_aligned	parallelism;case_government	كِتَابٍ is coordinated by وَ with ٱلْقُرْءَانِ in the genitive construction.	resources/attachments.tsv:35968
sx-27_1-00008	ae:v3:s027:001:pass1:attach:a4	27:1	w-s027-a001-w005	w-s027-a001-w006		m-w-s027-a001-w005-02	m-w-s027-a001-w006-01		27:1:5:2	27:1:6:1		q:27:1:6	q:27:1:7		6	7		adjective	strongly_licensed	high			NOUN_CONCRETE	NOUN_ACTIVE_PART			position_morpheme_aligned	agreement;case_government	مُّبِينٍ agrees with كِتَابٍ as its adjective.	resources/attachments.tsv:35969
sx-27_2-00009	ae:v3:s027:002:pass1:attach:a1	27:2	w-s027-a002-w001	w-s027-a002-w002		m-w-s027-a002-w001-01	m-w-s027-a002-w002-02		27:2:1:1	27:2:2:2		q:27:2:1	q:27:2:3		1	3		conjoined	strongly_licensed	high			GERUND	NOUN_ABSTRACT			position_morpheme_aligned	parallelism;local_syntax	بُشْرَىٰ is coordinated with هُدًى by وَ.	resources/attachments.tsv:35970
sx-27_2-00010	ae:v3:s027:002:pass1:attach:a2	27:2	w-s027-a002-w001	w-s027-a002-w003	w-s027-a002-w003	m-w-s027-a002-w001-01	m-w-s027-a002-w003-03	m-w-s027-a002-w003-01	27:2:1:1	27:2:3:3	27:2:3:1	q:27:2:1	q:27:2:5	q:27:2:4	1	5	4	prep_complement	strongly_licensed	high			GERUND	NOUN_ACTIVE_PART		لـ	position_morpheme_aligned	case_government;local_syntax	ٱلْمُؤْمِنِينَ is governed by لِ and completes the coordinated هُدًى وَبُشْرَىٰ phrase headed by هُدًى.	resources/attachments.tsv:35971
sx-27_3-00011	ae:v3:s027:003:pass1:attach:a1	27:3	w-s027-a003-w002	w-s027-a003-w001		m-w-s027-a003-w002-01	m-w-s027-a003-w001-01		27:3:2:1	27:3:1:1		q:27:3:2	q:27:3:1		2	1		subject	strongly_licensed	high			IV	REL_PRON			position_morpheme_aligned	agreement;local_syntax	ٱلَّذِينَ supplies the subject reference for يُقِيمُونَ.	resources/attachments.tsv:35972
