word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s027-a000-w001	27:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s027-a000-w002	27:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s027-a000-w003	27:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s027-a000-w004	27:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s027-a001-w001	27:1	27:1	1	27:1:1	طسٓ			INL					STEM|POS:INL
w-s027-a001-w002	27:1	27:1	2	27:1:2	تِلْكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|FS
w-s027-a001-w003	27:1	27:1	3	27:1:3	ءَايَٰتُ	ءَايَة	ء ي ي	N					STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|NOM
w-s027-a001-w004	27:1	27:1	4	27:1:4	ٱلْقُرْءَانِ	قُرْءَان	ق ر ء	PN					PREFIX|Al+ | STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|GEN
w-s027-a001-w005	27:1	27:1	5	27:1:5	وَكِتَابٍ	كِتَٰب	ك ت ب	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:kita`b|ROOT:ktb|M|INDEF|GEN
w-s027-a001-w006	27:1	27:1	6	27:1:6	مُّبِينٍ	مُّبِين	ب ي ن	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|GEN
w-s027-a002-w001	27:2	27:2	1	27:2:1	هُدًى	هُدًى	ه د ي	N					STEM|POS:N|LEM:hudFY|ROOT:hdy|M|INDEF|GEN
w-s027-a002-w002	27:2	27:2	2	27:2:2	وَبُشْرَىٰ	بُشْرَىٰ	ب ش ر	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:bu$oraY`|ROOT:b$r|F|NOM
w-s027-a002-w003	27:2	27:2	3	27:2:3	لِلْمُؤْمِنِينَ	مُؤْمِن	ء م ن	N			ACT	IV	PREFIX|l:P+ | PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN
w-s027-a003-w001	27:3	27:3	1	27:3:1	ٱلَّذِينَ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MP
w-s027-a003-w002	27:3	27:3	2	27:3:2	يُقِيمُونَ	أَقَامَ	ق و م	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:>aqaAma|ROOT:qwm|3MP | SUFFIX|PRON:3MP
w-s027-a003-w003	27:3	27:3	3	27:3:3	ٱلصَّلَوٰةَ	صَلَوٰة	ص ل و	N					PREFIX|Al+ | STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|ACC
w-s027-a003-w004	27:3	27:3	4	27:3:4	وَيُؤْتُونَ	آتَى	ء ت ي	V	IMPF			IV	PREFIX|w:CONJ+ | STEM|POS:V|IMPF|(IV)|LEM:A^taY|ROOT:Aty|3MP | SUFFIX|PRON:3MP
w-s027-a003-w005	27:3	27:3	5	27:3:5	ٱلزَّكَوٰةَ	زَكَوٰة	ز ك و	N					PREFIX|Al+ | STEM|POS:N|LEM:zakaw`p|ROOT:zkw|F|ACC
w-s027-a003-w006	27:3	27:3	6	27:3:6	وَهُم			PRON					PREFIX|w:CONJ+ | STEM|POS:PRON|3MP
w-s027-a003-w007	27:3	27:3	7	27:3:7	بِٱلْءَاخِرَةِ	آخِر	ء خ ر	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN
w-s027-a003-w008	27:3	27:3	8	27:3:8	هُمْ			PRON					STEM|POS:PRON|3MP
w-s027-a003-w009	27:3	27:3	9	27:3:9	يُوقِنُونَ	يُوقِنُ	ي ق ن	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:yuwqinu|ROOT:yqn|3MP | SUFFIX|PRON:3MP
w-s027-a004-w001	27:4	27:4	1	27:4:1	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s027-a004-w002	27:4	27:4	2	27:4:2	ٱلَّذِينَ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MP
w-s027-a004-w003	27:4	27:4	3	27:4:3	لَا	لَا		NEG					STEM|POS:NEG|LEM:laA
w-s027-a004-w004	27:4	27:4	4	27:4:4	يُؤْمِنُونَ	ءَامَنَ	ء م ن	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MP | SUFFIX|PRON:3MP
w-s027-a004-w005	27:4	27:4	5	27:4:5	بِٱلْءَاخِرَةِ	آخِر	ء خ ر	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN
w-s027-a004-w006	27:4	27:4	6	27:4:6	زَيَّنَّا	زَيَّنَ	ز ي ن	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:zay~ana|ROOT:zyn|1P | SUFFIX|PRON:1P
w-s027-a004-w007	27:4	27:4	7	27:4:7	لَهُمْ			PRON					PREFIX|l:P+ | STEM|POS:PRON|3MP
w-s027-a004-w008	27:4	27:4	8	27:4:8	أَعْمَٰلَهُمْ	عَمَل	ع م ل	N					STEM|POS:N|LEM:Eamal|ROOT:Eml|MP|ACC | SUFFIX|PRON:3MP
w-s027-a004-w009	27:4	27:4	9	27:4:9	فَهُمْ			PRON					PREFIX|f:REM+ | STEM|POS:PRON|3MP
w-s027-a004-w010	27:4	27:4	10	27:4:10	يَعْمَهُونَ	يَعْمَهُ	ع م ه	V	IMPF				STEM|POS:V|IMPF|LEM:yaEomahu|ROOT:Emh|3MP | SUFFIX|PRON:3MP
w-s027-a005-w001	27:5	27:5	1	27:5:1	أُو۟لَٰٓئِكَ	أُولَٰٓئِك		DEM					STEM|POS:DEM|LEM:>uwla`^}ik|P
w-s027-a005-w002	27:5	27:5	2	27:5:2	ٱلَّذِينَ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MP
w-s027-a005-w003	27:5	27:5	3	27:5:3	لَهُمْ			PRON					PREFIX|l:P+ | STEM|POS:PRON|3MP
w-s027-a005-w004	27:5	27:5	4	27:5:4	سُوٓءُ	سُوٓء	س و ء	N					STEM|POS:N|LEM:suw^'|ROOT:swA|M|NOM
w-s027-a005-w005	27:5	27:5	5	27:5:5	ٱلْعَذَابِ	عَذَاب	ع ذ ب	N					PREFIX|Al+ | STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|GEN
w-s027-a005-w006	27:5	27:5	6	27:5:6	وَهُمْ			PRON					PREFIX|w:CONJ+ | STEM|POS:PRON|3MP
w-s027-a005-w007	27:5	27:5	7	27:5:7	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s027-a005-w008	27:5	27:5	8	27:5:8	ٱلْءَاخِرَةِ	آخِر	ء خ ر	N					PREFIX|Al+ | STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN
w-s027-a005-w009	27:5	27:5	9	27:5:9	هُمُ			PRON					STEM|POS:PRON|3MP
w-s027-a005-w010	27:5	27:5	10	27:5:10	ٱلْأَخْسَرُونَ	أَخْسَرِين	خ س ر	N					PREFIX|Al+ | STEM|POS:N|LEM:>axosariyn|ROOT:xsr|MP|NOM
w-s027-a006-w001	27:6	27:6	1	27:6:1	وَإِنَّكَ	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:2MS
w-s027-a006-w002	27:6	27:6	2	27:6:2	لَتُلَقَّى	لَقَّىٰ	ل ق ي	V	IMPF		PASS	II	PREFIX|l:EMPH+ | STEM|POS:V|IMPF|PASS|(II)|LEM:laq~aY`|ROOT:lqy|2MS
w-s027-a006-w003	27:6	27:6	3	27:6:3	ٱلْقُرْءَانَ	قُرْءَان	ق ر ء	PN					PREFIX|Al+ | STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|ACC
w-s027-a006-w004	27:6	27:6	4	27:6:4	مِن	مِن		P					STEM|POS:P|LEM:min
w-s027-a006-w005	27:6	27:6	5	27:6:5	لَّدُنْ	لَّدُن	ل د ن	N					STEM|POS:N|LEM:l~adun|ROOT:ldn|GEN
w-s027-a006-w006	27:6	27:6	6	27:6:6	حَكِيمٍ	حَكِيم	ح ك م	N					STEM|POS:N|LEM:Hakiym|ROOT:Hkm|MS|INDEF|GEN
w-s027-a006-w007	27:6	27:6	7	27:6:7	عَلِيمٍ	عَلِيم	ع ل م	ADJ					STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|INDEF|GEN
w-s027-a007-w001	27:7	27:7	1	27:7:1	إِذْ	إِذ		T					STEM|POS:T|LEM:<i*
w-s027-a007-w002	27:7	27:7	2	27:7:2	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s027-a007-w003	27:7	27:7	3	27:7:3	مُوسَىٰ	مُوسَىٰ		PN					STEM|POS:PN|LEM:muwsaY`|M|NOM
w-s027-a007-w004	27:7	27:7	4	27:7:4	لِأَهْلِهِۦٓ	أَهْل	ء ه ل	N					PREFIX|l:P+ | STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|GEN | SUFFIX|PRON:3MS
w-s027-a007-w005	27:7	27:7	5	27:7:5	إِنِّىٓ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1S
w-s027-a007-w006	27:7	27:7	6	27:7:6	ءَانَسْتُ	ءَانَسَ	ء ن س	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:'aAnasa|ROOT:Ans|1S | SUFFIX|PRON:1S
w-s027-a007-w007	27:7	27:7	7	27:7:7	نَارًا	نَار	ن و ر	N					STEM|POS:N|LEM:naAr|ROOT:nwr|F|INDEF|ACC
w-s027-a007-w008	27:7	27:7	8	27:7:8	سَـَٔاتِيكُم	أَتَى	ء ت ي	V	IMPF				PREFIX|sa+ | STEM|POS:V|IMPF|LEM:>ataY|ROOT:Aty|1S | SUFFIX|PRON:2MP
w-s027-a007-w009	27:7	27:7	9	27:7:9	مِّنْهَا	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3FS
w-s027-a007-w010	27:7	27:7	10	27:7:10	بِخَبَرٍ	خَبَر	خ ب ر	N					PREFIX|bi+ | STEM|POS:N|LEM:xabar|ROOT:xbr|M|INDEF|GEN
w-s027-a007-w011	27:7	27:7	11	27:7:11	أَوْ	أَو		CONJ					STEM|POS:CONJ|LEM:>aw
w-s027-a007-w012	27:7	27:7	12	27:7:12	ءَاتِيكُم	أَتَى	ء ت ي	V	IMPF				STEM|POS:V|IMPF|LEM:>ataY|ROOT:Aty|1S | SUFFIX|PRON:2MP
w-s027-a007-w013	27:7	27:7	13	27:7:13	بِشِهَابٍ	شِهَاب	ش ه ب	N					PREFIX|bi+ | STEM|POS:N|LEM:$ihaAb|ROOT:$hb|M|INDEF|GEN
w-s027-a007-w014	27:7	27:7	14	27:7:14	قَبَسٍ	قَبَس	ق ب س	N					STEM|POS:N|LEM:qabas|ROOT:qbs|M|INDEF|GEN
w-s027-a007-w015	27:7	27:7	15	27:7:15	لَّعَلَّكُمْ	لَعَلّ		ACC					STEM|POS:ACC|LEM:laEal~|SP:<in~ | SUFFIX|PRON:2MP
w-s027-a007-w016	27:7	27:7	16	27:7:16	تَصْطَلُونَ	تَصْطَلُ	ص ل ي	V	IMPF			VIII	STEM|POS:V|IMPF|(VIII)|LEM:taSoTalu|ROOT:Sly|2MP | SUFFIX|PRON:2MP
w-s027-a008-w001	27:8	27:8	1	27:8:1	فَلَمَّا	لَمَّا		T					PREFIX|f:REM+ | STEM|POS:T|LEM:lam~aA
w-s027-a008-w002	27:8	27:8	2	27:8:2	جَآءَهَا	جَآءَ	ج ي ء	V	PERF				STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS | SUFFIX|PRON:3FS
w-s027-a008-w003	27:8	27:8	3	27:8:3	نُودِىَ	نَادَىٰ	ن د و	V	PERF		PASS	III	STEM|POS:V|PERF|PASS|(III)|LEM:naAdaY`|ROOT:ndw|3MS
w-s027-a008-w004	27:8	27:8	4	27:8:4	أَنۢ	أَن		INT					STEM|POS:INT|LEM:>an
w-s027-a008-w005	27:8	27:8	5	27:8:5	بُورِكَ	بَٰرَكَ	ب ر ك	V	PERF		PASS	III	STEM|POS:V|PERF|PASS|(III)|LEM:ba`raka|ROOT:brk|3MS
w-s027-a008-w006	27:8	27:8	6	27:8:6	مَن	مَن		REL					STEM|POS:REL|LEM:man
w-s027-a008-w007	27:8	27:8	7	27:8:7	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s027-a008-w008	27:8	27:8	8	27:8:8	ٱلنَّارِ	نَار	ن و ر	N					PREFIX|Al+ | STEM|POS:N|LEM:naAr|ROOT:nwr|F|GEN
w-s027-a008-w009	27:8	27:8	9	27:8:9	وَمَنْ	مَن		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:man
w-s027-a008-w010	27:8	27:8	10	27:8:10	حَوْلَهَا	حَوْل	ح و ل	N					STEM|POS:N|LEM:Hawol|ROOT:Hwl|M|ACC | SUFFIX|PRON:3FS
w-s027-a008-w011	27:8	27:8	11	27:8:11	وَسُبْحَٰنَ	سُبْحَٰن	س ب ح	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:suboHa`n|ROOT:sbH|M|ACC
w-s027-a008-w012	27:8	27:8	12	27:8:12	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s027-a008-w013	27:8	27:8	13	27:8:13	رَبِّ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
w-s027-a008-w014	27:8	27:8	14	27:8:14	ٱلْعَٰلَمِينَ	عَٰلَمِين	ع ل م	N					PREFIX|Al+ | STEM|POS:N|LEM:Ea`lamiyn|ROOT:Elm|MP|GEN
w-s027-a009-w001	27:9	27:9	1	27:9:1	يَٰمُوسَىٰٓ	مُوسَىٰ		PN					PREFIX|ya+ | STEM|POS:PN|LEM:muwsaY`|M|NOM
w-s027-a009-w002	27:9	27:9	2	27:9:2	إِنَّهُۥٓ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:3MS
w-s027-a009-w003	27:9	27:9	3	27:9:3	أَنَا			PRON					STEM|POS:PRON|1S
w-s027-a009-w004	27:9	27:9	4	27:9:4	ٱللَّهُ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
w-s027-a009-w005	27:9	27:9	5	27:9:5	ٱلْعَزِيزُ	عَزِيز	ع ز ز	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|NOM
