word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s050-a000-w001	50:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s050-a000-w002	50:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s050-a000-w003	50:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s050-a000-w004	50:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s050-a001-w001	50:1	50:1	1	50:1:1	قٓ			INL					STEM|POS:INL
w-s050-a001-w002	50:1	50:1	2	50:1:2	وَٱلْقُرْءَانِ	قُرْءَان	ق ر ء	PN					PREFIX|w:P+ | PREFIX|Al+ | STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|GEN
w-s050-a001-w003	50:1	50:1	3	50:1:3	ٱلْمَجِيدِ	مَّجِيد	م ج د	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:m~ajiyd|ROOT:mjd|MS|GEN
w-s050-a002-w001	50:2	50:2	1	50:2:1	بَلْ	بَل		RET					STEM|POS:RET|LEM:bal
w-s050-a002-w002	50:2	50:2	2	50:2:2	عَجِبُوٓا۟	عَجِبُ	ع ج ب	V	PERF				STEM|POS:V|PERF|LEM:Eajibu|ROOT:Ejb|3MP | SUFFIX|PRON:3MP
w-s050-a002-w003	50:2	50:2	3	50:2:3	أَن	أَن		SUB					STEM|POS:SUB|LEM:>an
w-s050-a002-w004	50:2	50:2	4	50:2:4	جَآءَهُم	جَآءَ	ج ي ء	V	PERF				STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS | SUFFIX|PRON:3MP
w-s050-a002-w005	50:2	50:2	5	50:2:5	مُّنذِرٌ	مُنذِر	ن ذ ر	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:mun*ir|ROOT:n*r|M|INDEF|NOM
w-s050-a002-w006	50:2	50:2	6	50:2:6	مِّنْهُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3MP
w-s050-a002-w007	50:2	50:2	7	50:2:7	فَقَالَ	قَالَ	ق و ل	V	PERF				PREFIX|f:REM+ | STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s050-a002-w008	50:2	50:2	8	50:2:8	ٱلْكَٰفِرُونَ	كَٰفِرُون	ك ف ر	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM
w-s050-a002-w009	50:2	50:2	9	50:2:9	هَٰذَا	هَٰذَا		DEM					STEM|POS:DEM|LEM:ha`*aA|MS
w-s050-a002-w010	50:2	50:2	10	50:2:10	شَىْءٌ	شَىْء	ش ي ء	N					STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|NOM
w-s050-a002-w011	50:2	50:2	11	50:2:11	عَجِيبٌ	عَجِيب	ع ج ب	ADJ					STEM|POS:ADJ|LEM:Eajiyb|ROOT:Ejb|MS|INDEF|NOM
w-s050-a003-w001	50:3	50:3	1	50:3:1	أَءِذَا	إِذَا		T					PREFIX|A:INTG+ | STEM|POS:T|LEM:<i*aA
w-s050-a003-w002	50:3	50:3	2	50:3:2	مِتْنَا	مَّاتَ	م و ت	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:m~aAta|ROOT:mwt|1P | SUFFIX|PRON:1P
w-s050-a003-w003	50:3	50:3	3	50:3:3	وَكُنَّا	كَانَ	ك و ن	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|1P | SUFFIX|PRON:1P
w-s050-a003-w004	50:3	50:3	4	50:3:4	تُرَابًا	تُرَاب	ت ر ب	N					STEM|POS:N|LEM:turaAb|ROOT:trb|M|INDEF|ACC
w-s050-a003-w005	50:3	50:3	5	50:3:5	ذَٰلِكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|MS
w-s050-a003-w006	50:3	50:3	6	50:3:6	رَجْعٌۢ	رَجْع	ر ج ع	N					STEM|POS:N|LEM:rajoE|ROOT:rjE|M|INDEF|NOM
w-s050-a003-w007	50:3	50:3	7	50:3:7	بَعِيدٌ	بَعِيد	ب ع د	ADJ					STEM|POS:ADJ|LEM:baEiyd|ROOT:bEd|MS|INDEF|NOM
