surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
101	1	1	1	101:1:1:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	1	1	2	101:1:1:2	قَارِعَةُ	قَارِعَة	ق ر ع	ق ر ع	N	STEM	STEM|POS:N|LEM:qaAriEap|ROOT:qrE|F|NOM							
101	2	1	1	101:2:1:1	مَا	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
101	2	2	1	101:2:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	2	2	2	101:2:2:2	قَارِعَةُ	قَارِعَة	ق ر ع	ق ر ع	N	STEM	STEM|POS:N|LEM:qaAriEap|ROOT:qrE|F|NOM							
101	3	1	1	101:3:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
101	3	1	2	101:3:1:2	مَآ	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
101	3	2	1	101:3:2:1	أَدْرَىٰ	أَدْرَىٰ	د ر ي	د ر ي	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>adoraY`|ROOT:dry|3MS	PERF			IV			
101	3	2	2	101:3:2:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
101	3	3	1	101:3:3:1	مَا	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
101	3	4	1	101:3:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	3	4	2	101:3:4:2	قَارِعَةُ	قَارِعَة	ق ر ع	ق ر ع	N	STEM	STEM|POS:N|LEM:qaAriEap|ROOT:qrE|F|NOM							
101	4	1	1	101:4:1:1	يَوْمَ	يَوْم	ي و م	ي و م	T	STEM	STEM|POS:T|LEM:yawom|ROOT:ywm|M|ACC							
101	4	2	1	101:4:2:1	يَكُونُ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	IMPF						
101	4	3	1	101:4:3:1	ٱل				DET	PREFIX	PREFIX|Al+							
101	4	3	2	101:4:3:2	نَّاسُ	نَّاس	ن و س	ن و س	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|NOM							
101	4	4	1	101:4:4:1	كَ				P	PREFIX	PREFIX|ka+							
101	4	4	2	101:4:4:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	4	4	3	101:4:4:3	فَرَاشِ	فَرَاش	ف ر ش	ف ر ش	N	STEM	STEM|POS:N|LEM:faraA$|ROOT:fr$|M|GEN							
101	4	5	1	101:4:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	4	5	2	101:4:5:2	مَبْثُوثِ	مَبْثُوث	ب ث ث	ب ث ث	ADJ	STEM	STEM|POS:ADJ|PASS|PCPL|LEM:mabovuwv|ROOT:bvv|M|GEN			PASS				
101	5	1	1	101:5:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
101	5	1	2	101:5:1:2	تَكُونُ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3FS	IMPF						
101	5	2	1	101:5:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	5	2	2	101:5:2:2	جِبَالُ	جَبَل	ج ب ل	ج ب ل	N	STEM	STEM|POS:N|LEM:jabal|ROOT:jbl|MP|NOM							
101	5	3	1	101:5:3:1	كَ				P	PREFIX	PREFIX|ka+							
101	5	3	2	101:5:3:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	5	3	3	101:5:3:3	عِهْنِ	عِهْن	ع ه ن	ع ه ن	N	STEM	STEM|POS:N|LEM:Eihon|ROOT:Ehn|M|GEN							
101	5	4	1	101:5:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
101	5	4	2	101:5:4:2	مَنفُوشِ	مَنفُوش	ن ف ش	ن ف ش	ADJ	STEM	STEM|POS:ADJ|PASS|PCPL|LEM:manfuw$|ROOT:nf$|M|GEN			PASS				
101	6	1	1	101:6:1:1	فَ				REM	PREFIX	PREFIX|f:REM+							
101	6	1	2	101:6:1:2	أَمَّا	أَمَّا			EXL	STEM	STEM|POS:EXL|LEM:>am~aA							
101	6	2	1	101:6:2:1	مَن	مَن			COND	STEM	STEM|POS:COND|LEM:man							
101	6	3	1	101:6:3:1	ثَقُلَتْ	ثَقُلَتْ	ث ق ل	ث ق ل	V	STEM	STEM|POS:V|PERF|LEM:vaqulato|ROOT:vql|3FS	PERF						
101	6	4	1	101:6:4:1	مَوَٰزِينُ	مِيزَان	و ز ن	و ز ن	N	STEM	STEM|POS:N|LEM:miyzaAn|ROOT:wzn|MP|NOM							
101	6	4	2	101:6:4:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
101	7	1	1	101:7:1:1	فَ				RSLT	PREFIX	PREFIX|f:RSLT+							
101	7	1	2	101:7:1:2	هُوَ				PRON	STEM	STEM|POS:PRON|3MS							
101	7	2	1	101:7:2:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
101	7	3	1	101:7:3:1	عِيشَةٍ	عِيشَة	ع ي ش	ع ي ش	N	STEM	STEM|POS:N|LEM:Eiy$ap|ROOT:Ey$|F|INDEF|GEN							
101	7	4	1	101:7:4:1	رَّاضِيَةٍ	رَاضِيَة	ر ض و	ر ض و	ADJ	STEM	STEM|POS:ADJ|ACT|PCPL|LEM:raADiyap|ROOT:rDw|F|INDEF|GEN			ACT				
101	8	1	1	101:8:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
101	8	1	2	101:8:1:2	أَمَّا	أَمَّا			EXL	STEM	STEM|POS:EXL|LEM:>am~aA							
101	8	2	1	101:8:2:1	مَنْ	مَن			COND	STEM	STEM|POS:COND|LEM:man							
101	8	3	1	101:8:3:1	خَفَّتْ	خَفَّتْ	خ ف ف	خ ف ف	V	STEM	STEM|POS:V|PERF|LEM:xaf~ato|ROOT:xff|3FS	PERF						
101	8	4	1	101:8:4:1	مَوَٰزِينُ	مِيزَان	و ز ن	و ز ن	N	STEM	STEM|POS:N|LEM:miyzaAn|ROOT:wzn|MP|NOM							
101	8	4	2	101:8:4:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
101	9	1	1	101:9:1:1	فَ				RSLT	PREFIX	PREFIX|f:RSLT+							
101	9	1	2	101:9:1:2	أُمُّ	أُمّ	ء م م	ء م م	N	STEM	STEM|POS:N|LEM:>um~|ROOT:Amm|FS|NOM							
101	9	1	3	101:9:1:3	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
101	9	2	1	101:9:2:1	هَاوِيَةٌ	هَاوِيَة	ه و ي	ه و ي	N	STEM	STEM|POS:N|ACT|PCPL|LEM:haAwiyap|ROOT:hwy|F|INDEF|NOM			ACT				
101	10	1	1	101:10:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
101	10	1	2	101:10:1:2	مَآ	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
101	10	2	1	101:10:2:1	أَدْرَىٰ	أَدْرَىٰ	د ر ي	د ر ي	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>adoraY`|ROOT:dry|3MS	PERF			IV			
101	10	2	2	101:10:2:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
101	10	3	1	101:10:3:1	مَا	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
101	10	4	1	101:10:4:1	هِيَهْ				PRON	STEM	STEM|POS:PRON|3FS							
101	11	1	1	101:11:1:1	نَارٌ	نَار	ن و ر	ن و ر	N	STEM	STEM|POS:N|LEM:naAr|ROOT:nwr|F|INDEF|NOM							
101	11	2	1	101:11:2:1	حَامِيَةٌۢ	حَامِيَة	ح م ي	ح م ي	ADJ	STEM	STEM|POS:ADJ|ACT|PCPL|LEM:HaAmiyap|ROOT:Hmy|F|INDEF|NOM			ACT				
