attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	25:0	1:1	1	w-s025-a000-w001	1:1:1	m-w-s025-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	25:0	1:1	2	w-s025-a000-w001	1:1:1	m-w-s025-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	25:0	1:1	3	w-s025-a000-w002	1:1:2	m-w-s025-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	25:0	1:1	4	w-s025-a000-w003	1:1:3	m-w-s025-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	25:0	1:1	5	w-s025-a000-w003	1:1:3	m-w-s025-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:25:1:1	25:1	25:1	1	w-s025-a001-w001	25:1:1	m-w-s025-a001-w001-01	تَبَارَكَ	ب ر ك		position_crosswalk	morpheme_aligned
q:25:1:2	25:1	25:1	2	w-s025-a001-w002	25:1:2	m-w-s025-a001-w002-01	الَّذِي	ل ل ذ		position_crosswalk	morpheme_aligned
q:25:1:3	25:1	25:1	3	w-s025-a001-w003	25:1:3	m-w-s025-a001-w003-01	نَزَّلَ	ن ز ل	عَلَى	position_crosswalk	morpheme_aligned
q:25:1:4	25:1	25:1	4	w-s025-a001-w004	25:1:4	m-w-s025-a001-w004-02	الْفُرْقَانَ	ف ر ق		position_crosswalk	morpheme_aligned
q:25:1:5	25:1	25:1	5	w-s025-a001-w005	25:1:5	m-w-s025-a001-w005-01			عَلَى	position_crosswalk	morpheme_aligned
q:25:1:6	25:1	25:1	6	w-s025-a001-w006	25:1:6	m-w-s025-a001-w006-01	عَبْدِهِ	ع ب د	عَلَى	position_crosswalk	morpheme_aligned
q:25:1:7	25:1	25:1	7	w-s025-a001-w007	25:1:7	m-w-s025-a001-w007-02	لِيَكُونَ	و ل ي		position_crosswalk	morpheme_aligned
q:25:1:8	25:1	25:1	8	w-s025-a001-w007	25:1:7	m-w-s025-a001-w007-02	لِيَكُونَ	ك و ن	لـ	position_crosswalk	morpheme_aligned
q:25:1:9	25:1	25:1	9	w-s025-a001-w007	25:1:7	m-w-s025-a001-w007-01			لـ	surface_root_sequence_fallback	morpheme_aligned
q:25:1:10	25:1	25:1	10	w-s025-a001-w008	25:1:8	m-w-s025-a001-w008-03	لِلْعَالَمِينَ	ع ل م	لـ	position_crosswalk	morpheme_aligned
q:25:1:11	25:1	25:1	11	w-s025-a001-w009	25:1:9	m-w-s025-a001-w009-01	نَذِيرَاً	ن ذ ر		position_crosswalk	morpheme_aligned
q:25:2:2	25:2	25:2	2	w-s025-a002-w001	25:2:1	m-w-s025-a002-w001-01	لَهُ	و ل ي	لـ	surface_root_sequence_fallback	morpheme_aligned
q:25:2:3	25:2	25:2	3	w-s025-a002-w003	25:2:3	m-w-s025-a002-w003-01	مُلْكُ	م ل ك	لـ	surface_root_sequence_fallback	morpheme_aligned
q:25:2:4	25:2	25:2	4	w-s025-a002-w004	25:2:4	m-w-s025-a002-w004-02	السَّمَاوَاتِ	س م و		surface_root_sequence_fallback	morpheme_aligned
q:25:2:6	25:2	25:2	6	w-s025-a002-w005	25:2:5	m-w-s025-a002-w005-03	وَالْأَرْضِ	أ ر ض		position_crosswalk	morpheme_aligned
q:25:2:9	25:2	25:2	9	w-s025-a002-w007	25:2:7	m-w-s025-a002-w007-01	يَتَّخِذْ	أ خ ذ		surface_root_sequence_fallback	morpheme_aligned
q:25:2:10	25:2	25:2	10	w-s025-a002-w008	25:2:8	m-w-s025-a002-w008-01	وَلَدَاً	و ل د		surface_root_sequence_fallback	morpheme_aligned
q:25:2:13	25:2	25:2	13	w-s025-a002-w010	25:2:10	m-w-s025-a002-w010-01	يَكُنْ	ك و ن	لـ	surface_root_sequence_fallback	morpheme_aligned
q:25:2:14	25:2	25:2	14	w-s025-a002-w011	25:2:11	m-w-s025-a002-w011-02;m-w-s025-a002-w011-01	لَهُ	و ل ي	لـ	surface_root_sequence_fallback	morpheme_aligned
q:25:2:15	25:2	25:2	15	w-s025-a002-w012	25:2:12	m-w-s025-a002-w012-01	شَرِيكٌ	ش ر ك	فِي	surface_root_sequence_fallback	morpheme_aligned
q:25:2:16	25:2	25:2	16	w-s025-a002-w013	25:2:13	m-w-s025-a002-w013-01			فِي	surface_root_sequence_fallback	morpheme_aligned
