finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-53_0-001	53:0	1	strong	1	1	1:1:1	root_000745	B005	w-s053-a000-w001
f-53_0-001	53:0	1	strong	2	1	1:1:2	root_000047	B001	w-s053-a000-w002
f-53_0-002	53:0	2	weak	1	1	1:1:3	root_000552	B001	w-s053-a000-w003
f-53_0-002	53:0	2	weak	2	1	1:1:4	root_000552	B001	w-s053-a000-w004
f-53_0-003	53:0	3	weak	1	1	1:1:3	root_000552	B003	w-s053-a000-w003
f-53_0-003	53:0	3	weak	2	1	1:1:4	root_000552	B003	w-s053-a000-w004
f-53_1-001	53:1	1	strong	1	1	53:1:1	root_001475	B002	w-s053-a001-w001
f-53_1-001	53:1	1	strong	2	1	53:1:3	root_001609	B002	w-s053-a001-w003
f-53_1-002	53:1	2	weak	1	1	53:1:1	root_001475	B006	w-s053-a001-w001
f-53_1-002	53:1	2	weak	2	1	53:1:3	root_001609	B002	w-s053-a001-w003
f-53_1-003	53:1	3	strong	1	1	53:1:3	root_001609	B002	w-s053-a001-w003
f-53_1-003	53:1	3	strong	1	2	53:1:3	root_001609	B004	w-s053-a001-w003
f-53_2-001	53:2	1	strong	1	1	53:2:2	root_000913	B001	w-s053-a002-w002
f-53_2-001	53:2	1	strong	2	1	53:2:5	root_001116	B002	w-s053-a002-w005
f-53_2-002	53:2	2	strong	1	1	53:2:3	root_000844	B001	w-s053-a002-w003
f-53_2-003	53:2	3	weak	1	1	53:2:3	root_000844	B002	w-s053-a002-w003
f-53_2-004	53:2	4	reject	1	1	53:2:2	root_000913	B002	w-s053-a002-w002
f-53_2-004	53:2	4	reject	2	1	53:2:5	root_001116	B009	w-s053-a002-w005
f-53_3-001	53:3	1	strong	1	1	53:3:2	root_001519	B002	w-s053-a003-w002
f-53_3-002	53:3	2	weak	1	1	53:3:2	root_001519	B001	w-s053-a003-w002
f-53_3-002	53:3	2	weak	2	1	53:3:4	root_001609	B010	w-s053-a003-w004
f-53_3-003	53:3	3	reject	1	1	53:3:4	root_001609	B002	w-s053-a003-w004
f-53_3-004	53:3	4	strong	1	1	53:3:4	root_001609	B004	w-s053-a003-w004
f-53_4-001	53:4	1	strong	1	1	53:4:4	root_001633	B001	w-s053-a004-w004
f-53_4-001	53:4	1	strong	1	2	53:4:4	root_001633	B004	w-s053-a004-w004
