family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000130:B002	ب ع ث ر	B002	9	تبديد المتاع وقلب بعضه على بعض
F001	core	quranic:root_000210:B003	ث و ر	B003	4	هيجان إلى مواجهة أو غضب
F001	core	quranic:root_000259:B013	ج م ع	B013	5	ممالأة واجتماع مع غيرك على أمر
F001	core	quranic:root_000452:B001	خ ي ر	B001	8	الميل إلى الخير النافع
F001	core	quranic:root_000532:B011	ر ب ب	B011	6,11	ربابة عهد وميثاق
F001	core	quranic:root_000782:B001	ش د د	B001	8	شد العقد والوثاق
F001	core	quranic:root_000782:B003	ش د د	B003	8	شد الحملة والعدو
F001	core	quranic:root_000901:B001	ض ب ح	B001	1	صوت الضباح
F001	core	quranic:root_000993:B001	ع د و	B001	1	مجاوزة الحد والظلم
F001	core	quranic:root_000993:B003	ع د و	B003	1	العَدُوّ والعداوة
F001	core	quranic:root_000993:B009	ع د و	B009	1	العَداء والعُدوة في الجانب والطوار
F001	core	quranic:root_000993:B012	ع د و	B012	1	العَنْدَأْوَة في الالتواء والعسر
F001	core	quranic:root_001203:B003	ق د ح	B003	2	طعن في النسب
F001	core	quranic:root_001642:B005	و ر ي	B005	2	ستر الشيء وجعله وراء الظهور
F001	optional	quranic:root_000059:B004	ء ن س	B004	6	الجانب الإنسي المقبل على الإنسان
F001	optional	quranic:root_000130:B003	ب ع ث ر	B003	9	هدم الحوض وقلب أسفله أعلاه
F001	optional	quranic:root_000259:B003	ج م ع	B003	5	عزم محكم جمع الرأي بعد تفرقه
F001	optional	quranic:root_000259:B005	ج م ع	B005	5	قبضة الكف إذا ضمت الأصابع
F001	optional	quranic:root_000259:B008	ج م ع	B008	5	القيد الذي يجمع اليدين إلى العنق
F001	optional	quranic:root_000286:B011	ح ب ب	B011	8	نار الحباحب شرر لا ينتفع به
F001	optional	quranic:root_000387:B001	خ ب ر	B001	11	العلم بالخبر وباطن الأمر
F001	optional	quranic:root_000387:B004	خ ب ر	B004	11	الغزر في المزادة والناقة
F001	optional	quranic:root_000532:B002	ر ب ب	B002	6,11	إصلاح وتربية وإتمام
F001	optional	quranic:root_000532:B016	ر ب ب	B016	6,11	رُبَى حاجة وعقدة ونعمة
F001	optional	quranic:root_000822:B007	ش ه د	B007	7	الشَّهْد في الشمع
F001	optional	quranic:root_000839:B002	ص ب ح	B002	3	الإتيان صباحا
F001	optional	quranic:root_000839:B004	ص ب ح	B004	3	يوم الصباح
F001	optional	quranic:root_000849:B002	ص د ر	B002	10	المقدّم والأعلى والأول
F001	optional	quranic:root_000901:B002	ض ب ح	B002	1	عدو ممدود الضبعين
F001	optional	quranic:root_000993:B002	ع د و	B002	1	العَدْو والحَضْر
F001	optional	quranic:root_000993:B007	ع د و	B007	1	العَوادي والعادية الشاغلة
F001	optional	quranic:root_000993:B008	ع د و	B008	1	العِداء في تعاقب الصيد
F001	optional	quranic:root_001040:B002	ع ل م	B002	9	أثر يميز الشيء ويهدي إليه
F001	optional	quranic:root_001119:B002	غ ي ر	B002	3	الغَيْر في الدية
F001	optional	quranic:root_001119:B003	غ ي ر	B003	3	تغيير الصورة أو إبدال الشيء بغيره
F001	optional	quranic:root_001203:B002	ق د ح	B002	2	نقر الشيء وعيبه
F001	optional	quranic:root_001203:B010	ق د ح	B010	2	اقتداح الأمر بالنظر والتدبير
F001	optional	quranic:root_001321:B001	ك ن د	B001	6	القطع والانفصال
F001	optional	quranic:root_001544:B009	ن ق ع	B009	4	نقعه بالشتم القبيح
F002	core	quranic:root_000130:B001	ب ع ث ر	B001	9	قلب التراب وكشف المدفون
F002	core	quranic:root_000210:B001	ث و ر	B001	4	انبعاث الشيء وانتشاره ظاهرا
F002	core	quranic:root_000210:B002	ث و ر	B002	4	إثارة الشيء وتحريكه من موضعه
F002	core	quranic:root_000210:B005	ث و ر	B005	4	ثورة الأقط: قطعة جامدة
F002	core	quranic:root_000259:B008	ج م ع	B008	5	القيد الذي يجمع اليدين إلى العنق
F002	core	quranic:root_000259:B012	ج م ع	B012	5	عظم الشيء كأنه جامع ممتلئ
F002	core	quranic:root_000286:B001	ح ب ب	B001	8	الحبة التي تنبت وتحمل الحب
F002	core	quranic:root_000387:B004	خ ب ر	B004	11	الغزر في المزادة والناقة
F002	core	quranic:root_000839:B008	ص ب ح	B008	3	الناقة المصباح
F002	core	quranic:root_001195:B001	ق ب ر	B001	9	مواراة الميت في القبر
F002	core	quranic:root_001544:B004	ن ق ع	B004	4	نقع الغبار المثار
F002	core	quranic:root_001642:B004	و ر ي	B004	2	شحم وار وسمن ظاهر
F002	core	quranic:root_001642:B005	و ر ي	B005	2	ستر الشيء وجعله وراء الظهور
F002	optional	quranic:root_000259:B011	ج م ع	B011	5	نخل دقل اجتمع من النوى لا يعرف اسمه
F002	optional	quranic:root_000286:B006	ح ب ب	B006	8	الري حتى الامتلاء
F002	optional	quranic:root_000286:B007	ح ب ب	B007	8	الحب جرة عظيمة أو موضعها
F002	optional	quranic:root_000286:B008	ح ب ب	B008	8	حباب الماء فقاقيعه وطرائقه
F002	optional	quranic:root_000330:B001	ح ص ل	B001	10	جمع الشيء حتى يظهر حاصله
F002	optional	quranic:root_000330:B005	ح ص ل	B005	10	بلح حصل من النخلة قبل اشتداده
F002	optional	quranic:root_000532:B002	ر ب ب	B002	6,11	إصلاح وتربية وإتمام
F002	optional	quranic:root_000532:B006	ر ب ب	B006	6,11	رُبّ خاثر وإصلاح به
F002	optional	quranic:root_000532:B010	ر ب ب	B010	6,11	ربابة تجمع القداح
F002	optional	quranic:root_000822:B006	ش ه د	B006	7	الخارج عند الولادة والإدراك
F002	optional	quranic:root_000822:B007	ش ه د	B007	7	الشَّهْد في الشمع
F002	optional	quranic:root_000993:B001	ع د و	B001	1	مجاوزة الحد والظلم
F002	optional	quranic:root_001040:B004	ع ل م	B004	9	شق ظاهر في الشفة العليا
F002	optional	quranic:root_001119:B004	غ ي ر	B004	3	الغَيْرة على الأهل
F002	optional	quranic:root_001195:B002	ق ب ر	B002	9	غموض الشيء وتطامنه
F002	optional	quranic:root_001195:B004	ق ب ر	B004	9	طرف الأنف في الغضب
F002	optional	quranic:root_001203:B001	ق د ح	B001	2	إيراء النار بالقدح
F002	optional	quranic:root_001544:B001	ن ق ع	B001	4	استقرار الماء وما ينقع فيه
F002	optional	quranic:root_001544:B006	ن ق ع	B006	4	سم ناقع ثابت أو قاتل
F002	optional	quranic:root_001642:B002	و ر ي	B002	2	نار كامنة تخرج من الزند
F002	optional	quranic:root_001642:B003	و ر ي	B003	2	زند يقدح نجاحا أو نصرة
F002	optional	quranic:root_001646:B006	و س ط	B006	5	قطع الشيء نصفين
F003	core	quranic:root_000782:B003	ش د د	B003	8	شد الحملة والعدو
F003	core	quranic:root_000901:B002	ض ب ح	B002	1	عدو ممدود الضبعين
F003	core	quranic:root_000993:B002	ع د و	B002	1	العَدْو والحَضْر
F003	core	quranic:root_000993:B003	ع د و	B003	1	العَدُوّ والعداوة
F003	core	quranic:root_001040:B007	ع ل م	B007	9	ذكر الضباع يسمى العيلام
F003	optional	quranic:root_000130:B002	ب ع ث ر	B002	9	تبديد المتاع وقلب بعضه على بعض
F003	optional	quranic:root_000210:B005	ث و ر	B005	4	ثورة الأقط: قطعة جامدة
F003	optional	quranic:root_000259:B010	ج م ع	B010	5	استجماع القوة أو السير حتى تتلاحق أجزاؤه
F003	optional	quranic:root_000259:B013	ج م ع	B013	5	ممالأة واجتماع مع غيرك على أمر
F003	optional	quranic:root_000286:B011	ح ب ب	B011	8	نار الحباحب شرر لا ينتفع به
F003	optional	quranic:root_000330:B004	ح ص ل	B004	10	موضع يجتمع فيه الطعام في جوف الطائر
F003	optional	quranic:root_000452:B001	خ ي ر	B001	8	الميل إلى الخير النافع
F003	optional	quranic:root_000452:B002	خ ي ر	B002	8	فضل الصلاح والاصطفاء
F003	optional	quranic:root_000452:B005	خ ي ر	B005	8	الكرم والهبة
F003	optional	quranic:root_000452:B006	خ ي ر	B006	8	استدراج الحيوان من جحره
F003	optional	quranic:root_000532:B011	ر ب ب	B011	6,11	ربابة عهد وميثاق
F003	optional	quranic:root_000822:B007	ش ه د	B007	7	الشَّهْد في الشمع
F003	optional	quranic:root_000901:B001	ض ب ح	B001	1	صوت الضباح
F003	optional	quranic:root_000901:B003	ض ب ح	B003	1	إحراق أعالي العود
F003	optional	quranic:root_000901:B005	ض ب ح	B005	1	الرماد
F003	optional	quranic:root_000993:B005	ع د و	B005	1	العَدْوى في طلب الإنصاف
F003	optional	quranic:root_000993:B006	ع د و	B006	1	العَدْوى في انتقال الداء
F003	optional	quranic:root_000993:B008	ع د و	B008	1	العِداء في تعاقب الصيد
F003	optional	quranic:root_000993:B009	ع د و	B009	1	العَداء والعُدوة في الجانب والطوار
F003	optional	quranic:root_000993:B012	ع د و	B012	1	العَنْدَأْوَة في الالتواء والعسر
F003	optional	quranic:root_001119:B001	غ ي ر	B001	3	الصلاح والمنفعة بالميرة والسقي والإصلاح
F003	optional	quranic:root_001119:B004	غ ي ر	B004	3	الغَيْرة على الأهل
F003	optional	quranic:root_001119:B005	غ ي ر	B005	3	السوى والخلاف والاستثناء والنفي
F003	optional	quranic:root_001203:B003	ق د ح	B003	2	طعن في النسب
F003	optional	quranic:root_001203:B008	ق د ح	B008	2	ضمر الفرس وغؤور العين
F003	optional	quranic:root_001642:B006	و ر ي	B006	2	الجانب الوراء: خلف أو أمام أو سوى
F003	optional	quranic:root_001646:B004	و س ط	B004	5	مرتبة وسطى بين الجيد والرديء
F004	core	quranic:root_000059:B006	ء ن س	B006	6	ابن الإنس للنفس والصفوة
F004	core	quranic:root_000387:B003	خ ب ر	B003	11	إصلاح الأرض بالمخابرة
F004	core	quranic:root_000452:B001	خ ي ر	B001	8	الميل إلى الخير النافع
F004	core	quranic:root_000452:B002	خ ي ر	B002	8	فضل الصلاح والاصطفاء
F004	core	quranic:root_000532:B002	ر ب ب	B002	6,11	إصلاح وتربية وإتمام
F004	core	quranic:root_000532:B006	ر ب ب	B006	6,11	رُبّ خاثر وإصلاح به
F004	core	quranic:root_001119:B001	غ ي ر	B001	3	الصلاح والمنفعة بالميرة والسقي والإصلاح
F004	core	quranic:root_001646:B001	و س ط	B001	5	العدل والخيار في موضع الوسط
F004	optional	quranic:root_000130:B001	ب ع ث ر	B001	9	قلب التراب وكشف المدفون
F004	optional	quranic:root_000130:B002	ب ع ث ر	B002	9	تبديد المتاع وقلب بعضه على بعض
F004	optional	quranic:root_000259:B010	ج م ع	B010	5	استجماع القوة أو السير حتى تتلاحق أجزاؤه
F004	optional	quranic:root_000286:B002	ح ب ب	B002	8	المحبة الملازمة للقلب
F004	optional	quranic:root_000452:B003	خ ي ر	B003	8	طلب الخير بالاختيار والاستخارة
F004	optional	quranic:root_000993:B004	ع د و	B004	1	المجاوزة والاستثناء والصرف
F004	optional	quranic:root_001040:B001	ع ل م	B001	9	انكشاف الشيء للعارف
F004	optional	quranic:root_001119:B005	غ ي ر	B005	3	السوى والخلاف والاستثناء والنفي
F004	optional	quranic:root_001195:B004	ق ب ر	B004	9	طرف الأنف في الغضب
F004	optional	quranic:root_001544:B001	ن ق ع	B001	4	استقرار الماء وما ينقع فيه
F004	optional	quranic:root_001642:B003	و ر ي	B003	2	زند يقدح نجاحا أو نصرة
F004	optional	quranic:root_001642:B005	و ر ي	B005	2	ستر الشيء وجعله وراء الظهور
F004	optional	quranic:root_001646:B004	و س ط	B004	5	مرتبة وسطى بين الجيد والرديء
F004	rare	quranic:root_000059:B003	ء ن س	B003	6	الأنس الذي يزيل الوحشة
F004	rare	quranic:root_000210:B002	ث و ر	B002	4	إثارة الشيء وتحريكه من موضعه
F004	rare	quranic:root_000210:B003	ث و ر	B003	4	هيجان إلى مواجهة أو غضب
F004	rare	quranic:root_000259:B001	ج م ع	B001	5	ضم المتفرق حتى يصير شيئا مجموعا
