word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s013-a000-w001	13:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s013-a000-w002	13:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s013-a000-w003	13:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s013-a000-w004	13:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s013-a001-w001	13:1	13:1	1	13:1:1	الٓمٓر			INL					STEM|POS:INL
w-s013-a001-w002	13:1	13:1	2	13:1:2	تِلْكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|FS
w-s013-a001-w003	13:1	13:1	3	13:1:3	ءَايَٰتُ	ءَايَة	ء ي ي	N					STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|NOM
w-s013-a001-w004	13:1	13:1	4	13:1:4	ٱلْكِتَٰبِ	كِتَٰب	ك ت ب	N					PREFIX|Al+ | STEM|POS:N|LEM:kita`b|ROOT:ktb|M|GEN
w-s013-a001-w005	13:1	13:1	5	13:1:5	وَٱلَّذِىٓ	ٱلَّذِى		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:{l~a*iY|MS
w-s013-a001-w006	13:1	13:1	6	13:1:6	أُنزِلَ	أَنزَلَ	ن ز ل	V	PERF		PASS	IV	STEM|POS:V|PERF|PASS|(IV)|LEM:>anzala|ROOT:nzl|3MS
w-s013-a001-w007	13:1	13:1	7	13:1:7	إِلَيْكَ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY` | SUFFIX|PRON:2MS
w-s013-a001-w008	13:1	13:1	8	13:1:8	مِن	مِن		P					STEM|POS:P|LEM:min
w-s013-a001-w009	13:1	13:1	9	13:1:9	رَّبِّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN | SUFFIX|PRON:2MS
w-s013-a001-w010	13:1	13:1	10	13:1:10	ٱلْحَقُّ	حَقّ	ح ق ق	N					PREFIX|Al+ | STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|NOM
w-s013-a001-w011	13:1	13:1	11	13:1:11	وَلَٰكِنَّ	لَٰكِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:la`kin~|SP:<in~
w-s013-a001-w012	13:1	13:1	12	13:1:12	أَكْثَرَ	أَكْثَر	ك ث ر	N					STEM|POS:N|LEM:>akovar|ROOT:kvr|MS|ACC
w-s013-a001-w013	13:1	13:1	13	13:1:13	ٱلنَّاسِ	نَّاس	ن و س	N					PREFIX|Al+ | STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN
w-s013-a001-w014	13:1	13:1	14	13:1:14	لَا	لَا		NEG					STEM|POS:NEG|LEM:laA
w-s013-a001-w015	13:1	13:1	15	13:1:15	يُؤْمِنُونَ	ءَامَنَ	ء م ن	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MP | SUFFIX|PRON:3MP
w-s013-a002-w001	13:2	13:2	1	13:2:1	ٱللَّهُ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
w-s013-a002-w002	13:2	13:2	2	13:2:2	ٱلَّذِى	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MS
w-s013-a002-w003	13:2	13:2	3	13:2:3	رَفَعَ	رَفَعَ	ر ف ع	V	PERF				STEM|POS:V|PERF|LEM:rafaEa|ROOT:rfE|3MS
w-s013-a002-w004	13:2	13:2	4	13:2:4	ٱلسَّمَٰوَٰتِ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN
w-s013-a002-w005	13:2	13:2	5	13:2:5	بِغَيْرِ	غَيْر	غ ي ر	N					PREFIX|bi+ | STEM|POS:N|LEM:gayor|ROOT:gyr|M|GEN
w-s013-a002-w006	13:2	13:2	6	13:2:6	عَمَدٍ	عَمَد	ع م د	N					STEM|POS:N|LEM:Eamad|ROOT:Emd|M|INDEF|GEN
w-s013-a002-w007	13:2	13:2	7	13:2:7	تَرَوْنَهَا	رَءَا	ر ء ي	V	IMPF				STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MP | SUFFIX|PRON:2MP | SUFFIX|PRON:3FS
w-s013-a002-w008	13:2	13:2	8	13:2:8	ثُمَّ	ثُمّ		CONJ					STEM|POS:CONJ|LEM:vum~
w-s013-a002-w009	13:2	13:2	9	13:2:9	ٱسْتَوَىٰ	ٱسْتَوَىٰٓ	س و ي	V	PERF			VIII	STEM|POS:V|PERF|(VIII)|LEM:{sotawaY`^|ROOT:swy|3MS
w-s013-a002-w010	13:2	13:2	10	13:2:10	عَلَى	عَلَىٰ		P					STEM|POS:P|LEM:EalaY`
w-s013-a002-w011	13:2	13:2	11	13:2:11	ٱلْعَرْشِ	عَرْش	ع ر ش	N					PREFIX|Al+ | STEM|POS:N|LEM:Earo$|ROOT:Er$|M|GEN
w-s013-a002-w012	13:2	13:2	12	13:2:12	وَسَخَّرَ	سَخَّرَ	س خ ر	V	PERF			II	PREFIX|w:CONJ+ | STEM|POS:V|PERF|(II)|LEM:sax~ara|ROOT:sxr|3MS
w-s013-a002-w013	13:2	13:2	13	13:2:13	ٱلشَّمْسَ	شَمْس	ش م س	N					PREFIX|Al+ | STEM|POS:N|LEM:$amos|ROOT:$ms|F|ACC
w-s013-a002-w014	13:2	13:2	14	13:2:14	وَٱلْقَمَرَ	قَمَر	ق م ر	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:qamar|ROOT:qmr|M|ACC
w-s013-a002-w015	13:2	13:2	15	13:2:15	كُلٌّ	كُلّ	ك ل ل	N					STEM|POS:N|LEM:kul~|ROOT:kll|M|INDEF|NOM
w-s013-a002-w016	13:2	13:2	16	13:2:16	يَجْرِى	جَرَيْ	ج ر ي	V	IMPF				STEM|POS:V|IMPF|LEM:jarayo|ROOT:jry|3MS
w-s013-a002-w017	13:2	13:2	17	13:2:17	لِأَجَلٍ	أَجَل	ء ج ل	N					PREFIX|l:P+ | STEM|POS:N|LEM:>ajal|ROOT:Ajl|M|INDEF|GEN
w-s013-a002-w018	13:2	13:2	18	13:2:18	مُّسَمًّى	مُّسَمًّى	س م و	N			PASS	II	STEM|POS:N|PASS|PCPL|(II)|LEM:m~usam~FY|ROOT:smw|M|INDEF|GEN
w-s013-a002-w019	13:2	13:2	19	13:2:19	يُدَبِّرُ	يُدَبِّرُ	د ب ر	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:yudab~iru|ROOT:dbr|3MS
w-s013-a002-w020	13:2	13:2	20	13:2:20	ٱلْأَمْرَ	أَمْر	ء م ر	N					PREFIX|Al+ | STEM|POS:N|LEM:>amor|ROOT:Amr|M|ACC
w-s013-a002-w021	13:2	13:2	21	13:2:21	يُفَصِّلُ	فَصَّلَ	ف ص ل	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:faS~ala|ROOT:fSl|3MS
w-s013-a002-w022	13:2	13:2	22	13:2:22	ٱلْءَايَٰتِ	ءَايَة	ء ي ي	N					PREFIX|Al+ | STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN
w-s013-a002-w023	13:2	13:2	23	13:2:23	لَعَلَّكُم	لَعَلّ		ACC					STEM|POS:ACC|LEM:laEal~|SP:<in~ | SUFFIX|PRON:2MP
w-s013-a002-w024	13:2	13:2	24	13:2:24	بِلِقَآءِ	لِقَآء	ل ق ي	N				III	PREFIX|bi+ | STEM|POS:N|VN|(III)|LEM:liqaA^'|ROOT:lqy|M|GEN
w-s013-a002-w025	13:2	13:2	25	13:2:25	رَبِّكُمْ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN | SUFFIX|PRON:2MP
w-s013-a002-w026	13:2	13:2	26	13:2:26	تُوقِنُونَ	يُوقِنُ	ي ق ن	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:yuwqinu|ROOT:yqn|2MP | SUFFIX|PRON:2MP
w-s013-a003-w001	13:3	13:3	1	13:3:1	وَهُوَ			PRON					PREFIX|w:CONJ+ | STEM|POS:PRON|3MS
w-s013-a003-w002	13:3	13:3	2	13:3:2	ٱلَّذِى	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MS
w-s013-a003-w003	13:3	13:3	3	13:3:3	مَدَّ	مَدَّ	م د د	V	PERF				STEM|POS:V|PERF|LEM:mad~a|ROOT:mdd|3MS
w-s013-a003-w004	13:3	13:3	4	13:3:4	ٱلْأَرْضَ	أَرْض	ء ر ض	N					PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|ACC
w-s013-a003-w005	13:3	13:3	5	13:3:5	وَجَعَلَ	جَعَلَ	ج ع ل	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS
w-s013-a003-w006	13:3	13:3	6	13:3:6	فِيهَا	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3FS
w-s013-a003-w007	13:3	13:3	7	13:3:7	رَوَٰسِىَ	رَوَٰسِى	ر س و	N			ACT		STEM|POS:N|ACT|PCPL|LEM:rawa`siY|ROOT:rsw|FP|ACC
w-s013-a003-w008	13:3	13:3	8	13:3:8	وَأَنْهَٰرًا	نَهَر	ن ه ر	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:nahar|ROOT:nhr|MP|INDEF|ACC
w-s013-a003-w009	13:3	13:3	9	13:3:9	وَمِن	مِن		P					PREFIX|w:CONJ+ | STEM|POS:P|LEM:min
w-s013-a003-w010	13:3	13:3	10	13:3:10	كُلِّ	كُلّ	ك ل ل	N					STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN
w-s013-a003-w011	13:3	13:3	11	13:3:11	ٱلثَّمَرَٰتِ	ثَمَرَٰت	ث م ر	N					PREFIX|Al+ | STEM|POS:N|LEM:vamara`t|ROOT:vmr|FP|GEN
w-s013-a003-w012	13:3	13:3	12	13:3:12	جَعَلَ	جَعَلَ	ج ع ل	V	PERF				STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS
w-s013-a003-w013	13:3	13:3	13	13:3:13	فِيهَا	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3FS
w-s013-a003-w014	13:3	13:3	14	13:3:14	زَوْجَيْنِ	زَوْج	ز و ج	N					STEM|POS:N|LEM:zawoj|ROOT:zwj|MD|NOM
w-s013-a003-w015	13:3	13:3	15	13:3:15	ٱثْنَيْنِ	ٱثْنَيْن	ث ن ي	N					STEM|POS:N|LEM:{vonayon|ROOT:vny|MD|NOM
w-s013-a003-w016	13:3	13:3	16	13:3:16	يُغْشِى	أُغْشِيَتْ	غ ش و	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:>ugo$iyato|ROOT:g$w|3MS
w-s013-a003-w017	13:3	13:3	17	13:3:17	ٱلَّيْلَ	لَيْل	ل ي ل	N					PREFIX|Al+ | STEM|POS:N|LEM:layol|ROOT:lyl|M|ACC
w-s013-a003-w018	13:3	13:3	18	13:3:18	ٱلنَّهَارَ	نَهَار	ن ه ر	N					PREFIX|Al+ | STEM|POS:N|LEM:nahaAr|ROOT:nhr|M|ACC
w-s013-a003-w019	13:3	13:3	19	13:3:19	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s013-a003-w020	13:3	13:3	20	13:3:20	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s013-a003-w021	13:3	13:3	21	13:3:21	ذَٰلِكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|MS
w-s013-a003-w022	13:3	13:3	22	13:3:22	لَءَايَٰتٍ	ءَايَة	ء ي ي	N					PREFIX|l:EMPH+ | STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|INDEF|GEN
w-s013-a003-w023	13:3	13:3	23	13:3:23	لِّقَوْمٍ	قَوْم	ق و م	N					PREFIX|l:P+ | STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN
w-s013-a003-w024	13:3	13:3	24	13:3:24	يَتَفَكَّرُونَ	يَتَفَكَّرُ	ف ك ر	V	IMPF			V	STEM|POS:V|IMPF|(V)|LEM:yatafak~aru|ROOT:fkr|3MP | SUFFIX|PRON:3MP
w-s013-a004-w001	13:4	13:4	1	13:4:1	وَفِى	فِى		P					PREFIX|w:CONJ+ | STEM|POS:P|LEM:fiY
w-s013-a004-w002	13:4	13:4	2	13:4:2	ٱلْأَرْضِ	أَرْض	ء ر ض	N					PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
w-s013-a004-w003	13:4	13:4	3	13:4:3	قِطَعٌ	قِطَع	ق ط ع	N					STEM|POS:N|LEM:qiTaE|ROOT:qTE|MP|INDEF|NOM
w-s013-a004-w004	13:4	13:4	4	13:4:4	مُّتَجَٰوِرَٰتٌ	مُّتَجَٰوِرَٰت	ج و ر	N					STEM|POS:N|LEM:m~utaja`wira`t|ROOT:jwr|FP|INDEF|NOM
w-s013-a004-w005	13:4	13:4	5	13:4:5	وَجَنَّٰتٌ	جَنَّة	ج ن ن	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:jan~ap|ROOT:jnn|FP|INDEF|NOM
w-s013-a004-w006	13:4	13:4	6	13:4:6	مِّنْ	مِن		P					STEM|POS:P|LEM:min
w-s013-a004-w007	13:4	13:4	7	13:4:7	أَعْنَٰبٍ	عِنَب	ع ن ب	N					STEM|POS:N|LEM:Einab|ROOT:Enb|MP|INDEF|GEN
w-s013-a004-w008	13:4	13:4	8	13:4:8	وَزَرْعٌ	زَرْع	ز ر ع	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:zaroE|ROOT:zrE|M|INDEF|NOM
w-s013-a004-w009	13:4	13:4	9	13:4:9	وَنَخِيلٌ	نَّخِيل	ن خ ل	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:n~axiyl|ROOT:nxl|MP|INDEF|NOM
w-s013-a004-w010	13:4	13:4	10	13:4:10	صِنْوَانٌ	صِنْوَان	ص ن و	N					STEM|POS:N|LEM:SinowaAn|ROOT:Snw|MP|INDEF|NOM
w-s013-a004-w011	13:4	13:4	11	13:4:11	وَغَيْرُ	غَيْر	غ ي ر	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:gayor|ROOT:gyr|M|NOM
w-s013-a004-w012	13:4	13:4	12	13:4:12	صِنْوَانٍ	صِنْوَان	ص ن و	N					STEM|POS:N|LEM:SinowaAn|ROOT:Snw|MP|INDEF|GEN
w-s013-a004-w013	13:4	13:4	13	13:4:13	يُسْقَىٰ	سَقَىٰ	س ق ي	V	IMPF				STEM|POS:V|IMPF|LEM:saqaY`|ROOT:sqy|3MS
w-s013-a004-w014	13:4	13:4	14	13:4:14	بِمَآءٍ	مَآء	م و ه	N					PREFIX|bi+ | STEM|POS:N|LEM:maA^'|ROOT:mwh|M|INDEF|GEN
w-s013-a004-w015	13:4	13:4	15	13:4:15	وَٰحِدٍ	وَٰحِد	و ح د	ADJ					STEM|POS:ADJ|LEM:wa`Hid|ROOT:wHd|MS|INDEF|GEN
w-s013-a004-w016	13:4	13:4	16	13:4:16	وَنُفَضِّلُ	فَضَّلَ	ف ض ل	V	IMPF			II	PREFIX|w:CONJ+ | STEM|POS:V|IMPF|(II)|LEM:faD~ala|ROOT:fDl|1P
w-s013-a004-w017	13:4	13:4	17	13:4:17	بَعْضَهَا	بَعْض	ب ع ض	N					STEM|POS:N|LEM:baEoD|ROOT:bED|M|ACC | SUFFIX|PRON:3FS
w-s013-a004-w018	13:4	13:4	18	13:4:18	عَلَىٰ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY`
w-s013-a004-w019	13:4	13:4	19	13:4:19	بَعْضٍ	بَعْض	ب ع ض	N					STEM|POS:N|LEM:baEoD|ROOT:bED|M|INDEF|GEN
w-s013-a004-w020	13:4	13:4	20	13:4:20	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s013-a004-w021	13:4	13:4	21	13:4:21	ٱلْأُكُلِ	أُكُل	ء ك ل	N					PREFIX|Al+ | STEM|POS:N|LEM:>ukul|ROOT:Akl|M|GEN
w-s013-a004-w022	13:4	13:4	22	13:4:22	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s013-a004-w023	13:4	13:4	23	13:4:23	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s013-a004-w024	13:4	13:4	24	13:4:24	ذَٰلِكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|MS
w-s013-a004-w025	13:4	13:4	25	13:4:25	لَءَايَٰتٍ	ءَايَة	ء ي ي	N					PREFIX|l:EMPH+ | STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|INDEF|GEN
w-s013-a004-w026	13:4	13:4	26	13:4:26	لِّقَوْمٍ	قَوْم	ق و م	N					PREFIX|l:P+ | STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN
w-s013-a004-w027	13:4	13:4	27	13:4:27	يَعْقِلُونَ	عَقَلُ	ع ق ل	V	IMPF				STEM|POS:V|IMPF|LEM:Eaqalu|ROOT:Eql|3MP | SUFFIX|PRON:3MP
w-s013-a005-w001	13:5	13:5	1	13:5:1	وَإِن	إِن		COND					PREFIX|w:CONJ+ | STEM|POS:COND|LEM:<in
w-s013-a005-w002	13:5	13:5	2	13:5:2	تَعْجَبْ	عَجِبُ	ع ج ب	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:Eajibu|ROOT:Ejb|2MS|MOOD:JUS
w-s013-a005-w003	13:5	13:5	3	13:5:3	فَعَجَبٌ	عَجَب	ع ج ب	N					PREFIX|f:REM+ | STEM|POS:N|LEM:Eajab|ROOT:Ejb|MS|INDEF|NOM
w-s013-a005-w004	13:5	13:5	4	13:5:4	قَوْلُهُمْ	قَوْل	ق و ل	N					STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|NOM | SUFFIX|PRON:3MP
w-s013-a005-w005	13:5	13:5	5	13:5:5	أَءِذَا	إِذَا		T					PREFIX|A:INTG+ | STEM|POS:T|LEM:<i*aA
w-s013-a005-w006	13:5	13:5	6	13:5:6	كُنَّا	كَانَ	ك و ن	V	PERF				STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|1P | SUFFIX|PRON:1P
