word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s061-a000-w001	61:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s061-a000-w002	61:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s061-a000-w003	61:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s061-a000-w004	61:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s061-a001-w001	61:1	61:1	1	61:1:1	سَبَّحَ	سَبَّحَ	س ب ح	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:sab~aHa|ROOT:sbH|3MS
w-s061-a001-w002	61:1	61:1	2	61:1:2	لِلَّهِ	ٱللَّه	ء ل ه	PN					PREFIX|l:P+ | STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s061-a001-w003	61:1	61:1	3	61:1:3	مَا	مَا		REL					STEM|POS:REL|LEM:maA
w-s061-a001-w004	61:1	61:1	4	61:1:4	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s061-a001-w005	61:1	61:1	5	61:1:5	ٱلسَّمَٰوَٰتِ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN
w-s061-a001-w006	61:1	61:1	6	61:1:6	وَمَا	مَا		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:maA
w-s061-a001-w007	61:1	61:1	7	61:1:7	فِى	فِى		P					STEM|POS:P|LEM:fiY
