attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	61:0	1:1	1	w-s061-a000-w001	1:1:1	m-w-s061-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	61:0	1:1	2	w-s061-a000-w001	1:1:1	m-w-s061-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	61:0	1:1	3	w-s061-a000-w002	1:1:2	m-w-s061-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	61:0	1:1	4	w-s061-a000-w003	1:1:3	m-w-s061-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	61:0	1:1	5	w-s061-a000-w003	1:1:3	m-w-s061-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:61:1:1	61:1	61:1	1	w-s061-a001-w001	61:1:1	m-w-s061-a001-w001-01	سَبَّحَ	س ب ح	لـ	position_crosswalk	morpheme_aligned
q:61:1:2	61:1	61:1	2	w-s061-a001-w002	61:1:2	m-w-s061-a001-w002-01			لـ	position_crosswalk	morpheme_aligned
q:61:1:3	61:1	61:1	3	w-s061-a001-w002	61:1:2	m-w-s061-a001-w002-02	لِلَّهِ	أ ل ه	لـ	position_crosswalk	morpheme_aligned
q:61:1:4	61:1	61:1	4	w-s061-a001-w003	61:1:3	m-w-s061-a001-w003-01	مَا		فِي	position_crosswalk	morpheme_aligned
q:61:1:5	61:1	61:1	5	w-s061-a001-w004	61:1:4	m-w-s061-a001-w004-01			فِي	position_crosswalk	morpheme_aligned
q:61:1:6	61:1	61:1	6	w-s061-a001-w005	61:1:5	m-w-s061-a001-w005-02	السَّمَاوَاتِ	س م و	فِي	position_crosswalk	morpheme_aligned
q:61:1:8	61:1	61:1	8	w-s061-a001-w006	61:1:6	m-w-s061-a001-w006-02	وَمَا		فِي	position_crosswalk	morpheme_aligned
q:61:1:9	61:1	61:1	9	w-s061-a001-w007	61:1:7	m-w-s061-a001-w007-01			فِي	position_crosswalk	morpheme_aligned
q:61:1:10	61:1	61:1	10	w-s061-a001-w008	61:1:8	m-w-s061-a001-w008-02	الْأَرْضِ	أ ر ض	فِي	position_crosswalk	morpheme_aligned
q:61:1:12	61:1	61:1	12	w-s061-a001-w009	61:1:9	m-w-s061-a001-w009-02	وَهُوَ			position_crosswalk	morpheme_aligned
q:61:1:13	61:1	61:1	13	w-s061-a001-w010	61:1:10	m-w-s061-a001-w010-02	الْعَزِيزُ	ع ز ز		position_crosswalk	morpheme_aligned
q:61:1:14	61:1	61:1	14	w-s061-a001-w011	61:1:11	m-w-s061-a001-w011-02	الْحَكِيمُ	ح ك م		position_crosswalk	morpheme_aligned
q:61:2:1	61:2	61:2	1	w-s061-a002-w001	61:2:1	m-w-s061-a002-w001-02	يَاأَيُّهَا			position_crosswalk	morpheme_aligned
q:61:2:2	61:2	61:2	2	w-s061-a002-w001	61:2:1	m-w-s061-a002-w001-02	يَاأَيُّهَا	أ ي ي		position_crosswalk	morpheme_aligned
q:61:2:3	61:2	61:2	3	w-s061-a002-w002	61:2:2	m-w-s061-a002-w002-01	الَّذِينَ	ل ل ذ		position_crosswalk	morpheme_aligned
q:61:2:4	61:2	61:2	4	w-s061-a002-w003	61:2:3	m-w-s061-a002-w003-01	آمَنُوا	أ م ن		position_crosswalk	morpheme_aligned
q:61:2:6	61:2	61:2	6	w-s061-a002-w005	61:2:5	m-w-s061-a002-w005-01	تَقُولُونَ	ق و ل		surface_root_sequence_fallback	morpheme_aligned
q:61:2:7	61:2	61:2	7	w-s061-a002-w006	61:2:6	m-w-s061-a002-w006-01	مَا			surface_root_sequence_fallback	morpheme_aligned
q:61:2:9	61:2	61:2	9	w-s061-a002-w008	61:2:8	m-w-s061-a002-w008-01	تَفْعَلُونَ	ف ع ل		surface_root_sequence_fallback	morpheme_aligned
q:61:3:1	61:3	61:3	1	w-s061-a003-w001	61:3:1	m-w-s061-a003-w001-01	كَبُرَ	ك ب ر		position_crosswalk	morpheme_aligned
q:61:3:2	61:3	61:3	2	w-s061-a003-w002	61:3:2	m-w-s061-a003-w002-01	مَقْتَاً	م ق ت		position_crosswalk	morpheme_aligned
q:61:3:3	61:3	61:3	3	w-s061-a003-w003	61:3:3	m-w-s061-a003-w003-01	عِنْدَ	ع ن د		position_crosswalk	morpheme_aligned
q:61:3:4	61:3	61:3	4	w-s061-a003-w004	61:3:4	m-w-s061-a003-w004-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:61:3:5	61:3	61:3	5	w-s061-a003-w005	61:3:5	m-w-s061-a003-w005-01	أَنْ			position_crosswalk	morpheme_aligned
q:61:3:6	61:3	61:3	6	w-s061-a003-w006	61:3:6	m-w-s061-a003-w006-01	تَقُولُوا	ق و ل		position_crosswalk	morpheme_aligned
q:61:3:7	61:3	61:3	7	w-s061-a003-w007	61:3:7	m-w-s061-a003-w007-01	مَا			position_crosswalk	morpheme_aligned
q:61:3:9	61:3	61:3	9	w-s061-a003-w009	61:3:9	m-w-s061-a003-w009-01	تَفْعَلُونَ	ف ع ل		position_crosswalk	morpheme_aligned
q:61:4:1	61:4	61:4	1	w-s061-a004-w001	61:4:1	m-w-s061-a004-w001-01	إِنَّ			position_crosswalk	morpheme_aligned
q:61:4:2	61:4	61:4	2	w-s061-a004-w002	61:4:2	m-w-s061-a004-w002-01	اللَّهَ	أ ل ه		position_crosswalk	morpheme_aligned
