cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-42_0-00001	42:0	w-s042-a000-w002	w-s042-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-42_0-00002	42:0	w-s042-a000-w002	w-s042-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-42_0-00003	42:0	w-s042-a000-w002	w-s042-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-42_0-00004	42:0	w-s042-a000-w003	w-s042-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-42_0-00005	42:0	w-s042-a000-w004	w-s042-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-42_3-00006	42:3	w-s042-a003-w008	w-s042-a003-w010	ء ل ه	ح ك م	2	2	2	1	127	252	intra_ayah:42:3:root:1
co-42_3-00007	42:3	w-s042-a003-w007	w-s042-a003-w002	ق ب ل	و ح ي	5	1	1	1	11	12	intra_ayah:42:3:root:10
co-42_3-00008	42:3	w-s042-a003-w008	w-s042-a003-w009	ء ل ه	ع ز ز	1	1	1	1	69	117	intra_ayah:42:3:root:2
co-42_3-00009	42:3	w-s042-a003-w008	w-s042-a003-w007	ء ل ه	ق ب ل	1	1	1	1	98	148	intra_ayah:42:3:root:3
co-42_3-00010	42:3	w-s042-a003-w008	w-s042-a003-w002	ء ل ه	و ح ي	6	2	2	1	21	35	intra_ayah:42:3:root:4
co-42_3-00011	42:3	w-s042-a003-w010	w-s042-a003-w009	ح ك م	ع ز ز	1	1	1	1	49	50	intra_ayah:42:3:root:5
co-42_3-00012	42:3	w-s042-a003-w010	w-s042-a003-w007	ح ك م	ق ب ل	3	3	3	1	12	14	intra_ayah:42:3:root:6
co-42_3-00013	42:3	w-s042-a003-w010	w-s042-a003-w002	ح ك م	و ح ي	8	4	4	1	4	6	intra_ayah:42:3:root:7
co-42_3-00014	42:3	w-s042-a003-w009	w-s042-a003-w007	ع ز ز	ق ب ل	2	2	2	1	2	2	intra_ayah:42:3:root:8
co-42_3-00015	42:3	w-s042-a003-w009	w-s042-a003-w002	ع ز ز	و ح ي	7	3	3	1	2	2	intra_ayah:42:3:root:9
co-42_4-00016	42:4	w-s042-a004-w007	w-s042-a004-w004	ء ر ض	س م و	3	1	1	1	224	263	intra_ayah:42:4:root:1
co-42_4-00017	42:4	w-s042-a004-w007	w-s042-a004-w010	ء ر ض	ع ظ م	3	2	2	1	6	8	intra_ayah:42:4:root:2
co-42_4-00018	42:4	w-s042-a004-w007	w-s042-a004-w009	ء ر ض	ع ل و	2	1	1	1	11	13	intra_ayah:42:4:root:3
co-42_4-00019	42:4	w-s042-a004-w004	w-s042-a004-w010	س م و	ع ظ م	6	3	3	1	9	10	intra_ayah:42:4:root:4
co-42_4-00020	42:4	w-s042-a004-w004	w-s042-a004-w009	س م و	ع ل و	5	2	2	1	8	9	intra_ayah:42:4:root:5
co-42_4-00021	42:4	w-s042-a004-w010	w-s042-a004-w009	ع ظ م	ع ل و	1	1	1	1	2	2	intra_ayah:42:4:root:6
co-42_5-00022	42:5	w-s042-a005-w013	w-s042-a005-w016	ء ر ض	ء ل ه	3	1	1	1	215	380	intra_ayah:42:5:root:1
co-42_5-00023	42:5	w-s042-a005-w013	w-s042-a005-w001	ء ر ض	ك و د	12	9	9	1	5	5	intra_ayah:42:5:root:10
co-42_5-00024	42:5	w-s042-a005-w013	w-s042-a005-w006	ء ر ض	م ل ك	7	5	5	1	39	45	intra_ayah:42:5:root:11
co-42_5-00025	42:5	w-s042-a005-w016	w-s042-a005-w008	ء ل ه	ح م د	8	4	4	1	42	63	intra_ayah:42:5:root:12
co-42_5-00026	42:5	w-s042-a005-w016	w-s042-a005-w009	ء ل ه	ر ب ب	7	3	3	1	204	368	intra_ayah:42:5:root:13
co-42_5-00027	42:5	w-s042-a005-w016	w-s042-a005-w019	ء ل ه	ر ح م	3	2	2	1	130	254	intra_ayah:42:5:root:14
co-42_5-00028	42:5	w-s042-a005-w016	w-s042-a005-w007	ء ل ه	س ب ح	9	5	5	1	38	65	intra_ayah:42:5:root:15
co-42_5-00029	42:5	w-s042-a005-w016	w-s042-a005-w002	ء ل ه	س م و	14	9	9	1	185	319	intra_ayah:42:5:root:16
co-42_5-00030	42:5	w-s042-a005-w016	w-s042-a005-w010	ء ل ه	غ ف ر	6	1	2	2	120	282	intra_ayah:42:5:root:17
co-42_5-00031	42:5	w-s042-a005-w016	w-s042-a005-w018	ء ل ه	غ ف ر	2	1	2	2	120	282	intra_ayah:42:5:root:17
co-42_5-00032	42:5	w-s042-a005-w016	w-s042-a005-w003	ء ل ه	ف ط ر	13	8	8	1	6	10	intra_ayah:42:5:root:18
co-42_5-00033	42:5	w-s042-a005-w016	w-s042-a005-w005	ء ل ه	ف و ق	11	7	7	1	14	22	intra_ayah:42:5:root:19
co-42_5-00034	42:5	w-s042-a005-w013	w-s042-a005-w008	ء ر ض	ح م د	5	3	3	1	17	19	intra_ayah:42:5:root:2
co-42_5-00035	42:5	w-s042-a005-w016	w-s042-a005-w001	ء ل ه	ك و د	15	10	10	1	11	16	intra_ayah:42:5:root:20
co-42_5-00036	42:5	w-s042-a005-w016	w-s042-a005-w006	ء ل ه	م ل ك	10	6	6	1	101	189	intra_ayah:42:5:root:21
co-42_5-00037	42:5	w-s042-a005-w008	w-s042-a005-w009	ح م د	ر ب ب	1	1	1	1	25	32	intra_ayah:42:5:root:22
co-42_5-00038	42:5	w-s042-a005-w008	w-s042-a005-w019	ح م د	ر ح م	11	6	6	1	4	4	intra_ayah:42:5:root:23
co-42_5-00039	42:5	w-s042-a005-w008	w-s042-a005-w007	ح م د	س ب ح	1	1	1	1	16	20	intra_ayah:42:5:root:24
co-42_5-00040	42:5	w-s042-a005-w008	w-s042-a005-w002	ح م د	س م و	6	5	5	1	13	15	intra_ayah:42:5:root:25
co-42_5-00041	42:5	w-s042-a005-w008	w-s042-a005-w010	ح م د	غ ف ر	2	2	5	2	6	8	intra_ayah:42:5:root:26
co-42_5-00042	42:5	w-s042-a005-w008	w-s042-a005-w018	ح م د	غ ف ر	10	2	5	2	6	8	intra_ayah:42:5:root:26
co-42_5-00043	42:5	w-s042-a005-w008	w-s042-a005-w003	ح م د	ف ط ر	5	4	4	1	2	2	intra_ayah:42:5:root:27
co-42_5-00044	42:5	w-s042-a005-w008	w-s042-a005-w005	ح م د	ف و ق	3	3	3	1	1	1	intra_ayah:42:5:root:28
co-42_5-00045	42:5	w-s042-a005-w008	w-s042-a005-w001	ح م د	ك و د	7	6	6	1	1	1	intra_ayah:42:5:root:29
co-42_5-00046	42:5	w-s042-a005-w013	w-s042-a005-w009	ء ر ض	ر ب ب	4	2	2	1	58	68	intra_ayah:42:5:root:3
co-42_5-00047	42:5	w-s042-a005-w008	w-s042-a005-w006	ح م د	م ل ك	2	2	2	1	8	9	intra_ayah:42:5:root:30
co-42_5-00048	42:5	w-s042-a005-w009	w-s042-a005-w019	ر ب ب	ر ح م	10	5	5	1	91	121	intra_ayah:42:5:root:31
co-42_5-00049	42:5	w-s042-a005-w009	w-s042-a005-w007	ر ب ب	س ب ح	2	2	2	1	31	41	intra_ayah:42:5:root:32
co-42_5-00050	42:5	w-s042-a005-w009	w-s042-a005-w002	ر ب ب	س م و	7	6	6	1	61	77	intra_ayah:42:5:root:33
co-42_5-00051	42:5	w-s042-a005-w009	w-s042-a005-w010	ر ب ب	غ ف ر	1	1	4	2	62	87	intra_ayah:42:5:root:34
co-42_5-00052	42:5	w-s042-a005-w009	w-s042-a005-w018	ر ب ب	غ ف ر	9	1	4	2	62	87	intra_ayah:42:5:root:34
co-42_5-00053	42:5	w-s042-a005-w009	w-s042-a005-w003	ر ب ب	ف ط ر	6	5	5	1	3	4	intra_ayah:42:5:root:35
co-42_5-00054	42:5	w-s042-a005-w009	w-s042-a005-w005	ر ب ب	ف و ق	4	4	4	1	11	14	intra_ayah:42:5:root:36
co-42_5-00055	42:5	w-s042-a005-w009	w-s042-a005-w001	ر ب ب	ك و د	8	7	7	1	2	2	intra_ayah:42:5:root:37
co-42_5-00056	42:5	w-s042-a005-w009	w-s042-a005-w006	ر ب ب	م ل ك	3	3	3	1	39	47	intra_ayah:42:5:root:38
co-42_5-00057	42:5	w-s042-a005-w019	w-s042-a005-w007	ر ح م	س ب ح	12	7	7	1	3	3	intra_ayah:42:5:root:39
co-42_5-00058	42:5	w-s042-a005-w013	w-s042-a005-w019	ء ر ض	ر ح م	6	3	3	1	22	24	intra_ayah:42:5:root:4
co-42_5-00059	42:5	w-s042-a005-w019	w-s042-a005-w002	ر ح م	س م و	17	11	11	1	18	21	intra_ayah:42:5:root:40
co-42_5-00060	42:5	w-s042-a005-w019	w-s042-a005-w010	ر ح م	غ ف ر	9	1	4	2	91	129	intra_ayah:42:5:root:41
