attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	42:0	1:1	1	w-s042-a000-w001	1:1:1	m-w-s042-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	42:0	1:1	2	w-s042-a000-w001	1:1:1	m-w-s042-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	42:0	1:1	3	w-s042-a000-w002	1:1:2	m-w-s042-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	42:0	1:1	4	w-s042-a000-w003	1:1:3	m-w-s042-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	42:0	1:1	5	w-s042-a000-w003	1:1:3	m-w-s042-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:42:3:1	42:3	42:3	1	w-s042-a003-w001	42:3:1	m-w-s042-a003-w001-01			كـ	position_crosswalk	morpheme_aligned
q:42:3:2	42:3	42:3	2	w-s042-a003-w001	42:3:1	m-w-s042-a003-w001-02	كَذَلِكَ		كـ	position_crosswalk	morpheme_aligned
q:42:3:3	42:3	42:3	3	w-s042-a003-w002	42:3:2	m-w-s042-a003-w002-01	يُوحِي	و ح ي	كـ;إِلَى	position_crosswalk	morpheme_aligned
q:42:3:4	42:3	42:3	4	w-s042-a003-w003	42:3:3	m-w-s042-a003-w003-02;m-w-s042-a003-w003-01	إِلَيْكَ	إ ل ى	إِلَى	position_crosswalk	morpheme_aligned
q:42:3:6	42:3	42:3	6	w-s042-a003-w003	42:3:3	m-w-s042-a003-w003-01			إِلَى	surface_root_sequence_fallback	morpheme_aligned
q:42:3:7	42:3	42:3	7	w-s042-a003-w005	42:3:5	m-w-s042-a003-w005-01	الَّذِينَ	ل ل ذ	إِلَى;مِن	position_crosswalk	morpheme_aligned
q:42:3:8	42:3	42:3	8	w-s042-a003-w006	42:3:6	m-w-s042-a003-w006-01			مِن	position_crosswalk	morpheme_aligned
q:42:3:9	42:3	42:3	9	w-s042-a003-w007	42:3:7	m-w-s042-a003-w007-01	قَبْلِكَ	ق ب ل	مِن	position_crosswalk	morpheme_aligned
q:42:3:10	42:3	42:3	10	w-s042-a003-w008	42:3:8	m-w-s042-a003-w008-01	اللَّهُ	أ ل ه		position_crosswalk	morpheme_aligned
q:42:3:11	42:3	42:3	11	w-s042-a003-w009	42:3:9	m-w-s042-a003-w009-02	الْعَزِيزُ	ع ز ز		position_crosswalk	morpheme_aligned
q:42:3:12	42:3	42:3	12	w-s042-a003-w010	42:3:10	m-w-s042-a003-w010-02	الْحَكِيمُ	ح ك م		position_crosswalk	morpheme_aligned
q:42:4:1	42:4	42:4	1	w-s042-a004-w001	42:4:1	m-w-s042-a004-w001-02;m-w-s042-a004-w001-01	لَهُ	و ل ي	لـ	position_crosswalk	morpheme_aligned
