word_id	morpheme_ids	root_id	binding_status
w-s023-a000-w001	m-w-s023-a000-w001-02	root_000745	resolved_source_exact
w-s023-a000-w002	m-w-s023-a000-w002-01	root_000047	resolved_normalized_exact
w-s023-a000-w003	m-w-s023-a000-w003-02	root_000552	resolved_source_exact
w-s023-a000-w004	m-w-s023-a000-w004-02	root_000552	resolved_source_exact
w-s023-a001-w002	m-w-s023-a001-w002-01	root_001175	resolved_source_exact
w-s023-a001-w003	m-w-s023-a001-w003-02	root_000054	resolved_normalized_exact
w-s023-a002-w004	m-w-s023-a002-w004-01	root_000879	resolved_source_exact
w-s023-a002-w005	m-w-s023-a002-w005-01	root_000412	resolved_source_exact
w-s023-a003-w004	m-w-s023-a003-w004-02	root_001361	resolved_source_exact
w-s023-a003-w005	m-w-s023-a003-w005-01	root_001001	resolved_source_exact
w-s023-a004-w003	m-w-s023-a004-w003-03	root_000637	resolved_source_exact
w-s023-a004-w004	m-w-s023-a004-w004-01	root_001167	resolved_source_exact
w-s023-a005-w003	m-w-s023-a005-w003-02	root_001139	resolved_source_exact
w-s023-a005-w004	m-w-s023-a005-w004-01	root_000342	resolved_source_exact
w-s023-a006-w003	m-w-s023-a006-w003-01	root_000652	resolved_source_exact
w-s023-a006-w006	m-w-s023-a006-w006-01	root_001444	resolved_source_exact
w-s023-a006-w007	m-w-s023-a006-w007-01	root_001698	resolved_source_exact
w-s023-a006-w009	m-w-s023-a006-w009-01	root_001119	resolved_source_exact
w-s023-a006-w010	m-w-s023-a006-w010-01	root_001386	resolved_source_exact
w-s023-a007-w002	m-w-s023-a007-w002-01	root_000138	resolved_source_exact
w-s023-a007-w003	m-w-s023-a007-w003-01	root_001642	resolved_source_exact
w-s023-a007-w007	m-w-s023-a007-w007-02	root_000993	resolved_source_exact
w-s023-a008-w003	m-w-s023-a008-w003-02	root_000054	resolved_normalized_exact
w-s023-a008-w004	m-w-s023-a008-w004-02	root_001055	resolved_source_exact
w-s023-a008-w005	m-w-s023-a008-w005-01	root_000574	resolved_source_exact
w-s023-a009-w004	m-w-s023-a009-w004-01	root_000879	resolved_source_exact
w-s023-a009-w005	m-w-s023-a009-w005-01	root_000342	resolved_source_exact
w-s023-a010-w003	m-w-s023-a010-w003-02	root_001639	resolved_source_exact
w-s023-a011-w002	m-w-s023-a011-w002-01	root_001639	resolved_source_exact
w-s023-a011-w006	m-w-s023-a011-w006-01	root_000429	resolved_source_exact
w-s023-a012-w002	m-w-s023-a012-w002-01	root_000434	resolved_source_exact
w-s023-a012-w003	m-w-s023-a012-w003-02	root_000059	resolved_normalized_exact
w-s023-a012-w005	m-w-s023-a012-w005-01	root_000736	resolved_source_exact
w-s023-a012-w007	m-w-s023-a012-w007-01	root_000963	resolved_source_exact
w-s023-a013-w002	m-w-s023-a013-w002-01	root_000248	resolved_source_exact
w-s023-a013-w003	m-w-s023-a013-w003-01	root_001518	resolved_source_exact
w-s023-a013-w005	m-w-s023-a013-w005-01	root_001215	resolved_source_exact
w-s023-a013-w006	m-w-s023-a013-w006-01	root_001439	resolved_source_exact
w-s023-a014-w002	m-w-s023-a014-w002-01	root_000434	resolved_source_exact
w-s023-a014-w003	m-w-s023-a014-w003-02	root_001518	resolved_source_exact
w-s023-a014-w004	m-w-s023-a014-w004-01	root_001039	resolved_source_exact
w-s023-a014-w005	m-w-s023-a014-w005-02	root_000434	resolved_source_exact
w-s023-a014-w006	m-w-s023-a014-w006-02	root_001039	resolved_source_exact
w-s023-a014-w007	m-w-s023-a014-w007-01	root_001429	resolved_source_exact
w-s023-a014-w008	m-w-s023-a014-w008-02	root_000434	resolved_source_exact
w-s023-a014-w009	m-w-s023-a014-w009-02	root_001429	resolved_source_exact
w-s023-a014-w010	m-w-s023-a014-w010-01	root_001029	resolved_source_exact
w-s023-a014-w011	m-w-s023-a014-w011-02	root_001300	resolved_source_exact
w-s023-a014-w012	m-w-s023-a014-w012-02	root_001029	resolved_source_exact
