candidate_id	family_id	representative_candidate_id	membership
C499	F001	C499	representative
C529	F001	C499	variant
C065	F002	C204	variant
C072	F002	C204	variant
C204	F002	C204	representative
C261	F002	C204	variant
C003	F003	C050	variant
C010	F003	C050	variant
C050	F003	C050	representative
C088	F003	C050	member
C116	F003	C050	variant
C367	F003	C050	variant
C039	F004	C123	variant
C073	F004	C123	variant
C092	F004	C123	variant
C123	F004	C123	representative
C207	F004	C123	variant
C272	F004	C123	variant
C368	F004	C123	variant
C460	F004	C123	variant
C480	F004	C123	variant
C507	F004	C123	variant
C222	F005	C497	variant
C406	F005	C497	variant
C469	F005	C497	variant
C497	F005	C497	representative
C590	F005	C497	variant
C087	F006	C087	representative
C096	F006	C087	variant
C134	F006	C087	variant
C281	F006	C087	variant
C332	F006	C087	variant
C391	F006	C087	variant
C465	F006	C087	variant
C579	F006	C087	variant
C001	F007	C001	representative
C002	F007	C001	variant
C005	F007	C001	variant
C006	F007	C001	variant
C011	F007	C001	variant
C016	F007	C001	variant
C024	F007	C001	variant
C029	F007	C001	variant
C046	F007	C001	variant
C251	F007	C001	variant
C264	F008	C369	variant
C312	F008	C369	variant
C369	F008	C369	representative
C108	F009	C108	representative
C341	F009	C108	variant
C410	F009	C108	variant
C475	F009	C108	variant
C267	F010	C267	representative
C461	F010	C267	variant
C544	F010	C267	variant
C004	F011	C004	representative
C009	F011	C004	variant
C054	F011	C004	variant
C100	F011	C004	variant
C103	F011	C004	variant
C122	F011	C004	variant
C130	F011	C004	variant
C175	F011	C004	variant
C241	F011	C004	variant
C349	F011	C004	variant
C486	F011	C004	variant
C128	F012	C128	representative
C148	F012	C128	variant
C165	F012	C128	variant
C238	F012	C128	variant
C243	F012	C128	variant
C286	F012	C128	variant
C331	F012	C128	variant
C354	F012	C128	variant
C396	F012	C128	variant
C498	F012	C128	variant
C530	F012	C128	variant
C538	F012	C128	variant
C188	F013	C188	representative
C253	F013	C188	variant
C288	F014	C547	variant
C419	F014	C547	variant
C459	F014	C547	variant
C501	F014	C547	variant
C547	F014	C547	representative
C194	F015	C194	representative
C575	F015	C194	variant
C074	F016	C154	variant
C154	F016	C154	representative
C174	F016	C154	variant
C285	F016	C154	variant
C032	F017	C038	variant
C038	F017	C038	representative
C081	F017	C038	variant
C131	F017	C038	variant
C181	F017	C038	variant
C199	F017	C038	variant
C234	F017	C038	variant
C257	F017	C038	variant
C382	F017	C038	variant
C120	F018	C224	variant
C143	F018	C224	variant
C167	F018	C224	variant
C172	F018	C224	variant
C224	F018	C224	representative
C258	F018	C224	variant
C335	F018	C224	variant
C351	F018	C224	variant
C493	F018	C224	variant
C564	F018	C224	variant
C018	F019	C057	variant
C043	F019	C057	variant
C057	F019	C057	representative
C083	F019	C057	variant
C095	F019	C057	variant
C646	F019	C057	variant
C008	F020	C030	variant
C030	F020	C030	representative
C051	F020	C030	variant
C063	F020	C030	variant
C075	F020	C030	variant
C139	F020	C030	variant
C145	F020	C030	variant
C156	F020	C030	variant
C195	F020	C030	variant
C232	F020	C030	variant
C269	F020	C030	variant
C326	F020	C030	variant
C345	F020	C030	variant
C371	F020	C030	variant
C415	F020	C030	variant
C444	F020	C030	variant
C448	F020	C030	variant
C481	F020	C030	variant
C487	F020	C030	variant
C614	F020	C030	variant
C379	F021	C379	representative
C454	F021	C379	variant
C211	F022	C211	representative
C328	F022	C211	variant
C044	F023	C044	representative
C299	F023	C044	variant
C364	F023	C044	variant
C421	F023	C044	variant
C545	F023	C044	variant
C023	F024	C028	variant
C028	F024	C028	representative
C189	F024	C028	variant
C213	F024	C028	variant
C250	F024	C028	variant
C432	F025	C432	representative
C509	F025	C432	variant
C380	F026	C443	variant
C431	F026	C443	variant
C443	F026	C443	representative
C569	F027	C601	variant
C601	F027	C601	representative
C639	F027	C601	variant
C037	F028	C124	variant
C042	F028	C124	variant
C124	F028	C124	representative
C198	F028	C124	variant
C322	F028	C124	variant
C076	F029	C076	representative
C577	F029	C076	variant
C098	F030	C263	variant
C263	F030	C263	representative
C309	F030	C263	variant
C327	F030	C263	variant
C458	F030	C263	variant
C362	F031	C362	representative
C520	F031	C362	variant
C615	F031	C362	variant
C407	F032	C635	variant
C617	F032	C635	variant
C635	F032	C635	representative
C651	F032	C635	member
C653	F032	C635	variant
C192	F033	C316	variant
C209	F033	C316	variant
C231	F033	C316	variant
C316	F033	C316	representative
C357	F033	C316	variant
C439	F033	C316	variant
C464	F033	C316	variant
C583	F033	C316	variant
C671	F033	C316	variant
C121	F034	C125	variant
C125	F034	C125	representative
C249	F034	C125	variant
C313	F034	C125	variant
C323	F034	C125	variant
C390	F034	C125	variant
C473	F034	C125	variant
C489	F034	C125	variant
C553	F034	C125	variant
C629	F034	C125	variant
C085	F035	C223	variant
C178	F035	C223	variant
C223	F035	C223	representative
C240	F035	C223	variant
C403	F035	C223	variant
C414	F035	C223	variant
C427	F035	C223	variant
C522	F035	C223	variant
C548	F035	C223	variant
C624	F035	C223	variant
C126	F036	C126	representative
C248	F036	C126	variant
C306	F036	C126	variant
C433	F036	C126	variant
C438	F036	C126	variant
C027	F037	C027	representative
C033	F037	C027	variant
C066	F037	C027	variant
C070	F037	C027	variant
C082	F037	C027	variant
C106	F037	C027	variant
C113	F037	C027	variant
C132	F037	C027	variant
