edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s105:001:pass1:attach:a1	q:105:1:1	q:105:1:2	particle_complement	head-to-dependent	high	أَلَمْ | تَرَ	morphology;case_government	أَلَمْ contains لَمْ, which governs تَرَ in the jussive.
ae:v3:s105:001:pass1:attach:a2	q:105:1:2	q:105:1:3	clausal_complement	head-to-dependent	high	تَرَ | كَيْفَ	local_syntax	تَرَ governs the indirect question beginning with كَيْفَ.
ae:v3:s105:001:pass1:attach:a3	q:105:1:4	q:105:1:3	adverbial	head-to-dependent	high	فَعَلَ | كَيْفَ	local_syntax;word_order	كَيْفَ asks the manner of فَعَلَ inside the embedded question.
ae:v3:s105:001:pass1:attach:a4	q:105:1:4	q:105:1:5	subject	head-to-dependent	high	فَعَلَ | رَبُّكَ	agreement;word_order	رَبُّكَ is nominative after فَعَلَ and supplies its explicit subject.
ae:v3:s105:001:pass1:attach:a5	q:105:1:5	q:105:1:5	idafa	head-to-dependent	high	رَبُّكَ	morphology;local_syntax	The suffix كَ in رَبُّكَ is the genitive possessor of رَبّ.
ae:v3:s105:001:pass1:attach:a6	q:105:1:4	q:105:1:7	prep_complement	head-to-dependent	high	فَعَلَ | بِأَصْحَابِ	case_government;local_syntax	أَصْحَٰبِ is governed by بِ as the complement of فَعَلَ.
ae:v3:s105:001:pass1:attach:a7	q:105:1:7	q:105:1:8	idafa	head-to-dependent	high	بِأَصْحَابِ | الْفِيلِ	case_government;local_syntax	ٱلْفِيلِ is the genitive complement in the iḍāfa أَصْحَٰبِ ٱلْفِيلِ.
ae:v3:s105:002:pass1:attach:a1	q:105:2:1	q:105:2:2	particle_complement	head-to-dependent	high	أَلَمْ | يَجْعَلْ	morphology;case_government	أَلَمْ contains لَمْ, which governs يَجْعَلْ in the jussive.
ae:v3:s105:002:pass1:attach:a2	q:105:2:2	q:105:2:3	direct_object	head-to-dependent	high	يَجْعَلْ | كَيْدَهُمْ	case_government;word_order	كَيْدَهُمْ is the accusative object of يَجْعَلْ.
ae:v3:s105:002:pass1:attach:a3	q:105:2:3	q:105:2:3	idafa	head-to-dependent	high	كَيْدَهُمْ	morphology;local_syntax	The suffix هُمْ in كَيْدَهُمْ is the genitive possessor of كَيْد.
ae:v3:s105:002:pass1:attach:a4	q:105:2:2	q:105:2:5	prep_complement	head-to-dependent	high	يَجْعَلْ | تَضْلِيلٍ	case_government;local_syntax	تَضْلِيلٍ is governed by فِى as the result-state complement of يَجْعَلْ.
ae:v3:s105:003:pass1:attach:a1	q:105:3:2	q:105:3:3	prep_complement	head-to-dependent	high	وَأَرْسَلَ	case_government;local_syntax	The suffix هُمْ in عَلَيْهِمْ is governed by عَلَى as the target complement of أَرْسَلَ.
ae:v3:s105:003:pass1:attach:a2	q:105:3:2	q:105:3:4	direct_object	head-to-dependent	high	وَأَرْسَلَ | طَيْرَاً	case_government;word_order	طَيْرًا is the accusative direct object of أَرْسَلَ.
ae:v3:s105:003:pass1:attach:a3	q:105:3:4	q:105:3:5	adjective	head-to-dependent	medium	طَيْرَاً | أَبَابِيلَ	case_government;local_syntax	أَبَابِيلَ can describe the accusative indefinite طَيْرًا as birds in flocks.
ae:v3:s105:003:pass1:attach:a4	q:105:3:4	q:105:3:5	circumstantial	head-to-dependent	medium	طَيْرَاً | أَبَابِيلَ	case_government;local_syntax	أَبَابِيلَ can also be read as a ḥāl describing طَيْرًا as they were sent.
ae:v3:s105:004:pass1:attach:a1	q:105:4:1	q:105:4:1	direct_object	head-to-dependent	high	تَرْمِيهِمْ	morphology;local_syntax	The suffix هِمْ in تَرْمِيهِم is the object pronoun of تَرْمِي.
ae:v3:s105:004:pass1:attach:a2	q:105:4:1	q:105:4:2	prep_complement	head-to-dependent	high	تَرْمِيهِمْ | بِحِجَارَةٍ	case_government;local_syntax	حِجَارَةٍ is governed by the prefixed بِ in بِحِجَارَةٍ as the instrument complement of تَرْمِي.
ae:v3:s105:004:pass1:attach:a3	q:105:4:2	q:105:4:4	prep_complement	head-to-dependent	high	بِحِجَارَةٍ | سِجِّيلٍ	case_government;local_syntax	سِجِّيلٍ is governed by مِن to specify the kind or source of حِجَارَةٍ.
ae:v3:s105:005:pass1:attach:a1	q:105:5:2	q:105:5:2	direct_object	head-to-dependent	high	فَجَعَلَهُمْ	morphology;local_syntax	The suffix هُمْ in جَعَلَهُمْ is the direct object of جَعَلَ.
ae:v3:s105:005:pass1:attach:a2	q:105:5:2	q:105:5:4	prep_complement	head-to-dependent	high	فَجَعَلَهُمْ | كَعَصْفٍ	case_government;local_syntax	عَصْفٍ is governed by كَ as the comparison complement of جَعَلَ.
ae:v3:s105:005:pass1:attach:a3	q:105:5:4	q:105:5:5	adjective	head-to-dependent	high	كَعَصْفٍ | مَأْكُولٍ	agreement;case_government	مَّأْكُولٍ agrees with and modifies عَصْفٍ.
