candidate_id	family_id	representative_candidate_id	membership
C022	F001	C022	representative
C024	F001	C022	variant
C028	F001	C022	variant
C041	F001	C022	variant
C063	F001	C022	variant
C032	F002	C032	representative
C040	F002	C032	variant
C059	F002	C032	variant
C061	F002	C032	variant
C069	F002	C032	variant
C003	F003	C003	representative
C006	F003	C003	variant
C013	F003	C003	variant
C015	F003	C003	variant
C035	F003	C003	variant
C043	F003	C003	variant
C045	F003	C003	variant
C048	F003	C003	variant
C049	F003	C003	variant
C051	F003	C003	variant
C054	F003	C003	variant
C066	F003	C003	variant
C050	F004	C050	representative
C058	F004	C050	variant
C060	F004	C050	variant
C074	F004	C050	variant
C001	F005	C001	representative
C004	F005	C001	variant
C005	F005	C001	variant
C007	F005	C001	variant
C008	F005	C001	variant
C009	F005	C001	variant
C014	F005	C001	variant
C016	F005	C001	variant
C017	F005	C001	variant
C025	F005	C001	variant
C030	F005	C001	variant
C031	F005	C001	variant
C034	F005	C001	variant
C039	F005	C001	variant
C047	F005	C001	variant
C055	F005	C001	variant
C057	F005	C001	variant
C067	F005	C001	variant
C068	F005	C001	variant
C002	F006	C002	representative
C011	F006	C002	variant
C026	F006	C002	variant
C033	F006	C002	variant
C036	F006	C002	variant
C046	F006	C002	variant
C056	F006	C002	variant
C062	F006	C002	variant
C064	F006	C002	variant
C070	F006	C002	variant
C072	F006	C002	variant
C073	F006	C002	variant
C010	F007	C012	variant
C012	F007	C012	representative
C018	F007	C012	variant
C019	F007	C012	variant
C020	F007	C012	variant
C021	F007	C012	variant
C023	F007	C012	variant
C027	F007	C012	variant
C029	F007	C012	variant
C037	F007	C012	variant
C038	F007	C012	variant
C042	F007	C012	variant
C044	F007	C012	variant
C052	F007	C012	variant
C053	F007	C012	variant
C065	F007	C012	variant
C071	F007	C012	variant
