attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	5:0	1:1	1	w-s005-a000-w001	1:1:1	m-w-s005-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	5:0	1:1	2	w-s005-a000-w001	1:1:1	m-w-s005-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	5:0	1:1	3	w-s005-a000-w002	1:1:2	m-w-s005-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	5:0	1:1	4	w-s005-a000-w003	1:1:3	m-w-s005-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	5:0	1:1	5	w-s005-a000-w003	1:1:3	m-w-s005-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:5:1:1	5:1	5:1	1	w-s005-a001-w001	5:1:1	m-w-s005-a001-w001-02	يَاأَيُّهَا			position_crosswalk	morpheme_aligned
q:5:1:2	5:1	5:1	2	w-s005-a001-w001	5:1:1	m-w-s005-a001-w001-02	يَاأَيُّهَا	أ ي ي		position_crosswalk	morpheme_aligned
q:5:1:3	5:1	5:1	3	w-s005-a001-w002	5:1:2	m-w-s005-a001-w002-01	الَّذِينَ	ل ل ذ		position_crosswalk	morpheme_aligned
q:5:1:5	5:1	5:1	5	w-s005-a001-w004	5:1:4	m-w-s005-a001-w004-01	أَوْفُوا	و ف ي	بـ	position_crosswalk	morpheme_aligned
q:5:1:6	5:1	5:1	6	w-s005-a001-w005	5:1:5	m-w-s005-a001-w005-01			بـ	position_crosswalk	morpheme_aligned
q:5:1:7	5:1	5:1	7	w-s005-a001-w005	5:1:5	m-w-s005-a001-w005-03	بِالْعُقُودِ	ع ق د	بـ	position_crosswalk	morpheme_aligned
q:5:1:8	5:1	5:1	8	w-s005-a001-w006	5:1:6	m-w-s005-a001-w006-01	أُحِلَّتْ	ح ل ل	لـ	position_crosswalk	morpheme_aligned
q:5:1:9	5:1	5:1	9	w-s005-a001-w006	5:1:6	m-w-s005-a001-w006-01			لـ	surface_root_sequence_fallback	morpheme_aligned
q:5:1:10	5:1	5:1	10	w-s005-a001-w008	5:1:8	m-w-s005-a001-w008-01	بَهِيمَةُ	ب ه م		surface_root_sequence_fallback	morpheme_aligned
q:5:1:11	5:1	5:1	11	w-s005-a001-w009	5:1:9	m-w-s005-a001-w009-02	الْأَنْعَامِ	ن ع م		surface_root_sequence_fallback	morpheme_aligned
