source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s070-a000-w001	70:0	1	بِسْمِ	w-s070-a000-w001	1:1:1	one_to_one
t-s070-a000-w002	70:0	2	ٱللَّهِ	w-s070-a000-w002	1:1:2	one_to_one
t-s070-a000-w003	70:0	3	ٱلرَّحْمَٰنِ	w-s070-a000-w003	1:1:3	one_to_one
t-s070-a000-w004	70:0	4	ٱلرَّحِيمِ	w-s070-a000-w004	1:1:4	one_to_one
t-s070-a001-w001	70:1	1	سَأَلَ	w-s070-a001-w001	70:1:1	one_to_one
t-s070-a001-w002	70:1	2	سَآئِلٌۢ	w-s070-a001-w002	70:1:2	one_to_one
t-s070-a001-w003	70:1	3	بِعَذَابٍۢ	w-s070-a001-w003	70:1:3	one_to_one
t-s070-a001-w004	70:1	4	وَاقِعٍۢ	w-s070-a001-w004	70:1:4	one_to_one
t-s070-a002-w001	70:2	1	لِّلْكَٰفِرِينَ	w-s070-a002-w001	70:2:1	one_to_one
t-s070-a002-w002	70:2	2	لَيْسَ	w-s070-a002-w002	70:2:2	one_to_one
t-s070-a002-w003	70:2	3	لَهُۥ	w-s070-a002-w003	70:2:3	one_to_one
t-s070-a002-w004	70:2	4	دَافِعٌۭ	w-s070-a002-w004	70:2:4	one_to_one
t-s070-a003-w001	70:3	1	مِّنَ	w-s070-a003-w001	70:3:1	one_to_one
t-s070-a003-w002	70:3	2	ٱللَّهِ	w-s070-a003-w002	70:3:2	one_to_one
t-s070-a003-w003	70:3	3	ذِى	w-s070-a003-w003	70:3:3	one_to_one
t-s070-a003-w004	70:3	4	ٱلْمَعَارِجِ	w-s070-a003-w004	70:3:4	one_to_one
t-s070-a004-w001	70:4	1	تَعْرُجُ	w-s070-a004-w001	70:4:1	one_to_one
t-s070-a004-w002	70:4	2	ٱلْمَلَٰٓئِكَةُ	w-s070-a004-w002	70:4:2	one_to_one
t-s070-a004-w003	70:4	3	وَٱلرُّوحُ	w-s070-a004-w003	70:4:3	one_to_one
t-s070-a004-w004	70:4	4	إِلَيْهِ	w-s070-a004-w004	70:4:4	one_to_one
t-s070-a004-w005	70:4	5	فِى	w-s070-a004-w005	70:4:5	one_to_one
t-s070-a004-w006	70:4	6	يَوْمٍۢ	w-s070-a004-w006	70:4:6	one_to_one
t-s070-a004-w007	70:4	7	كَانَ	w-s070-a004-w007	70:4:7	one_to_one
t-s070-a004-w008	70:4	8	مِقْدَارُهُۥ	w-s070-a004-w008	70:4:8	one_to_one
t-s070-a004-w009	70:4	9	خَمْسِينَ	w-s070-a004-w009	70:4:9	one_to_one
t-s070-a004-w010	70:4	10	أَلْفَ	w-s070-a004-w010	70:4:10	one_to_one
t-s070-a004-w011	70:4	11	سَنَةٍۢ	w-s070-a004-w011	70:4:11	one_to_one
t-s070-a005-w001	70:5	1	فَٱصْبِرْ	w-s070-a005-w001	70:5:1	one_to_one
t-s070-a005-w002	70:5	2	صَبْرًۭا	w-s070-a005-w002	70:5:2	one_to_one
t-s070-a005-w003	70:5	3	جَمِيلًا	w-s070-a005-w003	70:5:3	one_to_one
t-s070-a006-w001	70:6	1	إِنَّهُمْ	w-s070-a006-w001	70:6:1	one_to_one
t-s070-a006-w002	70:6	2	يَرَوْنَهُۥ	w-s070-a006-w002	70:6:2	one_to_one
t-s070-a006-w003	70:6	3	بَعِيدًۭا	w-s070-a006-w003	70:6:3	one_to_one
t-s070-a007-w001	70:7	1	وَنَرَىٰهُ	w-s070-a007-w001	70:7:1	one_to_one
t-s070-a007-w002	70:7	2	قَرِيبًۭا	w-s070-a007-w002	70:7:2	one_to_one
t-s070-a008-w001	70:8	1	يَوْمَ	w-s070-a008-w001	70:8:1	one_to_one
t-s070-a008-w002	70:8	2	تَكُونُ	w-s070-a008-w002	70:8:2	one_to_one
t-s070-a008-w003	70:8	3	ٱلسَّمَآءُ	w-s070-a008-w003	70:8:3	one_to_one
t-s070-a008-w004	70:8	4	كَٱلْمُهْلِ	w-s070-a008-w004	70:8:4	one_to_one
t-s070-a009-w001	70:9	1	وَتَكُونُ	w-s070-a009-w001	70:9:1	one_to_one
t-s070-a009-w002	70:9	2	ٱلْجِبَالُ	w-s070-a009-w002	70:9:2	one_to_one
t-s070-a009-w003	70:9	3	كَٱلْعِهْنِ	w-s070-a009-w003	70:9:3	one_to_one
t-s070-a010-w001	70:10	1	وَلَا	w-s070-a010-w001	70:10:1	one_to_one
t-s070-a010-w002	70:10	2	يَسْـَٔلُ	w-s070-a010-w002	70:10:2	one_to_one
t-s070-a010-w003	70:10	3	حَمِيمٌ	w-s070-a010-w003	70:10:3	one_to_one
t-s070-a010-w004	70:10	4	حَمِيمًۭا	w-s070-a010-w004	70:10:4	one_to_one
t-s070-a011-w001	70:11	1	يُبَصَّرُونَهُمْ	w-s070-a011-w001	70:11:1	one_to_one
t-s070-a011-w002	70:11	2	يَوَدُّ	w-s070-a011-w002	70:11:2	one_to_one
t-s070-a011-w003	70:11	3	ٱلْمُجْرِمُ	w-s070-a011-w003	70:11:3	one_to_one
t-s070-a011-w004	70:11	4	لَوْ	w-s070-a011-w004	70:11:4	one_to_one
t-s070-a011-w005	70:11	5	يَفْتَدِى	w-s070-a011-w005	70:11:5	one_to_one
t-s070-a011-w006	70:11	6	مِنْ	w-s070-a011-w006	70:11:6	one_to_one
t-s070-a011-w007	70:11	7	عَذَابِ	w-s070-a011-w007	70:11:7	one_to_one
t-s070-a011-w008	70:11	8	يَوْمِئِذٍۭ	w-s070-a011-w008	70:11:8	one_to_one
t-s070-a011-w009	70:11	9	بِبَنِيهِ	w-s070-a011-w009	70:11:9	one_to_one
t-s070-a012-w001	70:12	1	وَصَٰحِبَتِهِۦ	w-s070-a012-w001	70:12:1	one_to_one
t-s070-a012-w002	70:12	2	وَأَخِيهِ	w-s070-a012-w002	70:12:2	one_to_one
t-s070-a013-w001	70:13	1	وَفَصِيلَتِهِ	w-s070-a013-w001	70:13:1	one_to_one
t-s070-a013-w002	70:13	2	ٱلَّتِى	w-s070-a013-w002	70:13:2	one_to_one
t-s070-a013-w003	70:13	3	تُـْٔوِيهِ	w-s070-a013-w003	70:13:3	one_to_one
t-s070-a014-w001	70:14	1	وَمَن	w-s070-a014-w001	70:14:1	one_to_one
t-s070-a014-w002	70:14	2	فِى	w-s070-a014-w002	70:14:2	one_to_one
t-s070-a014-w003	70:14	3	ٱلْأَرْضِ	w-s070-a014-w003	70:14:3	one_to_one
t-s070-a014-w004	70:14	4	جَمِيعًۭا	w-s070-a014-w004	70:14:4	one_to_one
t-s070-a014-w005	70:14	5	ثُمَّ	w-s070-a014-w005	70:14:5	one_to_one
t-s070-a014-w006	70:14	6	يُنجِيهِ	w-s070-a014-w006	70:14:6	one_to_one
t-s070-a016-w001	70:16	1	نَزَّاعَةًۭ	w-s070-a016-w001	70:16:1	one_to_one
t-s070-a016-w002	70:16	2	لِّلشَّوَىٰ	w-s070-a016-w002	70:16:2	one_to_one
t-s070-a017-w001	70:17	1	تَدْعُوا۟	w-s070-a017-w001	70:17:1	one_to_one
t-s070-a017-w002	70:17	2	مَنْ	w-s070-a017-w002	70:17:2	one_to_one
t-s070-a017-w003	70:17	3	أَدْبَرَ	w-s070-a017-w003	70:17:3	one_to_one
t-s070-a017-w004	70:17	4	وَتَوَلَّىٰ	w-s070-a017-w004	70:17:4	one_to_one
t-s070-a018-w001	70:18	1	وَجَمَعَ	w-s070-a018-w001	70:18:1	one_to_one
t-s070-a018-w002	70:18	2	فَأَوْعَىٰٓ	w-s070-a018-w002	70:18:2	one_to_one
t-s070-a019-w001	70:19	1	إِنَّ	w-s070-a019-w001	70:19:1	one_to_one
t-s070-a019-w002	70:19	2	ٱلْإِنسَٰنَ	w-s070-a019-w002	70:19:2	one_to_one
t-s070-a019-w003	70:19	3	خُلِقَ	w-s070-a019-w003	70:19:3	one_to_one
t-s070-a019-w004	70:19	4	هَلُوعًا	w-s070-a019-w004	70:19:4	one_to_one
t-s070-a020-w001	70:20	1	إِذَا	w-s070-a020-w001	70:20:1	one_to_one
t-s070-a020-w002	70:20	2	مَسَّهُ	w-s070-a020-w002	70:20:2	one_to_one
t-s070-a020-w003	70:20	3	ٱلشَّرُّ	w-s070-a020-w003	70:20:3	one_to_one
t-s070-a020-w004	70:20	4	جَزُوعًۭا	w-s070-a020-w004	70:20:4	one_to_one
t-s070-a021-w001	70:21	1	وَإِذَا	w-s070-a021-w001	70:21:1	one_to_one
t-s070-a021-w002	70:21	2	مَسَّهُ	w-s070-a021-w002	70:21:2	one_to_one
t-s070-a021-w003	70:21	3	ٱلْخَيْرُ	w-s070-a021-w003	70:21:3	one_to_one
t-s070-a021-w004	70:21	4	مَنُوعًا	w-s070-a021-w004	70:21:4	one_to_one
t-s070-a022-w001	70:22	1	إِلَّا	w-s070-a022-w001	70:22:1	one_to_one
t-s070-a022-w002	70:22	2	ٱلْمُصَلِّينَ	w-s070-a022-w002	70:22:2	one_to_one
t-s070-a023-w001	70:23	1	ٱلَّذِينَ	w-s070-a023-w001	70:23:1	one_to_one
t-s070-a023-w002	70:23	2	هُمْ	w-s070-a023-w002	70:23:2	one_to_one
t-s070-a023-w003	70:23	3	عَلَىٰ	w-s070-a023-w003	70:23:3	one_to_one
t-s070-a023-w004	70:23	4	صَلَاتِهِمْ	w-s070-a023-w004	70:23:4	one_to_one
t-s070-a023-w005	70:23	5	دَآئِمُونَ	w-s070-a023-w005	70:23:5	one_to_one
t-s070-a024-w001	70:24	1	وَٱلَّذِينَ	w-s070-a024-w001	70:24:1	one_to_one
t-s070-a024-w002	70:24	2	فِىٓ	w-s070-a024-w002	70:24:2	one_to_one
t-s070-a024-w003	70:24	3	أَمْوَٰلِهِمْ	w-s070-a024-w003	70:24:3	one_to_one
t-s070-a024-w004	70:24	4	حَقٌّۭ	w-s070-a024-w004	70:24:4	one_to_one
t-s070-a024-w005	70:24	5	مَّعْلُومٌۭ	w-s070-a024-w005	70:24:5	one_to_one
t-s070-a025-w001	70:25	1	لِّلسَّآئِلِ	w-s070-a025-w001	70:25:1	one_to_one
t-s070-a025-w002	70:25	2	وَٱلْمَحْرُومِ	w-s070-a025-w002	70:25:2	one_to_one
t-s070-a026-w001	70:26	1	وَٱلَّذِينَ	w-s070-a026-w001	70:26:1	one_to_one
t-s070-a026-w002	70:26	2	يُصَدِّقُونَ	w-s070-a026-w002	70:26:2	one_to_one
t-s070-a026-w003	70:26	3	بِيَوْمِ	w-s070-a026-w003	70:26:3	one_to_one
t-s070-a026-w004	70:26	4	ٱلدِّينِ	w-s070-a026-w004	70:26:4	one_to_one
t-s070-a027-w001	70:27	1	وَٱلَّذِينَ	w-s070-a027-w001	70:27:1	one_to_one
t-s070-a027-w002	70:27	2	هُم	w-s070-a027-w002	70:27:2	one_to_one
t-s070-a027-w003	70:27	3	مِّنْ	w-s070-a027-w003	70:27:3	one_to_one
t-s070-a027-w004	70:27	4	عَذَابِ	w-s070-a027-w004	70:27:4	one_to_one
t-s070-a027-w005	70:27	5	رَبِّهِم	w-s070-a027-w005	70:27:5	one_to_one
t-s070-a027-w006	70:27	6	مُّشْفِقُونَ	w-s070-a027-w006	70:27:6	one_to_one
t-s070-a028-w001	70:28	1	إِنَّ	w-s070-a028-w001	70:28:1	one_to_one
t-s070-a028-w002	70:28	2	عَذَابَ	w-s070-a028-w002	70:28:2	one_to_one
t-s070-a028-w003	70:28	3	رَبِّهِمْ	w-s070-a028-w003	70:28:3	one_to_one
t-s070-a028-w004	70:28	4	غَيْرُ	w-s070-a028-w004	70:28:4	one_to_one
t-s070-a028-w005	70:28	5	مَأْمُونٍۢ	w-s070-a028-w005	70:28:5	one_to_one
t-s070-a029-w001	70:29	1	وَٱلَّذِينَ	w-s070-a029-w001	70:29:1	one_to_one
t-s070-a029-w002	70:29	2	هُمْ	w-s070-a029-w002	70:29:2	one_to_one
t-s070-a029-w003	70:29	3	لِفُرُوجِهِمْ	w-s070-a029-w003	70:29:3	one_to_one
t-s070-a029-w004	70:29	4	حَٰفِظُونَ	w-s070-a029-w004	70:29:4	one_to_one
t-s070-a030-w001	70:30	1	إِلَّا	w-s070-a030-w001	70:30:1	one_to_one
t-s070-a030-w002	70:30	2	عَلَىٰٓ	w-s070-a030-w002	70:30:2	one_to_one
t-s070-a030-w003	70:30	3	أَزْوَٰجِهِمْ	w-s070-a030-w003	70:30:3	one_to_one
t-s070-a030-w004	70:30	4	أَوْ	w-s070-a030-w004	70:30:4	one_to_one
t-s070-a030-w005	70:30	5	مَا	w-s070-a030-w005	70:30:5	one_to_one
t-s070-a030-w006	70:30	6	مَلَكَتْ	w-s070-a030-w006	70:30:6	one_to_one
t-s070-a030-w007	70:30	7	أَيْمَٰنُهُمْ	w-s070-a030-w007	70:30:7	one_to_one
t-s070-a030-w008	70:30	8	فَإِنَّهُمْ	w-s070-a030-w008	70:30:8	one_to_one
t-s070-a030-w009	70:30	9	غَيْرُ	w-s070-a030-w009	70:30:9	one_to_one
t-s070-a030-w010	70:30	10	مَلُومِينَ	w-s070-a030-w010	70:30:10	one_to_one
t-s070-a031-w001	70:31	1	فَمَنِ	w-s070-a031-w001	70:31:1	one_to_one
t-s070-a031-w002	70:31	2	ٱبْتَغَىٰ	w-s070-a031-w002	70:31:2	one_to_one
t-s070-a031-w003	70:31	3	وَرَآءَ	w-s070-a031-w003	70:31:3	one_to_one
t-s070-a031-w004	70:31	4	ذَٰلِكَ	w-s070-a031-w004	70:31:4	one_to_one
t-s070-a031-w005	70:31	5	فَأُو۟لَٰٓئِكَ	w-s070-a031-w005	70:31:5	one_to_one
t-s070-a031-w006	70:31	6	هُمُ	w-s070-a031-w006	70:31:6	one_to_one
t-s070-a031-w007	70:31	7	ٱلْعَادُونَ	w-s070-a031-w007	70:31:7	one_to_one
t-s070-a032-w001	70:32	1	وَٱلَّذِينَ	w-s070-a032-w001	70:32:1	one_to_one
t-s070-a032-w002	70:32	2	هُمْ	w-s070-a032-w002	70:32:2	one_to_one
t-s070-a032-w003	70:32	3	لِأَمَٰنَٰتِهِمْ	w-s070-a032-w003	70:32:3	one_to_one
t-s070-a032-w004	70:32	4	وَعَهْدِهِمْ	w-s070-a032-w004	70:32:4	one_to_one
t-s070-a032-w005	70:32	5	رَٰعُونَ	w-s070-a032-w005	70:32:5	one_to_one
t-s070-a033-w001	70:33	1	وَٱلَّذِينَ	w-s070-a033-w001	70:33:1	one_to_one
t-s070-a033-w002	70:33	2	هُم	w-s070-a033-w002	70:33:2	one_to_one
t-s070-a033-w003	70:33	3	بِشَهَٰدَٰتِهِمْ	w-s070-a033-w003	70:33:3	one_to_one
t-s070-a033-w004	70:33	4	قَآئِمُونَ	w-s070-a033-w004	70:33:4	one_to_one
t-s070-a034-w001	70:34	1	وَٱلَّذِينَ	w-s070-a034-w001	70:34:1	one_to_one
t-s070-a034-w002	70:34	2	هُمْ	w-s070-a034-w002	70:34:2	one_to_one
t-s070-a034-w003	70:34	3	عَلَىٰ	w-s070-a034-w003	70:34:3	one_to_one
t-s070-a034-w004	70:34	4	صَلَاتِهِمْ	w-s070-a034-w004	70:34:4	one_to_one
t-s070-a034-w005	70:34	5	يُحَافِظُونَ	w-s070-a034-w005	70:34:5	one_to_one
t-s070-a035-w001	70:35	1	أُو۟لَٰٓئِكَ	w-s070-a035-w001	70:35:1	one_to_one
t-s070-a035-w002	70:35	2	فِى	w-s070-a035-w002	70:35:2	one_to_one
t-s070-a035-w003	70:35	3	جَنَّٰتٍۢ	w-s070-a035-w003	70:35:3	one_to_one
t-s070-a035-w004	70:35	4	مُّكْرَمُونَ	w-s070-a035-w004	70:35:4	one_to_one
t-s070-a036-w001	70:36	1	فَمَالِ	w-s070-a036-w001	70:36:1	one_to_one
t-s070-a036-w002	70:36	2	ٱلَّذِينَ	w-s070-a036-w002	70:36:2	one_to_one
t-s070-a036-w003	70:36	3	كَفَرُوا۟	w-s070-a036-w003	70:36:3	one_to_one
t-s070-a036-w004	70:36	4	قِبَلَكَ	w-s070-a036-w004	70:36:4	one_to_one
t-s070-a036-w005	70:36	5	مُهْطِعِينَ	w-s070-a036-w005	70:36:5	one_to_one
t-s070-a037-w001	70:37	1	عَنِ	w-s070-a037-w001	70:37:1	one_to_one
t-s070-a037-w002	70:37	2	ٱلْيَمِينِ	w-s070-a037-w002	70:37:2	one_to_one
t-s070-a037-w003	70:37	3	وَعَنِ	w-s070-a037-w003	70:37:3	one_to_one
t-s070-a037-w004	70:37	4	ٱلشِّمَالِ	w-s070-a037-w004	70:37:4	one_to_one
t-s070-a037-w005	70:37	5	عِزِينَ	w-s070-a037-w005	70:37:5	one_to_one
t-s070-a038-w001	70:38	1	أَيَطْمَعُ	w-s070-a038-w001	70:38:1	one_to_one
t-s070-a038-w002	70:38	2	كُلُّ	w-s070-a038-w002	70:38:2	one_to_one
t-s070-a038-w003	70:38	3	ٱمْرِئٍۢ	w-s070-a038-w003	70:38:3	one_to_one
t-s070-a038-w004	70:38	4	مِّنْهُمْ	w-s070-a038-w004	70:38:4	one_to_one
t-s070-a038-w005	70:38	5	أَن	w-s070-a038-w005	70:38:5	one_to_one
t-s070-a038-w006	70:38	6	يُدْخَلَ	w-s070-a038-w006	70:38:6	one_to_one
t-s070-a038-w007	70:38	7	جَنَّةَ	w-s070-a038-w007	70:38:7	one_to_one
t-s070-a038-w008	70:38	8	نَعِيمٍۢ	w-s070-a038-w008	70:38:8	one_to_one
t-s070-a039-w001	70:39	1	كَلَّآ	w-s070-a039-w001	70:39:1	one_to_one
t-s070-a039-w002	70:39	2	إِنَّا	w-s070-a039-w002	70:39:2	one_to_one
t-s070-a039-w003	70:39	3	خَلَقْنَٰهُم	w-s070-a039-w003	70:39:3	one_to_one
t-s070-a039-w004	70:39	4	مِّمَّا	w-s070-a039-w004	70:39:4	one_to_one
t-s070-a039-w005	70:39	5	يَعْلَمُونَ	w-s070-a039-w005	70:39:5	one_to_one
t-s070-a040-w001	70:40	1	فَلَآ	w-s070-a040-w001	70:40:1	one_to_one
t-s070-a040-w002	70:40	2	أُقْسِمُ	w-s070-a040-w002	70:40:2	one_to_one
t-s070-a040-w003	70:40	3	بِرَبِّ	w-s070-a040-w003	70:40:3	one_to_one
t-s070-a040-w004	70:40	4	ٱلْمَشَٰرِقِ	w-s070-a040-w004	70:40:4	one_to_one
t-s070-a040-w005	70:40	5	وَٱلْمَغَٰرِبِ	w-s070-a040-w005	70:40:5	one_to_one
t-s070-a040-w006	70:40	6	إِنَّا	w-s070-a040-w006	70:40:6	one_to_one
t-s070-a040-w007	70:40	7	لَقَٰدِرُونَ	w-s070-a040-w007	70:40:7	one_to_one
t-s070-a041-w001	70:41	1	عَلَىٰٓ	w-s070-a041-w001	70:41:1	one_to_one
t-s070-a041-w002	70:41	2	أَن	w-s070-a041-w002	70:41:2	one_to_one
t-s070-a041-w003	70:41	3	نُّبَدِّلَ	w-s070-a041-w003	70:41:3	one_to_one
t-s070-a041-w004	70:41	4	خَيْرًۭا	w-s070-a041-w004	70:41:4	one_to_one
t-s070-a041-w005	70:41	5	مِّنْهُمْ	w-s070-a041-w005	70:41:5	one_to_one
t-s070-a041-w006	70:41	6	وَمَا	w-s070-a041-w006	70:41:6	one_to_one
t-s070-a041-w007	70:41	7	نَحْنُ	w-s070-a041-w007	70:41:7	one_to_one
t-s070-a041-w008	70:41	8	بِمَسْبُوقِينَ	w-s070-a041-w008	70:41:8	one_to_one
t-s070-a042-w001	70:42	1	فَذَرْهُمْ	w-s070-a042-w001	70:42:1	one_to_one
t-s070-a042-w002	70:42	2	يَخُوضُوا۟	w-s070-a042-w002	70:42:2	one_to_one
t-s070-a042-w003	70:42	3	وَيَلْعَبُوا۟	w-s070-a042-w003	70:42:3	one_to_one
t-s070-a042-w004	70:42	4	حَتَّىٰ	w-s070-a042-w004	70:42:4	one_to_one
t-s070-a042-w005	70:42	5	يُلَٰقُوا۟	w-s070-a042-w005	70:42:5	one_to_one
