syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-12_0-00001	ae:v3:s001:001:pass1:attach:a1	12:0	w-s012-a000-w001	w-s012-a000-w001	w-s012-a000-w001	m-w-s012-a000-w001-01	m-w-s012-a000-w001-02	m-w-s012-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-12_0-00002	ae:v3:s001:001:pass1:attach:a2	12:0	w-s012-a000-w001	w-s012-a000-w002		m-w-s012-a000-w001-02	m-w-s012-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-12_0-00003	ae:v3:s001:001:pass1:attach:a3	12:0	w-s012-a000-w002	w-s012-a000-w003		m-w-s012-a000-w002-01	m-w-s012-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-12_0-00004	ae:v3:s001:001:pass1:attach:a4	12:0	w-s012-a000-w002	w-s012-a000-w003		m-w-s012-a000-w002-01	m-w-s012-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-12_1-00005	ae:v3:s012:001:pass1:attach:a1	12:1	w-s012-a001-w002	w-s012-a001-w003		m-w-s012-a001-w002-01	m-w-s012-a001-w003-01		12:1:2:1	12:1:3:1		q:12:1:2	q:12:1:3		2	3		predication	strongly_licensed	high			DEM_PRON	NOUN_ABSTRACT			position_morpheme_aligned	local_syntax;word_order	ءَايَاتُ ٱلْكِتَابِ is the predicate pointed to by تِلْكَ.	resources/attachments.tsv:21810
sx-12_1-00006	ae:v3:s012:001:pass1:attach:a2	12:1	w-s012-a001-w003	w-s012-a001-w004		m-w-s012-a001-w003-01	m-w-s012-a001-w004-02		12:1:3:1	12:1:4:2		q:12:1:3	q:12:1:4		3	4		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_CONCRETE			position_morpheme_aligned	morphology;case_government	ٱلْكِتَابِ is genitive as the complement of construct ءَايَاتُ.	resources/attachments.tsv:21811
sx-12_1-00007	ae:v3:s012:001:pass1:attach:a3	12:1	w-s012-a001-w004	w-s012-a001-w005		m-w-s012-a001-w004-02	m-w-s012-a001-w005-02		12:1:4:2	12:1:5:2		q:12:1:4	q:12:1:5		4	5		adjective	strongly_licensed	high			NOUN_CONCRETE	NOUN_ACTIVE_PART			position_morpheme_aligned	agreement;local_syntax	ٱلْمُبِينِ agrees with and modifies ٱلْكِتَابِ.	resources/attachments.tsv:21812
sx-12_2-00008	ae:v3:s012:002:pass1:attach:a1	12:2	w-s012-a002-w001	w-s012-a002-w001		m-w-s012-a002-w001-01	m-w-s012-a002-w001-02		12:2:1:1	12:2:1:2		q:12:2:1	q:12:2:1		1	1		particle_complement	syntactically_forced	high	particle_segment	pronoun_suffix					position_morpheme_aligned	morphology;local_syntax	The نا suffix in إِنَّا is the governed subject complement of إِنَّ.	resources/attachments.tsv:21813
sx-12_2-00009	ae:v3:s012:002:pass1:attach:a2	12:2	w-s012-a002-w001	w-s012-a002-w002		m-w-s012-a002-w001-01	m-w-s012-a002-w002-01		12:2:1:1	12:2:2:1		q:12:2:1	q:12:2:2		1	2		predication	strongly_licensed	high			INF_ANNUL_PART	PV			position_morpheme_aligned	local_syntax	أَنزَلْنَاهُ supplies the verbal predicate of إِنَّا.	resources/attachments.tsv:21814
sx-12_2-00010	ae:v3:s012:002:pass1:attach:a3	12:2	w-s012-a002-w002	w-s012-a002-w002		m-w-s012-a002-w002-01	m-w-s012-a002-w002-01		12:2:2:1	12:2:2:1		q:12:2:2	q:12:2:2		2	2		direct_object	syntactically_forced	high		object_suffix	PV		clitic		position_morpheme_aligned	morphology	The هُ suffix in أَنزَلْنَاهُ is the object of أَنزَلَ after the نَا subject marker.	resources/attachments.tsv:21815
