finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-38_0-001	38:0	1	strong	1	1	1:1:1	root_000745	B001	w-s038-a000-w001
f-38_0-001	38:0	1	strong	2	1	1:1:2	root_000047	B001	w-s038-a000-w002
f-38_0-002	38:0	2	strong	1	1	1:1:3	root_000552	B001	w-s038-a000-w003
f-38_0-002	38:0	2	strong	2	1	1:1:4	root_000552	B001	w-s038-a000-w004
f-38_1-001	38:1	1	strong	1	1	38:1:2	root_001210	B001	w-s038-a001-w002
f-38_1-001	38:1	1	strong	2	1	38:1:4	root_000516	B003	w-s038-a001-w004
f-38_1-002	38:1	2	weak	1	1	38:1:4	root_000516	B008	w-s038-a001-w004
f-38_2-001	38:2	1	strong	1	1	38:2:3	root_001307	B001	w-s038-a002-w003
f-38_2-001	38:2	1	strong	2	1	38:2:5	root_001008	B001	w-s038-a002-w005
f-38_2-001	38:2	1	strong	3	1	38:2:6	root_000807	B001	w-s038-a002-w006
f-38_3-001	38:3	1	strong	1	1	38:3:6	root_001221	B001	w-s038-a003-w006
f-38_3-001	38:3	1	strong	2	1	38:3:7	root_001486	B001	w-s038-a003-w007
f-38_3-001	38:3	1	strong	3	1	38:3:9	root_000382	B001	w-s038-a003-w009
f-38_3-001	38:3	1	strong	4	1	38:3:10	root_001566	B001	w-s038-a003-w010
f-38_4-001	38:4	1	strong	1	1	38:4:4	root_001488	B001	w-s038-a004-w004
f-38_4-001	38:4	1	strong	2	1	38:4:9	root_000682	B002	w-s038-a004-w009
f-38_4-001	38:4	1	strong	3	1	38:4:10	root_001290	B001	w-s038-a004-w010
f-38_5-001	38:5	1	strong	1	1	38:5:1	root_000248	B001	w-s038-a005-w001
f-38_5-001	38:5	1	strong	2	1	38:5:2	root_000047	B001	w-s038-a005-w002
f-38_5-001	38:5	1	strong	3	1	38:5:3	root_000047	B001	w-s038-a005-w003
f-38_5-001	38:5	1	strong	4	1	38:5:4	root_001631	B001	w-s038-a005-w004
f-38_5-002	38:5	2	weak	1	1	38:5:8	root_000984	B001	w-s038-a005-w008
f-38_6-001	38:6	1	strong	1	1	38:6:1	root_000946	B001	w-s038-a006-w001
f-38_6-001	38:6	1	strong	2	1	38:6:5	root_001427	B001	w-s038-a006-w005
f-38_6-001	38:6	1	strong	3	1	38:6:6	root_000840	B001	w-s038-a006-w006
f-38_6-002	38:6	2	weak	1	1	38:6:12	root_000610	B001	w-s038-a006-w012
f-38_7-001	38:7	1	strong	1	1	38:7:2	root_000741	B001	w-s038-a007-w002
f-38_7-001	38:7	1	strong	2	1	38:7:10	root_000434	B001	w-s038-a007-w010
f-38_7-002	38:7	2	weak	1	1	38:7:5	root_001445	B006	w-s038-a007-w005
f-38_8-001	38:8	1	strong	1	1	38:8:1	root_001492	B001	w-s038-a008-w001
f-38_8-001	38:8	1	strong	2	1	38:8:5	root_000170	B001	w-s038-a008-w005
f-38_8-001	38:8	1	strong	3	1	38:8:9	root_000812	B001	w-s038-a008-w009
f-38_8-002	38:8	2	strong	1	1	38:8:14	root_000526	B001	w-s038-a008-w014
f-38_8-002	38:8	2	strong	2	1	38:8:15	root_000994	B005	w-s038-a008-w015
f-38_9-001	38:9	1	strong	1	1	38:9:3	root_000406	B001	w-s038-a009-w003
f-38_9-001	38:9	1	strong	2	1	38:9:4	root_000552	B001	w-s038-a009-w004
f-38_9-001	38:9	1	strong	3	1	38:9:6	root_001008	B001	w-s038-a009-w006
f-38_9-001	38:9	1	strong	4	1	38:9:7	root_001685	B001	w-s038-a009-w007
f-38_10-001	38:10	1	strong	1	1	38:10:3	root_001444	B001	w-s038-a010-w003
f-38_10-001	38:10	1	strong	2	1	38:10:8	root_000588	B001	w-s038-a010-w008
f-38_10-001	38:10	1	strong	3	1	38:10:10	root_000664	B001	w-s038-a010-w010
f-38_10-002	38:10	2	weak	1	1	38:10:10	root_000664	B001	w-s038-a010-w010
f-38_11-001	38:11	1	strong	1	1	38:11:1	root_000264	B001	w-s038-a011-w001
f-38_11-001	38:11	1	strong	2	1	38:11:4	root_001590	B001	w-s038-a011-w004
