surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
111	1	1	1	111:1:1:1	تَبَّتْ	تَبَّ	ت ب ب	ت ب ب	V	STEM	STEM|POS:V|PERF|LEM:tab~a|ROOT:tbb|3FS	PERF						
111	1	2	1	111:1:2:1	يَدَآ	يَد	ي د ي	ي د ي	N	STEM	STEM|POS:N|LEM:yad|ROOT:ydy|FD|NOM							
111	1	3	1	111:1:3:1	أَبِى	أَبٌ	ء ب و	ء ب و	N	STEM	STEM|POS:N|LEM:>abN|ROOT:Abw|MS|GEN							
111	1	4	1	111:1:4:1	لَهَبٍ	لَهَب	ل ه ب	ل ه ب	N	STEM	STEM|POS:N|LEM:lahab|ROOT:lhb|M|INDEF|GEN							
111	1	5	1	111:1:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
111	1	5	2	111:1:5:2	تَبَّ	تَبَّ	ت ب ب	ت ب ب	V	STEM	STEM|POS:V|PERF|LEM:tab~a|ROOT:tbb|3MS	PERF						
111	2	1	1	111:2:1:1	مَآ	مَا			NEG	STEM	STEM|POS:NEG|LEM:maA							
111	2	2	1	111:2:2:1	أَغْنَىٰ	أَغْنَىٰ	غ ن ي	غ ن ي	V	STEM	STEM|POS:V|PERF|LEM:>agonaY`|ROOT:gny|3MS	PERF						
111	2	3	1	111:2:3:1	عَنْ	عَن			P	STEM	STEM|POS:P|LEM:Ean							
111	2	3	2	111:2:3:2	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
111	2	4	1	111:2:4:1	مَالُ	مَال	م و ل	م و ل	N	STEM	STEM|POS:N|LEM:maAl|ROOT:mwl|M|NOM							
111	2	4	2	111:2:4:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
111	2	5	1	111:2:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
111	2	5	2	111:2:5:2	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
111	2	6	1	111:2:6:1	كَسَبَ	كَسَبَ	ك س ب	ك س ب	V	STEM	STEM|POS:V|PERF|LEM:kasaba|ROOT:ksb|3MS	PERF						
111	3	1	1	111:3:1:1	سَ				FUT	PREFIX	PREFIX|sa+							
111	3	1	2	111:3:1:2	يَصْلَىٰ	يَصْلَى	ص ل ي	ص ل ي	V	STEM	STEM|POS:V|IMPF|LEM:yaSolaY|ROOT:Sly|3MS	IMPF						
111	3	2	1	111:3:2:1	نَارًا	نَار	ن و ر	ن و ر	N	STEM	STEM|POS:N|LEM:naAr|ROOT:nwr|F|INDEF|ACC							
111	3	3	1	111:3:3:1	ذَاتَ	ذُو			N	STEM	STEM|POS:N|LEM:*uw|FS|ACC							
111	3	4	1	111:3:4:1	لَهَبٍ	لَهَب	ل ه ب	ل ه ب	N	STEM	STEM|POS:N|LEM:lahab|ROOT:lhb|M|INDEF|GEN							
111	4	1	1	111:4:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
111	4	1	2	111:4:1:2	ٱمْرَأَتُ	ٱمْرَأَت	م ر ء	م ر ء	N	STEM	STEM|POS:N|LEM:{mora>at|ROOT:mrA|F|NOM							
111	4	1	3	111:4:1:3	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
111	4	2	1	111:4:2:1	حَمَّالَةَ	حَمَّالَة	ح م ل	ح م ل	N	STEM	STEM|POS:N|ACT|PCPL|LEM:Ham~aAlap|ROOT:Hml|FS|ACC			ACT				
111	4	3	1	111:4:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
111	4	3	2	111:4:3:2	حَطَبِ	حَطَب	ح ط ب	ح ط ب	N	STEM	STEM|POS:N|LEM:HaTab|ROOT:HTb|M|GEN							
111	5	1	1	111:5:1:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
111	5	2	1	111:5:2:1	جِيدِ	جِيد	ج ي د	ج ي د	N	STEM	STEM|POS:N|LEM:jiyd|ROOT:jyd|M|GEN							
111	5	2	2	111:5:2:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
111	5	3	1	111:5:3:1	حَبْلٌ	حَبْل	ح ب ل	ح ب ل	N	STEM	STEM|POS:N|LEM:Habol|ROOT:Hbl|M|INDEF|NOM							
111	5	4	1	111:5:4:1	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min							
111	5	5	1	111:5:5:1	مَّسَدٍۭ	مَّسَد	م س د	م س د	N	STEM	STEM|POS:N|LEM:m~asad|ROOT:msd|M|INDEF|GEN							
