attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	85:0	1:1	1	w-s085-a000-w001	1:1:1	m-w-s085-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	85:0	1:1	2	w-s085-a000-w001	1:1:1	m-w-s085-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	85:0	1:1	3	w-s085-a000-w002	1:1:2	m-w-s085-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	85:0	1:1	4	w-s085-a000-w003	1:1:3	m-w-s085-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	85:0	1:1	5	w-s085-a000-w003	1:1:3	m-w-s085-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:85:1:1	85:1	85:1	1	w-s085-a001-w001	85:1:1	m-w-s085-a001-w001-03	وَالسَّمَاءِ	أ و ي		position_crosswalk	morpheme_aligned
q:85:1:2	85:1	85:1	2	w-s085-a001-w001	85:1:1	m-w-s085-a001-w001-03	وَالسَّمَاءِ	س م و		position_crosswalk	morpheme_aligned
q:85:1:3	85:1	85:1	3	w-s085-a001-w002	85:1:2	m-w-s085-a001-w002-01	ذَاتِ	ذ و و		position_crosswalk	morpheme_aligned
q:85:1:4	85:1	85:1	4	w-s085-a001-w003	85:1:3	m-w-s085-a001-w003-02	الْبُرُوجِ	ب ر ج		position_crosswalk	morpheme_aligned
q:85:2:1	85:2	85:2	1	w-s085-a002-w001	85:2:1	m-w-s085-a002-w001-01	وَالْيَوْمِ	أ و ي		position_crosswalk	morpheme_aligned
q:85:2:2	85:2	85:2	2	w-s085-a002-w001	85:2:1	m-w-s085-a002-w001-03	وَالْيَوْمِ	ي و م		position_crosswalk	morpheme_aligned
q:85:2:3	85:2	85:2	3	w-s085-a002-w002	85:2:2	m-w-s085-a002-w002-02	الْمَوْعُودِ	و ع د		position_crosswalk	morpheme_aligned
q:85:3:1	85:3	85:3	1	w-s085-a003-w001	85:3:1	m-w-s085-a003-w001-01	وَشَاهِدٍ	أ و ي		position_crosswalk	morpheme_aligned
q:85:3:2	85:3	85:3	2	w-s085-a003-w001	85:3:1	m-w-s085-a003-w001-02	وَشَاهِدٍ	ش ه د		position_crosswalk	morpheme_aligned
q:85:3:3	85:3	85:3	3	w-s085-a003-w002	85:3:2	m-w-s085-a003-w002-01	وَمَشْهُودٍ	أ و ي		position_crosswalk	morpheme_aligned
q:85:3:4	85:3	85:3	4	w-s085-a003-w002	85:3:2	m-w-s085-a003-w002-02	وَمَشْهُودٍ	ش ه د		position_crosswalk	morpheme_aligned
q:85:4:1	85:4	85:4	1	w-s085-a004-w001	85:4:1	m-w-s085-a004-w001-01	قُتِلَ	ق ت ل		position_crosswalk	morpheme_aligned
q:85:4:2	85:4	85:4	2	w-s085-a004-w002	85:4:2	m-w-s085-a004-w002-01	أَصْحَابُ	ص ح ب		position_crosswalk	morpheme_aligned
q:85:4:3	85:4	85:4	3	w-s085-a004-w003	85:4:3	m-w-s085-a004-w003-02	الْأُخْدُودِ	خ د د		position_crosswalk	morpheme_aligned
q:85:5:1	85:5	85:5	1	w-s085-a005-w001	85:5:1	m-w-s085-a005-w001-02	النَّارِ	ن و ر		position_crosswalk	morpheme_aligned
q:85:5:2	85:5	85:5	2	w-s085-a005-w002	85:5:2	m-w-s085-a005-w002-01	ذَاتِ	ذ و و		position_crosswalk	morpheme_aligned
q:85:5:3	85:5	85:5	3	w-s085-a005-w003	85:5:3	m-w-s085-a005-w003-02	الْوَقُودِ	و ق د		position_crosswalk	morpheme_aligned
q:85:6:1	85:6	85:6	1	w-s085-a006-w001	85:6:1	m-w-s085-a006-w001-01	إِذْ	أ ذ ي		position_crosswalk	morpheme_aligned
q:85:6:2	85:6	85:6	2	w-s085-a006-w002	85:6:2	m-w-s085-a006-w002-01	هُمْ			position_crosswalk	morpheme_aligned
q:85:6:3	85:6	85:6	3	w-s085-a006-w003	85:6:3	m-w-s085-a006-w003-02;m-w-s085-a006-w003-01			عَلَى	position_crosswalk	morpheme_aligned
q:85:6:4	85:6	85:6	4	w-s085-a006-w004	85:6:4	m-w-s085-a006-w004-01	قُعُودٌ	ق ع د	عَلَى	position_crosswalk	morpheme_aligned
q:85:7:2	85:7	85:7	2	w-s085-a007-w001	85:7:1	m-w-s085-a007-w001-02	وَهُمْ			position_crosswalk	morpheme_aligned
q:85:7:3	85:7	85:7	3	w-s085-a007-w002	85:7:2	m-w-s085-a007-w002-01			عَلَى	position_crosswalk	morpheme_aligned
q:85:7:4	85:7	85:7	4	w-s085-a007-w003	85:7:3	m-w-s085-a007-w003-01	مَا		عَلَى	position_crosswalk	morpheme_aligned
q:85:7:5	85:7	85:7	5	w-s085-a007-w004	85:7:4	m-w-s085-a007-w004-01	يَفْعَلُونَ	ف ع ل	بـ	position_crosswalk	morpheme_aligned
q:85:7:6	85:7	85:7	6	w-s085-a007-w005	85:7:5	m-w-s085-a007-w005-01			بـ	position_crosswalk	morpheme_aligned
q:85:7:7	85:7	85:7	7	w-s085-a007-w005	85:7:5	m-w-s085-a007-w005-03	بِالْمُؤْمِنِينَ	أ م ن	بـ	position_crosswalk	morpheme_aligned
q:85:7:8	85:7	85:7	8	w-s085-a007-w006	85:7:6	m-w-s085-a007-w006-01	شُهُودٌ	ش ه د	عَلَى	position_crosswalk	morpheme_aligned
q:85:8:2	85:8	85:8	2	w-s085-a008-w001	85:8:1	m-w-s085-a008-w001-02	وَمَا			position_crosswalk	morpheme_aligned
q:85:8:3	85:8	85:8	3	w-s085-a008-w002	85:8:2	m-w-s085-a008-w002-01	نَقَمُوا	ن ق م	مِن	position_crosswalk	morpheme_aligned
q:85:8:4	85:8	85:8	4	w-s085-a008-w003	85:8:3	m-w-s085-a008-w003-02;m-w-s085-a008-w003-01			مِن	position_crosswalk	morpheme_aligned
q:85:8:6	85:8	85:8	6	w-s085-a008-w005	85:8:5	m-w-s085-a008-w005-01	أَنْ			position_crosswalk	morpheme_aligned
