word_id	morpheme_ids	root_id	binding_status
w-s085-a000-w001	m-w-s085-a000-w001-02	root_000745	resolved_source_exact
w-s085-a000-w002	m-w-s085-a000-w002-01	root_000047	resolved_normalized_exact
w-s085-a000-w003	m-w-s085-a000-w003-02	root_000552	resolved_source_exact
w-s085-a000-w004	m-w-s085-a000-w004-02	root_000552	resolved_source_exact
w-s085-a001-w001	m-w-s085-a001-w001-03	root_000745	resolved_source_exact
w-s085-a001-w003	m-w-s085-a001-w003-02	root_000101	resolved_source_exact
w-s085-a002-w001	m-w-s085-a002-w001-03	root_001700	resolved_source_exact
w-s085-a002-w002	m-w-s085-a002-w002-02	root_001662	resolved_source_exact
w-s085-a003-w001	m-w-s085-a003-w001-02	root_000822	resolved_source_exact
w-s085-a003-w002	m-w-s085-a003-w002-02	root_000822	resolved_source_exact
w-s085-a004-w001	m-w-s085-a004-w001-01	root_001200	resolved_source_exact
w-s085-a004-w002	m-w-s085-a004-w002-01	root_000844	resolved_source_exact
w-s085-a004-w003	m-w-s085-a004-w003-02	root_000395	resolved_source_exact
w-s085-a005-w001	m-w-s085-a005-w001-02	root_001564	resolved_source_exact
w-s085-a005-w003	m-w-s085-a005-w003-02	root_001672	resolved_source_exact
w-s085-a006-w004	m-w-s085-a006-w004-01	root_001244	resolved_source_exact
w-s085-a007-w004	m-w-s085-a007-w004-01	root_001167	resolved_source_exact
w-s085-a007-w005	m-w-s085-a007-w005-03	root_000054	resolved_normalized_exact
w-s085-a007-w006	m-w-s085-a007-w006-01	root_000822	resolved_source_exact
w-s085-a008-w002	m-w-s085-a008-w002-01	root_001545	resolved_source_exact
w-s085-a008-w006	m-w-s085-a008-w006-01	root_000054	resolved_normalized_exact
w-s085-a008-w007	m-w-s085-a008-w007-02	root_000047	resolved_normalized_exact
w-s085-a008-w008	m-w-s085-a008-w008-02	root_001008	resolved_source_exact
w-s085-a008-w009	m-w-s085-a008-w009-02	root_000355	resolved_source_exact
w-s085-a009-w003	m-w-s085-a009-w003-01	root_001444	resolved_source_exact
w-s085-a009-w004	m-w-s085-a009-w004-02	root_000745	resolved_source_exact
w-s085-a009-w005	m-w-s085-a009-w005-03	root_000025	resolved_normalized_exact
w-s085-a009-w006	m-w-s085-a009-w006-02	root_000047	resolved_normalized_exact
w-s085-a009-w008	m-w-s085-a009-w008-01	root_001315	resolved_source_exact
w-s085-a009-w009	m-w-s085-a009-w009-01	root_000831	resolved_source_exact
w-s085-a009-w010	m-w-s085-a009-w010-01	root_000822	resolved_source_exact
w-s085-a010-w003	m-w-s085-a010-w003-01	root_001128	resolved_source_exact
w-s085-a010-w004	m-w-s085-a010-w004-02	root_000054	resolved_normalized_exact
w-s085-a010-w005	m-w-s085-a010-w005-03	root_000054	resolved_normalized_exact
w-s085-a010-w008	m-w-s085-a010-w008-01	root_000189	resolved_source_exact
w-s085-a010-w010	m-w-s085-a010-w010-01	root_000994	resolved_source_exact
w-s085-a010-w013	m-w-s085-a010-w013-01	root_000994	resolved_source_exact
w-s085-a010-w014	m-w-s085-a010-w014-02	root_000311	resolved_source_exact
w-s085-a011-w003	m-w-s085-a011-w003-01	root_000054	resolved_normalized_exact
w-s085-a011-w004	m-w-s085-a011-w004-02	root_001046	resolved_source_exact
w-s085-a011-w005	m-w-s085-a011-w005-02	root_000876	resolved_source_exact
w-s085-a011-w007	m-w-s085-a011-w007-01	root_000266	resolved_source_exact
w-s085-a011-w008	m-w-s085-a011-w008-01	root_000240	resolved_source_exact
w-s085-a011-w010	m-w-s085-a011-w010-01	root_000177	resolved_source_exact
w-s085-a011-w011	m-w-s085-a011-w011-02	root_001559	resolved_source_exact
w-s085-a011-w013	m-w-s085-a011-w013-02	root_001186	resolved_source_exact
w-s085-a011-w014	m-w-s085-a011-w014-02	root_001281	resolved_source_exact
w-s085-a012-w002	m-w-s085-a012-w002-01	root_000126	resolved_source_exact
w-s085-a012-w003	m-w-s085-a012-w003-01	root_000532	resolved_source_exact
w-s085-a012-w004	m-w-s085-a012-w004-02	root_000782	resolved_source_exact
w-s085-a013-w003	m-w-s085-a013-w003-01	root_000090	resolved_source_exact
w-s085-a013-w004	m-w-s085-a013-w004-02	root_001058	resolved_source_exact
w-s085-a014-w002	m-w-s085-a014-w002-02	root_001096	resolved_source_exact
w-s085-a014-w003	m-w-s085-a014-w003-02	root_001634	resolved_source_exact
w-s085-a015-w002	m-w-s085-a015-w002-02	root_001000	resolved_source_exact
w-s085-a015-w003	m-w-s085-a015-w003-02	root_001398	resolved_source_exact
