attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	80:0	1:1	1	w-s080-a000-w001	1:1:1	m-w-s080-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	80:0	1:1	2	w-s080-a000-w001	1:1:1	m-w-s080-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	80:0	1:1	3	w-s080-a000-w002	1:1:2	m-w-s080-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	80:0	1:1	4	w-s080-a000-w003	1:1:3	m-w-s080-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	80:0	1:1	5	w-s080-a000-w003	1:1:3	m-w-s080-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:80:1:1	80:1	80:1	1	w-s080-a001-w001	80:1:1	m-w-s080-a001-w001-01	عَبَسَ	ع ب س		position_crosswalk	morpheme_aligned
q:80:1:3	80:1	80:1	3	w-s080-a001-w002	80:1:2	m-w-s080-a001-w002-02	وَتَوَلَّى	و ل ي		position_crosswalk	morpheme_aligned
q:80:2:2	80:2	80:2	2	w-s080-a002-w002	80:2:2	m-w-s080-a002-w002-01;m-w-s080-a002-w002-02	جَاءَهُ	ج ي أ		position_crosswalk	morpheme_aligned
q:80:2:3	80:2	80:2	3	w-s080-a002-w003	80:2:3	m-w-s080-a002-w003-02	الْأَعْمَى	ع م ي		position_crosswalk	morpheme_aligned
q:80:3:2	80:3	80:3	2	w-s080-a003-w001	80:3:1	m-w-s080-a003-w001-02	وَمَا			position_crosswalk	morpheme_aligned
q:80:3:3	80:3	80:3	3	w-s080-a003-w002	80:3:2	m-w-s080-a003-w002-01;m-w-s080-a003-w002-02	يُدْرِيكَ	د ر ر		position_crosswalk	morpheme_aligned
q:80:3:4	80:3	80:3	4	w-s080-a003-w003	80:3:3	m-w-s080-a003-w003-01;m-w-s080-a003-w003-02	لَعَلَّهُ	ل ع ل		position_crosswalk	morpheme_aligned
q:80:3:5	80:3	80:3	5	w-s080-a003-w004	80:3:4	m-w-s080-a003-w004-01	يَزَّكَّى	ز ك و		position_crosswalk	morpheme_aligned
q:80:4:4	80:4	80:4	4	w-s080-a004-w003	80:4:3	m-w-s080-a004-w003-02;m-w-s080-a004-w003-03	فَتَنْفَعَهُ	ن ف ع		position_crosswalk	morpheme_aligned
q:80:4:5	80:4	80:4	5	w-s080-a004-w004	80:4:4	m-w-s080-a004-w004-02	الذِّكْرَى	ذ ك ر		position_crosswalk	morpheme_aligned
q:80:5:2	80:5	80:5	2	w-s080-a005-w002	80:5:2	m-w-s080-a005-w002-01	مَنِ	م ن ن		position_crosswalk	morpheme_aligned
q:80:5:3	80:5	80:5	3	w-s080-a005-w003	80:5:3	m-w-s080-a005-w003-01	اسْتَغْنَى	غ ن ي		position_crosswalk	morpheme_aligned
q:80:6:2	80:6	80:6	2	w-s080-a006-w001	80:6:1	m-w-s080-a006-w001-02	فَأَنْتَ			position_crosswalk	morpheme_aligned
q:80:6:3	80:6	80:6	3	w-s080-a006-w002	80:6:2	m-w-s080-a006-w002-02;m-w-s080-a006-w002-01			لـ	position_crosswalk	morpheme_aligned
q:80:6:4	80:6	80:6	4	w-s080-a006-w003	80:6:3	m-w-s080-a006-w003-01	تَصَدَّى	ص د ي	لـ	surface_root_sequence_fallback	morpheme_aligned
q:80:7:3	80:7	80:7	3	w-s080-a007-w002	80:7:2	m-w-s080-a007-w002-01;m-w-s080-a007-w002-02	عَلَيْكَ	ع ل و	عَلَى	position_crosswalk	morpheme_aligned
q:80:7:4	80:7	80:7	4	w-s080-a007-w003	80:7:3		أَلَّا		عَلَى	position_crosswalk	word_aligned
q:80:8:3	80:8	80:8	3	w-s080-a008-w002	80:8:2	m-w-s080-a008-w002-01	مَنْ	م ن ن		position_crosswalk	morpheme_aligned
