cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-108_0-00001	108:0	w-s108-a000-w002	w-s108-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-108_0-00002	108:0	w-s108-a000-w002	w-s108-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-108_0-00003	108:0	w-s108-a000-w002	w-s108-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-108_0-00004	108:0	w-s108-a000-w003	w-s108-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-108_0-00005	108:0	w-s108-a000-w004	w-s108-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-108_1-00006	108:1	w-s108-a001-w002	w-s108-a001-w003	ع ط و	ك ث ر	1	1	1	1	1	1	intra_ayah:108:1:root:1
co-108_2-00007	108:2	w-s108-a002-w002	w-s108-a002-w001	ر ب ب	ص ل و	1	1	1	1	14	16	intra_ayah:108:2:root:1
co-108_2-00008	108:2	w-s108-a002-w002	w-s108-a002-w003	ر ب ب	ن ح ر	1	1	1	1	1	1	intra_ayah:108:2:root:2
co-108_2-00009	108:2	w-s108-a002-w001	w-s108-a002-w003	ص ل و	ن ح ر	2	2	2	1	1	1	intra_ayah:108:2:root:3
co-108_3-00010	108:3	w-s108-a003-w004	w-s108-a003-w002	ب ت ر	ش ن ء	2	1	1	1	1	1	intra_ayah:108:3:root:1
