source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s108-a000-w001	108:0	1	بِسْمِ	w-s108-a000-w001	1:1:1	one_to_one
t-s108-a000-w002	108:0	2	ٱللَّهِ	w-s108-a000-w002	1:1:2	one_to_one
t-s108-a000-w003	108:0	3	ٱلرَّحْمَٰنِ	w-s108-a000-w003	1:1:3	one_to_one
t-s108-a000-w004	108:0	4	ٱلرَّحِيمِ	w-s108-a000-w004	1:1:4	one_to_one
t-s108-a001-w001	108:1	1	إِنَّآ	w-s108-a001-w001	108:1:1	one_to_one
t-s108-a001-w002	108:1	2	أَعْطَيْنَٰكَ	w-s108-a001-w002	108:1:2	one_to_one
t-s108-a001-w003	108:1	3	ٱلْكَوْثَرَ	w-s108-a001-w003	108:1:3	one_to_one
t-s108-a002-w001	108:2	1	فَصَلِّ	w-s108-a002-w001	108:2:1	one_to_one
t-s108-a002-w002	108:2	2	لِرَبِّكَ	w-s108-a002-w002	108:2:2	one_to_one
t-s108-a002-w003	108:2	3	وَٱنْحَرْ	w-s108-a002-w003	108:2:3	one_to_one
t-s108-a003-w001	108:3	1	إِنَّ	w-s108-a003-w001	108:3:1	one_to_one
t-s108-a003-w002	108:3	2	شَانِئَكَ	w-s108-a003-w002	108:3:2	one_to_one
t-s108-a003-w003	108:3	3	هُوَ	w-s108-a003-w003	108:3:3	one_to_one
t-s108-a003-w004	108:3	4	ٱلْأَبْتَرُ	w-s108-a003-w004	108:3:4	one_to_one
