source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s095-a000-w001	95:0	1	بِسْمِ	w-s095-a000-w001	1:1:1	one_to_one
t-s095-a000-w002	95:0	2	ٱللَّهِ	w-s095-a000-w002	1:1:2	one_to_one
t-s095-a000-w003	95:0	3	ٱلرَّحْمَٰنِ	w-s095-a000-w003	1:1:3	one_to_one
t-s095-a000-w004	95:0	4	ٱلرَّحِيمِ	w-s095-a000-w004	1:1:4	one_to_one
t-s095-a001-w001	95:1	1	وَٱلتِّينِ	w-s095-a001-w001	95:1:1	one_to_one
t-s095-a001-w002	95:1	2	وَٱلزَّيْتُونِ	w-s095-a001-w002	95:1:2	one_to_one
t-s095-a002-w001	95:2	1	وَطُورِ	w-s095-a002-w001	95:2:1	one_to_one
t-s095-a002-w002	95:2	2	سِينِينَ	w-s095-a002-w002	95:2:2	one_to_one
t-s095-a003-w001	95:3	1	وَهَٰذَا	w-s095-a003-w001	95:3:1	one_to_one
t-s095-a003-w002	95:3	2	ٱلْبَلَدِ	w-s095-a003-w002	95:3:2	one_to_one
t-s095-a003-w003	95:3	3	ٱلْأَمِينِ	w-s095-a003-w003	95:3:3	one_to_one
t-s095-a004-w001	95:4	1	لَقَدْ	w-s095-a004-w001	95:4:1	one_to_one
t-s095-a004-w002	95:4	2	خَلَقْنَا	w-s095-a004-w002	95:4:2	one_to_one
t-s095-a004-w003	95:4	3	ٱلْإِنسَٰنَ	w-s095-a004-w003	95:4:3	one_to_one
t-s095-a004-w004	95:4	4	فِىٓ	w-s095-a004-w004	95:4:4	one_to_one
t-s095-a004-w005	95:4	5	أَحْسَنِ	w-s095-a004-w005	95:4:5	one_to_one
t-s095-a004-w006	95:4	6	تَقْوِيمٍۢ	w-s095-a004-w006	95:4:6	one_to_one
t-s095-a005-w001	95:5	1	ثُمَّ	w-s095-a005-w001	95:5:1	one_to_one
t-s095-a005-w002	95:5	2	رَدَدْنَٰهُ	w-s095-a005-w002	95:5:2	one_to_one
t-s095-a005-w003	95:5	3	أَسْفَلَ	w-s095-a005-w003	95:5:3	one_to_one
t-s095-a005-w004	95:5	4	سَٰفِلِينَ	w-s095-a005-w004	95:5:4	one_to_one
t-s095-a006-w001	95:6	1	إِلَّا	w-s095-a006-w001	95:6:1	one_to_one
t-s095-a006-w002	95:6	2	ٱلَّذِينَ	w-s095-a006-w002	95:6:2	one_to_one
t-s095-a006-w003	95:6	3	ءَامَنُوا۟	w-s095-a006-w003	95:6:3	one_to_one
t-s095-a006-w004	95:6	4	وَعَمِلُوا۟	w-s095-a006-w004	95:6:4	one_to_one
t-s095-a006-w005	95:6	5	ٱلصَّٰلِحَٰتِ	w-s095-a006-w005	95:6:5	one_to_one
t-s095-a006-w006	95:6	6	فَلَهُمْ	w-s095-a006-w006	95:6:6	one_to_one
t-s095-a006-w007	95:6	7	أَجْرٌ	w-s095-a006-w007	95:6:7	one_to_one
t-s095-a006-w008	95:6	8	غَيْرُ	w-s095-a006-w008	95:6:8	one_to_one
t-s095-a006-w009	95:6	9	مَمْنُونٍۢ	w-s095-a006-w009	95:6:9	one_to_one
t-s095-a007-w001	95:7	1	فَمَا	w-s095-a007-w001	95:7:1	one_to_one
t-s095-a007-w002	95:7	2	يُكَذِّبُكَ	w-s095-a007-w002	95:7:2	one_to_one
t-s095-a007-w003	95:7	3	بَعْدُ	w-s095-a007-w003	95:7:3	one_to_one
t-s095-a007-w004	95:7	4	بِٱلدِّينِ	w-s095-a007-w004	95:7:4	one_to_one
t-s095-a008-w001	95:8	1	أَلَيْسَ	w-s095-a008-w001	95:8:1	one_to_one
t-s095-a008-w002	95:8	2	ٱللَّهُ	w-s095-a008-w002	95:8:2	one_to_one
t-s095-a008-w003	95:8	3	بِأَحْكَمِ	w-s095-a008-w003	95:8:3	one_to_one
t-s095-a008-w004	95:8	4	ٱلْحَٰكِمِينَ	w-s095-a008-w004	95:8:4	one_to_one
