surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
96	1	1	1	96:1:1:1	ٱقْرَأْ	قَرَأَ	ق ر ء	ق ر ء	V	STEM	STEM|POS:V|IMPV|LEM:qara>a|ROOT:qrA|2MS	IMPV						
96	1	2	1	96:1:2:1	بِ				P	PREFIX	PREFIX|bi+							
96	1	2	2	96:1:2:2	ٱسْمِ	ٱسْم	س م و	س م و	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN							
96	1	3	1	96:1:3:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
96	1	3	2	96:1:3:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
96	1	4	1	96:1:4:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
96	1	5	1	96:1:5:1	خَلَقَ	خَلَقَ	خ ل ق	خ ل ق	V	STEM	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS	PERF						
96	2	1	1	96:2:1:1	خَلَقَ	خَلَقَ	خ ل ق	خ ل ق	V	STEM	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS	PERF						
96	2	2	1	96:2:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
96	2	2	2	96:2:2:2	إِنسَٰنَ	إِنسَٰن	ء ن س	ء ن س	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC							
96	2	3	1	96:2:3:1	مِنْ	مِن			P	STEM	STEM|POS:P|LEM:min							
96	2	4	1	96:2:4:1	عَلَقٍ	عَلَق	ع ل ق	ع ل ق	N	STEM	STEM|POS:N|LEM:Ealaq|ROOT:Elq|M|INDEF|GEN							
96	3	1	1	96:3:1:1	ٱقْرَأْ	قَرَأَ	ق ر ء	ق ر ء	V	STEM	STEM|POS:V|IMPV|LEM:qara>a|ROOT:qrA|2MS	IMPV						
96	3	2	1	96:3:2:1	وَ				REM	PREFIX	PREFIX|w:REM+							
96	3	2	2	96:3:2:2	رَبُّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM							
96	3	2	3	96:3:2:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
96	3	3	1	96:3:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
96	3	3	2	96:3:3:2	أَكْرَمُ	أَكْرَم	ك ر م	ك ر م	ADJ	STEM	STEM|POS:ADJ|LEM:>akoram|ROOT:krm|MS|NOM							
96	4	1	1	96:4:1:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
96	4	2	1	96:4:2:1	عَلَّمَ	عَلَّمَ	ع ل م	ع ل م	V	STEM	STEM|POS:V|PERF|(II)|LEM:Eal~ama|ROOT:Elm|3MS	PERF			II			
96	4	3	1	96:4:3:1	بِ				P	PREFIX	PREFIX|bi+							
96	4	3	2	96:4:3:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
96	4	3	3	96:4:3:3	قَلَمِ	قَلَم	ق ل م	ق ل م	N	STEM	STEM|POS:N|LEM:qalam|ROOT:qlm|M|GEN							
96	5	1	1	96:5:1:1	عَلَّمَ	عَلَّمَ	ع ل م	ع ل م	V	STEM	STEM|POS:V|PERF|(II)|LEM:Eal~ama|ROOT:Elm|3MS	PERF			II			
96	5	2	1	96:5:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
96	5	2	2	96:5:2:2	إِنسَٰنَ	إِنسَٰن	ء ن س	ء ن س	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC							
96	5	3	1	96:5:3:1	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
96	5	4	1	96:5:4:1	لَمْ	لَم			NEG	STEM	STEM|POS:NEG|LEM:lam							
96	5	5	1	96:5:5:1	يَعْلَمْ	عَلِمَ	ع ل م	ع ل م	V	STEM	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|3MS|MOOD:JUS	IMPF	JUS					
96	6	1	1	96:6:1:1	كَلَّآ	كَلَّا			AVR	STEM	STEM|POS:AVR|LEM:kal~aA							
96	6	2	1	96:6:2:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
96	6	3	1	96:6:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
96	6	3	2	96:6:3:2	إِنسَٰنَ	إِنسَٰن	ء ن س	ء ن س	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC							
96	6	4	1	96:6:4:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
