edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s096:001:pass1:attach:a1	q:96:1:1	q:96:1:3	prep_complement	head-to-dependent	high	اقْرَأْ | بِاسْمِ	case_government;local_syntax	ٱسْمِ is governed by بِ as the complement attached to ٱقْرَأْ.
ae:v3:s096:001:pass1:attach:a2	q:96:1:3	q:96:1:4	idafa	head-to-dependent	high	بِاسْمِ | رَبِّكَ	case_government;local_syntax	رَبِّكَ completes the construct ٱسْمِ.
ae:v3:s096:001:pass1:attach:a3	q:96:1:4	q:96:1:5	adjective	head-to-dependent	high	رَبِّكَ | الَّذِي	local_syntax	ٱلَّذِى introduces a relative وصف for رَبِّكَ.
ae:v3:s096:001:pass1:attach:a4	q:96:1:6	q:96:1:5	subject	head-to-dependent	high	خَلَقَ | الَّذِي	agreement;local_syntax	ٱلَّذِى is the overt subject of خَلَقَ inside the relative clause.
ae:v3:s096:002:pass1:attach:a1	q:96:2:1	q:96:2:2	direct_object	head-to-dependent	high	خَلَقَ | الْإِنْسَانَ	case_government;word_order	ٱلْإِنسَٰنَ is accusative as the direct object of خَلَقَ.
ae:v3:s096:002:pass1:attach:a2	q:96:2:1	q:96:2:4	prep_complement	head-to-dependent	high	خَلَقَ | عَلَقٍ	case_government;local_syntax	عَلَقٍ is governed by مِنْ as the source complement of خَلَقَ.
ae:v3:s096:003:pass1:attach:a1	q:96:3:3	q:96:3:4	predication	head-to-dependent	high	وَرَبُّكَ | الْأَكْرَمُ	case_government;local_syntax	الْأَكْرَمُ is the predicate of رَبُّكَ.
ae:v3:s096:003:pass1:attach:a2	q:96:3:1	q:96:3:3	conjoined	head-to-dependent	medium	اقْرَأْ | وَرَبُّكَ	local_syntax	و connects the nominal clause رَبُّكَ الْأَكْرَمُ with the imperative اقْرَأْ.
ae:v3:s096:004:pass1:attach:a1	q:96:4:2	q:96:4:1	subject	head-to-dependent	high	عَلَّمَ | الَّذِي	agreement;local_syntax	ٱلَّذِى is the overt subject of عَلَّمَ.
ae:v3:s096:004:pass1:attach:a2	q:96:4:2	q:96:4:3	prep_complement	head-to-dependent	high	عَلَّمَ | بِالْقَلَمِ	case_government;local_syntax	ٱلْقَلَمِ is governed by the prefixed بِ as the instrument of عَلَّمَ.
