surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
113	1	1	1	113:1:1:1	قُلْ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS	IMPV						
113	1	2	1	113:1:2:1	أَعُوذُ	عُذْ	ع و ذ	ع و ذ	V	STEM	STEM|POS:V|IMPF|LEM:Eu*o|ROOT:Ew*|1S	IMPF						
113	1	3	1	113:1:3:1	بِ				P	PREFIX	PREFIX|bi+							
113	1	3	2	113:1:3:2	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
113	1	4	1	113:1:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
113	1	4	2	113:1:4:2	فَلَقِ	فَلَق	ف ل ق	ف ل ق	N	STEM	STEM|POS:N|LEM:falaq|ROOT:flq|M|GEN							
113	2	1	1	113:2:1:1	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
113	2	2	1	113:2:2:1	شَرِّ	شَرّ	ش ر ر	ش ر ر	N	STEM	STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN							
113	2	3	1	113:2:3:1	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
113	2	4	1	113:2:4:1	خَلَقَ	خَلَقَ	خ ل ق	خ ل ق	V	STEM	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS	PERF						
113	3	1	1	113:3:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
113	3	1	2	113:3:1:2	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
113	3	2	1	113:3:2:1	شَرِّ	شَرّ	ش ر ر	ش ر ر	N	STEM	STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN							
113	3	3	1	113:3:3:1	غَاسِقٍ	غَاسِق	غ س ق	غ س ق	N	STEM	STEM|POS:N|ACT|PCPL|LEM:gaAsiq|ROOT:gsq|M|INDEF|GEN			ACT				
113	3	4	1	113:3:4:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
113	3	5	1	113:3:5:1	وَقَبَ	وَقَبَ	و ق ب	و ق ب	V	STEM	STEM|POS:V|PERF|LEM:waqaba|ROOT:wqb|3MS	PERF						
113	4	1	1	113:4:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
113	4	1	2	113:4:1:2	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
113	4	2	1	113:4:2:1	شَرِّ	شَرّ	ش ر ر	ش ر ر	N	STEM	STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN							
113	4	3	1	113:4:3:1	ٱل				DET	PREFIX	PREFIX|Al+							
113	4	3	2	113:4:3:2	نَّفَّٰثَٰتِ	نَّفَّٰثَٰت	ن ف ث	ن ف ث	N	STEM	STEM|POS:N|LEM:n~af~a`va`t|ROOT:nfv|FP|GEN							
113	4	4	1	113:4:4:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
113	4	5	1	113:4:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
113	4	5	2	113:4:5:2	عُقَدِ	عُقْدَة	ع ق د	ع ق د	N	STEM	STEM|POS:N|LEM:Euqodap|ROOT:Eqd|MP|GEN							
113	5	1	1	113:5:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
113	5	1	2	113:5:1:2	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
113	5	2	1	113:5:2:1	شَرِّ	شَرّ	ش ر ر	ش ر ر	N	STEM	STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN							
113	5	3	1	113:5:3:1	حَاسِدٍ	حَاسِد	ح س د	ح س د	N	STEM	STEM|POS:N|ACT|PCPL|LEM:HaAsid|ROOT:Hsd|M|INDEF|GEN			ACT				
113	5	4	1	113:5:4:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
113	5	5	1	113:5:5:1	حَسَدَ	حَسَدَ	ح س د	ح س د	V	STEM	STEM|POS:V|PERF|LEM:Hasada|ROOT:Hsd|3MS	PERF						
