cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-79_0-00001	79:0	w-s079-a000-w002	w-s079-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-79_0-00002	79:0	w-s079-a000-w002	w-s079-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-79_0-00003	79:0	w-s079-a000-w002	w-s079-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-79_0-00004	79:0	w-s079-a000-w003	w-s079-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-79_0-00005	79:0	w-s079-a000-w004	w-s079-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-79_1-00006	79:1	w-s079-a001-w002	w-s079-a001-w001	غ ر ق	ن ز ع	1	1	1	1	1	1	intra_ayah:79:1:root:1
co-79_5-00007	79:5	w-s079-a005-w002	w-s079-a005-w001	ء م ر	د ب ر	1	1	1	1	8	8	intra_ayah:79:5:root:1
co-79_6-00008	79:6	w-s079-a006-w002	w-s079-a006-w001	ر ج ف	ي و م	1	1	2	2	2	3	intra_ayah:79:6:root:1
co-79_6-00009	79:6	w-s079-a006-w003	w-s079-a006-w001	ر ج ف	ي و م	2	1	2	2	2	3	intra_ayah:79:6:root:1
co-79_7-00010	79:7	w-s079-a007-w001	w-s079-a007-w002	ت ب ع	ر د ف	1	1	1	1	1	1	intra_ayah:79:7:root:1
co-79_8-00011	79:8	w-s079-a008-w001	w-s079-a008-w003	ق ل ب	و ج ف	2	1	1	1	1	1	intra_ayah:79:8:root:1
co-79_9-00012	79:9	w-s079-a009-w001	w-s079-a009-w002	ب ص ر	خ ش ع	1	1	1	1	4	4	intra_ayah:79:9:root:1
co-79_10-00013	79:10	w-s079-a010-w005	w-s079-a010-w003	ح ف ر	ر د د	2	1	1	1	1	1	intra_ayah:79:10:root:1
co-79_10-00014	79:10	w-s079-a010-w005	w-s079-a010-w001	ح ف ر	ق و ل	4	2	2	1	1	1	intra_ayah:79:10:root:2
co-79_10-00015	79:10	w-s079-a010-w003	w-s079-a010-w001	ر د د	ق و ل	2	1	1	1	18	23	intra_ayah:79:10:root:3
co-79_11-00016	79:11	w-s079-a011-w003	w-s079-a011-w002	ع ظ م	ك و ن	1	1	1	1	25	31	intra_ayah:79:11:root:1
co-79_11-00017	79:11	w-s079-a011-w003	w-s079-a011-w004	ع ظ م	ن خ ر	1	1	1	1	1	1	intra_ayah:79:11:root:2
co-79_11-00018	79:11	w-s079-a011-w002	w-s079-a011-w004	ك و ن	ن خ ر	2	2	2	1	1	1	intra_ayah:79:11:root:3
co-79_12-00019	79:12	w-s079-a012-w005	w-s079-a012-w001	خ س ر	ق و ل	4	2	2	1	18	22	intra_ayah:79:12:root:1
co-79_12-00020	79:12	w-s079-a012-w005	w-s079-a012-w004	خ س ر	ك ر ر	1	1	1	1	1	1	intra_ayah:79:12:root:2
co-79_12-00021	79:12	w-s079-a012-w001	w-s079-a012-w004	ق و ل	ك ر ر	3	1	1	1	3	3	intra_ayah:79:12:root:3
co-79_13-00022	79:13	w-s079-a013-w003	w-s079-a013-w004	ز ج ر	و ح د	1	1	1	1	2	2	intra_ayah:79:13:root:1
co-79_15-00023	79:15	w-s079-a015-w002	w-s079-a015-w003	ء ت ي	ح د ث	1	1	1	1	10	10	intra_ayah:79:15:root:1
co-79_16-00024	79:16	w-s079-a016-w003	w-s079-a016-w006	ر ب ب	ط و ي	3	3	3	1	2	2	intra_ayah:79:16:root:1
co-79_16-00025	79:16	w-s079-a016-w002	w-s079-a016-w004	ن د و	و د ي	2	2	2	1	2	2	intra_ayah:79:16:root:10
co-79_16-00026	79:16	w-s079-a016-w003	w-s079-a016-w005	ر ب ب	ق د س	2	2	2	1	4	4	intra_ayah:79:16:root:2
co-79_16-00027	79:16	w-s079-a016-w003	w-s079-a016-w002	ر ب ب	ن د و	1	1	1	1	17	26	intra_ayah:79:16:root:3
co-79_16-00028	79:16	w-s079-a016-w003	w-s079-a016-w004	ر ب ب	و د ي	1	1	1	1	4	5	intra_ayah:79:16:root:4
co-79_16-00029	79:16	w-s079-a016-w006	w-s079-a016-w005	ط و ي	ق د س	1	1	1	1	2	2	intra_ayah:79:16:root:5
co-79_16-00030	79:16	w-s079-a016-w006	w-s079-a016-w002	ط و ي	ن د و	4	4	4	1	1	1	intra_ayah:79:16:root:6
co-79_16-00031	79:16	w-s079-a016-w006	w-s079-a016-w004	ط و ي	و د ي	2	2	2	1	2	2	intra_ayah:79:16:root:7
co-79_16-00032	79:16	w-s079-a016-w005	w-s079-a016-w002	ق د س	ن د و	3	3	3	1	1	1	intra_ayah:79:16:root:8
co-79_16-00033	79:16	w-s079-a016-w005	w-s079-a016-w004	ق د س	و د ي	1	1	1	1	2	2	intra_ayah:79:16:root:9
co-79_17-00034	79:17	w-s079-a017-w001	w-s079-a017-w005	ذ ه ب	ط غ ي	4	1	1	1	3	3	intra_ayah:79:17:root:1
co-79_18-00035	79:18	w-s079-a018-w006	w-s079-a018-w001	ز ك و	ق و ل	5	1	1	1	10	15	intra_ayah:79:18:root:1
co-79_19-00036	79:19	w-s079-a019-w004	w-s079-a019-w003	خ ش ي	ر ب ب	1	1	1	1	12	16	intra_ayah:79:19:root:1
co-79_19-00037	79:19	w-s079-a019-w004	w-s079-a019-w001	خ ش ي	ه د ي	3	2	2	1	6	10	intra_ayah:79:19:root:2
co-79_19-00038	79:19	w-s079-a019-w003	w-s079-a019-w001	ر ب ب	ه د ي	2	1	1	1	61	81	intra_ayah:79:19:root:3
co-79_20-00039	79:20	w-s079-a020-w002	w-s079-a020-w001	ء ي ي	ر ء ي	1	1	1	1	35	49	intra_ayah:79:20:root:1
co-79_20-00040	79:20	w-s079-a020-w002	w-s079-a020-w003	ء ي ي	ك ب ر	1	1	1	1	23	27	intra_ayah:79:20:root:2
co-79_20-00041	79:20	w-s079-a020-w001	w-s079-a020-w003	ر ء ي	ك ب ر	2	2	2	1	21	26	intra_ayah:79:20:root:3
co-79_21-00042	79:21	w-s079-a021-w002	w-s079-a021-w001	ع ص ي	ك ذ ب	1	1	1	1	1	1	intra_ayah:79:21:root:1
co-79_22-00043	79:22	w-s079-a022-w002	w-s079-a022-w003	د ب ر	س ع ي	1	1	1	1	1	1	intra_ayah:79:22:root:1
co-79_23-00044	79:23	w-s079-a023-w001	w-s079-a023-w002	ح ش ر	ن د و	1	1	1	1	1	1	intra_ayah:79:23:root:1
co-79_24-00045	79:24	w-s079-a024-w003	w-s079-a024-w004	ر ب ب	ع ل و	1	1	1	1	11	11	intra_ayah:79:24:root:1
co-79_24-00046	79:24	w-s079-a024-w003	w-s079-a024-w001	ر ب ب	ق و ل	2	1	1	1	329	501	intra_ayah:79:24:root:2
