attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	98:0	1:1	1	w-s098-a000-w001	1:1:1	m-w-s098-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	98:0	1:1	2	w-s098-a000-w001	1:1:1	m-w-s098-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	98:0	1:1	3	w-s098-a000-w002	1:1:2	m-w-s098-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	98:0	1:1	4	w-s098-a000-w003	1:1:3	m-w-s098-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	98:0	1:1	5	w-s098-a000-w003	1:1:3	m-w-s098-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:98:1:1	98:1	98:1	1	w-s098-a001-w001	98:1:1	m-w-s098-a001-w001-01	لَمْ	ل م م		position_crosswalk	morpheme_aligned
q:98:1:2	98:1	98:1	2	w-s098-a001-w002	98:1:2	m-w-s098-a001-w002-01	يَكُنِ	ك و ن		position_crosswalk	morpheme_aligned
q:98:1:3	98:1	98:1	3	w-s098-a001-w003	98:1:3	m-w-s098-a001-w003-01	الَّذِينَ	ل ل ذ	مِن	position_crosswalk	morpheme_aligned
q:98:1:5	98:1	98:1	5	w-s098-a001-w005	98:1:5	m-w-s098-a001-w005-01			مِن	position_crosswalk	morpheme_aligned
q:98:1:6	98:1	98:1	6	w-s098-a001-w006	98:1:6	m-w-s098-a001-w006-01	أَهْلِ	أ ه ل	مِن	position_crosswalk	morpheme_aligned
q:98:1:7	98:1	98:1	7	w-s098-a001-w007	98:1:7	m-w-s098-a001-w007-02	الْكِتَابِ	ك ت ب		position_crosswalk	morpheme_aligned
