word_id	morpheme_ids	root_id	binding_status
w-s098-a000-w001	m-w-s098-a000-w001-02	root_000745	resolved_source_exact
w-s098-a000-w002	m-w-s098-a000-w002-01	root_000047	resolved_normalized_exact
w-s098-a000-w003	m-w-s098-a000-w003-02	root_000552	resolved_source_exact
w-s098-a000-w004	m-w-s098-a000-w004-02	root_000552	resolved_source_exact
w-s098-a001-w002	m-w-s098-a001-w002-01	root_001332	resolved_source_exact
w-s098-a001-w004	m-w-s098-a001-w004-01	root_001307	resolved_source_exact
w-s098-a001-w006	m-w-s098-a001-w006-01	root_000064	resolved_normalized_exact
w-s098-a001-w007	m-w-s098-a001-w007-02	root_001283	resolved_source_exact
w-s098-a001-w008	m-w-s098-a001-w008-03	root_000791	resolved_source_exact
w-s098-a001-w009	m-w-s098-a001-w009-01	root_001173	resolved_source_exact
w-s098-a001-w011	m-w-s098-a001-w011-01	root_000009	resolved_normalized_exact
w-s098-a001-w012	m-w-s098-a001-w012-02	root_000170	resolved_source_exact
w-s098-a002-w001	m-w-s098-a002-w001-01	root_000563	resolved_source_exact
w-s098-a002-w003	m-w-s098-a002-w003-01	root_000047	resolved_normalized_exact
w-s098-a002-w004	m-w-s098-a002-w004-01	root_000186	resolved_source_exact
w-s098-a002-w005	m-w-s098-a002-w005-01	root_000845	resolved_source_exact
w-s098-a002-w006	m-w-s098-a002-w006-01	root_000953	resolved_source_exact
w-s098-a003-w002	m-w-s098-a003-w002-01	root_001283	resolved_source_exact
w-s098-a003-w003	m-w-s098-a003-w003-01	root_001273	resolved_source_exact
w-s098-a004-w002	m-w-s098-a004-w002-01	root_001148	resolved_source_exact
w-s098-a004-w004	m-w-s098-a004-w004-01	root_000009	resolved_normalized_exact
w-s098-a004-w005	m-w-s098-a004-w005-02	root_001283	resolved_source_exact
w-s098-a004-w008	m-w-s098-a004-w008-01	root_000131	resolved_source_exact
w-s098-a004-w010	m-w-s098-a004-w010-01	root_000281	resolved_source_exact
w-s098-a004-w011	m-w-s098-a004-w011-02	root_000170	resolved_source_exact
w-s098-a005-w002	m-w-s098-a005-w002-01	root_000051	resolved_normalized_exact
w-s098-a005-w004	m-w-s098-a005-w004-02	root_000973	resolved_source_exact
w-s098-a005-w005	m-w-s098-a005-w005-01	root_000047	resolved_normalized_exact
w-s098-a005-w006	m-w-s098-a005-w006-01	root_000430	resolved_source_exact
w-s098-a005-w008	m-w-s098-a005-w008-02	root_000504	resolved_source_exact
w-s098-a005-w009	m-w-s098-a005-w009-01	root_000362	resolved_source_exact
w-s098-a005-w010	m-w-s098-a005-w010-02	root_001273	resolved_source_exact
w-s098-a005-w011	m-w-s098-a005-w011-02	root_000879	resolved_source_exact
w-s098-a005-w012	m-w-s098-a005-w012-02	root_000009	resolved_normalized_exact
w-s098-a005-w013	m-w-s098-a005-w013-02	root_000637	resolved_source_exact
w-s098-a005-w015	m-w-s098-a005-w015-01	root_000504	resolved_source_exact
w-s098-a005-w016	m-w-s098-a005-w016-02	root_001273	resolved_source_exact
w-s098-a006-w003	m-w-s098-a006-w003-01	root_001307	resolved_source_exact
w-s098-a006-w005	m-w-s098-a006-w005-01	root_000064	resolved_normalized_exact
w-s098-a006-w006	m-w-s098-a006-w006-02	root_001283	resolved_source_exact
w-s098-a006-w007	m-w-s098-a006-w007-03	root_000791	resolved_source_exact
w-s098-a006-w009	m-w-s098-a006-w009-01	root_001564	resolved_source_exact
w-s098-a006-w011	m-w-s098-a006-w011-01	root_000429	resolved_source_exact
w-s098-a006-w015	m-w-s098-a006-w015-01	root_000787	resolved_source_exact
w-s098-a006-w016	m-w-s098-a006-w016-02	root_000099	resolved_source_exact
w-s098-a007-w003	m-w-s098-a007-w003-01	root_000054	resolved_normalized_exact
w-s098-a007-w004	m-w-s098-a007-w004-02	root_001046	resolved_source_exact
w-s098-a007-w005	m-w-s098-a007-w005-02	root_000876	resolved_source_exact
w-s098-a007-w008	m-w-s098-a007-w008-01	root_000452	resolved_source_exact
w-s098-a007-w009	m-w-s098-a007-w009-02	root_000099	resolved_source_exact
w-s098-a008-w001	m-w-s098-a008-w001-01	root_000244	resolved_source_exact
w-s098-a008-w002	m-w-s098-a008-w002-01	root_001052	resolved_source_exact
w-s098-a008-w003	m-w-s098-a008-w003-01	root_000532	resolved_source_exact
w-s098-a008-w004	m-w-s098-a008-w004-01	root_000266	resolved_source_exact
w-s098-a008-w006	m-w-s098-a008-w006-01	root_000240	resolved_source_exact
w-s098-a008-w008	m-w-s098-a008-w008-01	root_000177	resolved_source_exact
w-s098-a008-w009	m-w-s098-a008-w009-02	root_001559	resolved_source_exact
w-s098-a008-w010	m-w-s098-a008-w010-01	root_000429	resolved_source_exact
w-s098-a008-w012	m-w-s098-a008-w012-01	root_000004	resolved_normalized_exact
w-s098-a008-w013	m-w-s098-a008-w013-01	root_000569	resolved_source_exact
w-s098-a008-w014	m-w-s098-a008-w014-01	root_000047	resolved_normalized_exact
w-s098-a008-w016	m-w-s098-a008-w016-02	root_000569	resolved_source_exact
w-s098-a008-w020	m-w-s098-a008-w020-01	root_000413	resolved_source_exact
w-s098-a008-w021	m-w-s098-a008-w021-01	root_000532	resolved_source_exact
