source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s073-a000-w001	73:0	1	بِسْمِ	w-s073-a000-w001	1:1:1	one_to_one
t-s073-a000-w002	73:0	2	ٱللَّهِ	w-s073-a000-w002	1:1:2	one_to_one
t-s073-a000-w003	73:0	3	ٱلرَّحْمَٰنِ	w-s073-a000-w003	1:1:3	one_to_one
t-s073-a000-w004	73:0	4	ٱلرَّحِيمِ	w-s073-a000-w004	1:1:4	one_to_one
t-s073-a001-w001	73:1	1	يَٰٓأَيُّهَا	w-s073-a001-w001	73:1:1	one_to_one
t-s073-a001-w002	73:1	2	ٱلْمُزَّمِّلُ	w-s073-a001-w002	73:1:2	one_to_one
t-s073-a002-w001	73:2	1	قُمِ	w-s073-a002-w001	73:2:1	one_to_one
t-s073-a002-w002	73:2	2	ٱلَّيْلَ	w-s073-a002-w002	73:2:2	one_to_one
t-s073-a002-w003	73:2	3	إِلَّا	w-s073-a002-w003	73:2:3	one_to_one
t-s073-a002-w004	73:2	4	قَلِيلًۭا	w-s073-a002-w004	73:2:4	one_to_one
t-s073-a003-w001	73:3	1	نِّصْفَهُۥٓ	w-s073-a003-w001	73:3:1	one_to_one
t-s073-a003-w002	73:3	2	أَوِ	w-s073-a003-w002	73:3:2	one_to_one
t-s073-a003-w003	73:3	3	ٱنقُصْ	w-s073-a003-w003	73:3:3	one_to_one
t-s073-a003-w004	73:3	4	مِنْهُ	w-s073-a003-w004	73:3:4	one_to_one
t-s073-a003-w005	73:3	5	قَلِيلًا	w-s073-a003-w005	73:3:5	one_to_one
t-s073-a004-w001	73:4	1	أَوْ	w-s073-a004-w001	73:4:1	one_to_one
t-s073-a004-w002	73:4	2	زِدْ	w-s073-a004-w002	73:4:2	one_to_one
t-s073-a004-w003	73:4	3	عَلَيْهِ	w-s073-a004-w003	73:4:3	one_to_one
t-s073-a004-w004	73:4	4	وَرَتِّلِ	w-s073-a004-w004	73:4:4	one_to_one
t-s073-a004-w005	73:4	5	ٱلْقُرْءَانَ	w-s073-a004-w005	73:4:5	one_to_one
t-s073-a004-w006	73:4	6	تَرْتِيلًا	w-s073-a004-w006	73:4:6	one_to_one
t-s073-a005-w001	73:5	1	إِنَّا	w-s073-a005-w001	73:5:1	one_to_one
t-s073-a005-w002	73:5	2	سَنُلْقِى	w-s073-a005-w002	73:5:2	one_to_one
t-s073-a005-w003	73:5	3	عَلَيْكَ	w-s073-a005-w003	73:5:3	one_to_one
t-s073-a005-w004	73:5	4	قَوْلًۭا	w-s073-a005-w004	73:5:4	one_to_one
t-s073-a005-w005	73:5	5	ثَقِيلًا	w-s073-a005-w005	73:5:5	one_to_one
t-s073-a006-w001	73:6	1	إِنَّ	w-s073-a006-w001	73:6:1	one_to_one
t-s073-a006-w002	73:6	2	نَاشِئَةَ	w-s073-a006-w002	73:6:2	one_to_one
t-s073-a006-w003	73:6	3	ٱلَّيْلِ	w-s073-a006-w003	73:6:3	one_to_one
t-s073-a006-w004	73:6	4	هِىَ	w-s073-a006-w004	73:6:4	one_to_one
t-s073-a006-w005	73:6	5	أَشَدُّ	w-s073-a006-w005	73:6:5	one_to_one
t-s073-a006-w006	73:6	6	وَطْـًۭٔا	w-s073-a006-w006	73:6:6	one_to_one
t-s073-a006-w007	73:6	7	وَأَقْوَمُ	w-s073-a006-w007	73:6:7	one_to_one
t-s073-a006-w008	73:6	8	قِيلًا	w-s073-a006-w008	73:6:8	one_to_one
t-s073-a007-w001	73:7	1	إِنَّ	w-s073-a007-w001	73:7:1	one_to_one
t-s073-a007-w002	73:7	2	لَكَ	w-s073-a007-w002	73:7:2	one_to_one
t-s073-a007-w003	73:7	3	فِى	w-s073-a007-w003	73:7:3	one_to_one
t-s073-a007-w004	73:7	4	ٱلنَّهَارِ	w-s073-a007-w004	73:7:4	one_to_one
t-s073-a007-w005	73:7	5	سَبْحًۭا	w-s073-a007-w005	73:7:5	one_to_one
t-s073-a007-w006	73:7	6	طَوِيلًۭا	w-s073-a007-w006	73:7:6	one_to_one
t-s073-a008-w001	73:8	1	وَٱذْكُرِ	w-s073-a008-w001	73:8:1	one_to_one
t-s073-a008-w002	73:8	2	ٱسْمَ	w-s073-a008-w002	73:8:2	one_to_one
t-s073-a008-w003	73:8	3	رَبِّكَ	w-s073-a008-w003	73:8:3	one_to_one
t-s073-a008-w004	73:8	4	وَتَبَتَّلْ	w-s073-a008-w004	73:8:4	one_to_one
t-s073-a008-w005	73:8	5	إِلَيْهِ	w-s073-a008-w005	73:8:5	one_to_one
t-s073-a008-w006	73:8	6	تَبْتِيلًۭا	w-s073-a008-w006	73:8:6	one_to_one
t-s073-a009-w001	73:9	1	رَّبُّ	w-s073-a009-w001	73:9:1	one_to_one
t-s073-a009-w002	73:9	2	ٱلْمَشْرِقِ	w-s073-a009-w002	73:9:2	one_to_one
t-s073-a009-w003	73:9	3	وَٱلْمَغْرِبِ	w-s073-a009-w003	73:9:3	one_to_one
t-s073-a009-w004	73:9	4	لَآ	w-s073-a009-w004	73:9:4	one_to_one
t-s073-a009-w005	73:9	5	إِلَٰهَ	w-s073-a009-w005	73:9:5	one_to_one
t-s073-a009-w006	73:9	6	إِلَّا	w-s073-a009-w006	73:9:6	one_to_one
t-s073-a009-w007	73:9	7	هُوَ	w-s073-a009-w007	73:9:7	one_to_one
t-s073-a009-w008	73:9	8	فَٱتَّخِذْهُ	w-s073-a009-w008	73:9:8	one_to_one
t-s073-a009-w009	73:9	9	وَكِيلًۭا	w-s073-a009-w009	73:9:9	one_to_one
t-s073-a010-w001	73:10	1	وَٱصْبِرْ	w-s073-a010-w001	73:10:1	one_to_one
t-s073-a010-w002	73:10	2	عَلَىٰ	w-s073-a010-w002	73:10:2	one_to_one
t-s073-a010-w003	73:10	3	مَا	w-s073-a010-w003	73:10:3	one_to_one
t-s073-a010-w004	73:10	4	يَقُولُونَ	w-s073-a010-w004	73:10:4	one_to_one
t-s073-a010-w005	73:10	5	وَٱهْجُرْهُمْ	w-s073-a010-w005	73:10:5	one_to_one
t-s073-a010-w006	73:10	6	هَجْرًۭا	w-s073-a010-w006	73:10:6	one_to_one
t-s073-a010-w007	73:10	7	جَمِيلًۭا	w-s073-a010-w007	73:10:7	one_to_one
t-s073-a011-w001	73:11	1	وَذَرْنِى	w-s073-a011-w001	73:11:1	one_to_one
t-s073-a011-w002	73:11	2	وَٱلْمُكَذِّبِينَ	w-s073-a011-w002	73:11:2	one_to_one
t-s073-a011-w003	73:11	3	أُو۟لِى	w-s073-a011-w003	73:11:3	one_to_one
t-s073-a011-w004	73:11	4	ٱلنَّعْمَةِ	w-s073-a011-w004	73:11:4	one_to_one
t-s073-a011-w005	73:11	5	وَمَهِّلْهُمْ	w-s073-a011-w005	73:11:5	one_to_one
t-s073-a011-w006	73:11	6	قَلِيلًا	w-s073-a011-w006	73:11:6	one_to_one
t-s073-a012-w001	73:12	1	إِنَّ	w-s073-a012-w001	73:12:1	one_to_one
t-s073-a012-w002	73:12	2	لَدَيْنَآ	w-s073-a012-w002	73:12:2	one_to_one
