syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-73_0-00001	ae:v3:s001:001:pass1:attach:a1	73:0	w-s073-a000-w001	w-s073-a000-w001	w-s073-a000-w001	m-w-s073-a000-w001-01	m-w-s073-a000-w001-02	m-w-s073-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-73_0-00002	ae:v3:s001:001:pass1:attach:a2	73:0	w-s073-a000-w001	w-s073-a000-w002		m-w-s073-a000-w001-02	m-w-s073-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-73_0-00003	ae:v3:s001:001:pass1:attach:a3	73:0	w-s073-a000-w002	w-s073-a000-w003		m-w-s073-a000-w002-01	m-w-s073-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-73_0-00004	ae:v3:s001:001:pass1:attach:a4	73:0	w-s073-a000-w002	w-s073-a000-w003		m-w-s073-a000-w002-01	m-w-s073-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-73_1-00005	ae:v3:s073:001:pass1:attach:a1	73:1	w-s073-a001-w001	w-s073-a001-w001		m-w-s073-a001-w001-02	m-w-s073-a001-w001-02		73:1:1:2	73:1:1:2		q:73:1:1	q:73:1:2		1	2		vocative	strongly_licensed	high			VOC_PART	REL_PRON			position_morpheme_aligned	local_syntax;formulaic_construction	أَيُّهَا is the vocative target introduced by يَا.	resources/attachments.tsv:55843
sx-73_1-00006	ae:v3:s073:001:pass1:attach:a2	73:1	w-s073-a001-w001	w-s073-a001-w002		m-w-s073-a001-w001-02	m-w-s073-a001-w002-02		73:1:1:2	73:1:2:2		q:73:1:2	q:73:1:3		2	3		apposition	strongly_licensed	high			REL_PRON	NOUN_ACTIVE_PART			position_morpheme_aligned	agreement;local_syntax	ٱلْمُزَّمِّلُ stands in apposition to the vocative أَيُّهَا and names the addressee.	resources/attachments.tsv:55844
sx-73_2-00007	ae:v3:s073:002:pass1:attach:a1	73:2	w-s073-a002-w001	w-s073-a002-w002		m-w-s073-a002-w001-01	m-w-s073-a002-w002-02		73:2:1:1	73:2:2:2		q:73:2:1	q:73:2:2		1	2		adverbial	strongly_licensed	high			CV	NOUN_ABSTRACT			position_morpheme_aligned	case_government;local_syntax	ٱلَّيْلَ is an accusative time adverbial specifying when قُمِ is to occur.	resources/attachments.tsv:55845
sx-73_2-00008	ae:v3:s073:002:pass1:attach:a2	73:2	w-s073-a002-w002	w-s073-a002-w004		m-w-s073-a002-w002-02	m-w-s073-a002-w004-01		73:2:2:2	73:2:4:1		q:73:2:2	q:73:2:4		2	4		exception	syntactically_forced	high			NOUN_ABSTRACT	ADJ_QUALIT			position_morpheme_aligned	case_government;local_syntax	قَلِيلًا is introduced by إِلَّا as the exception from the night expressed by ٱلَّيْلَ.	resources/attachments.tsv:55846
sx-73_3-00009	ae:v3:s073:003:pass1:attach:a1	73:3	w-s073-a003-w001	w-s073-a003-w003		m-w-s073-a003-w001-01	m-w-s073-a003-w003-01		73:3:1:1	73:3:3:1		q:73:3:1	q:73:3:3		1	3		conjoined	strongly_licensed	medium			NOUN_ABSTRACT	CV			position_morpheme_aligned	local_syntax	أَوِ presents ٱنقُصْ as an alternative to the preceding measured phrase نِّصْفَهُ within the ayah.	resources/attachments.tsv:55847
sx-73_3-00010	ae:v3:s073:003:pass1:attach:a2	73:3	w-s073-a003-w003	w-s073-a003-w004	w-s073-a003-w004	m-w-s073-a003-w003-01	m-w-s073-a003-w004-02	m-w-s073-a003-w004-01	73:3:3:1	73:3:4:2	73:3:4:1	q:73:3:3	q:73:3:4	q:73:3:4	3	4	4	prep_complement	syntactically_forced	high		pronoun_suffix	CV			مِن	position_morpheme_aligned	case_government;local_syntax	The pronoun in مِنْهُ is governed by مِنْ as the source complement of ٱنقُصْ.	resources/attachments.tsv:55848
sx-73_3-00011	ae:v3:s073:003:pass1:attach:a3	73:3	w-s073-a003-w003	w-s073-a003-w005		m-w-s073-a003-w003-01	m-w-s073-a003-w005-01		73:3:3:1	73:3:5:1		q:73:3:3	q:73:3:5		3	5		direct_object	strongly_licensed	high			CV	ADJ_QUALIT	explicit		position_morpheme_aligned	case_government;local_syntax	قَلِيلًا names the small amount to be diminished by ٱنقُصْ.	resources/attachments.tsv:55849
