syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-6_0-00001	ae:v3:s001:001:pass1:attach:a1	6:0	w-s006-a000-w001	w-s006-a000-w001	w-s006-a000-w001	m-w-s006-a000-w001-01	m-w-s006-a000-w001-02	m-w-s006-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-6_0-00002	ae:v3:s001:001:pass1:attach:a2	6:0	w-s006-a000-w001	w-s006-a000-w002		m-w-s006-a000-w001-02	m-w-s006-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-6_0-00003	ae:v3:s001:001:pass1:attach:a3	6:0	w-s006-a000-w002	w-s006-a000-w003		m-w-s006-a000-w002-01	m-w-s006-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-6_0-00004	ae:v3:s001:001:pass1:attach:a4	6:0	w-s006-a000-w002	w-s006-a000-w003		m-w-s006-a000-w002-01	m-w-s006-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-6_1-00005	ae:v3:s006:001:pass1:attach:a1	6:1	w-s006-a001-w001	w-s006-a001-w002	w-s006-a001-w001	m-w-s006-a001-w001-02	m-w-s006-a001-w002-02	m-w-s006-a001-w001-02	6:1:1:2	6:1:2:2	6:1:1:2	q:6:1:1	q:6:1:3	q:6:1:2	1	3	2	prep_complement	syntactically_forced	high			GERUND	NOUN_PROP		لـ	fallback_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is governed by لِ as the attribution complement of ٱلْحَمْدُ.	resources/attachments.tsv:11743
sx-6_1-00006	ae:v3:s006:001:pass1:attach:a2	6:1	w-s006-a001-w001	w-s006-a001-w002		m-w-s006-a001-w001-02	m-w-s006-a001-w002-02		6:1:1:2	6:1:2:2		q:6:1:1	q:6:1:3		1	3		predication	strongly_licensed	high			GERUND	NOUN_PROP			position_morpheme_aligned	local_syntax	لِلَّهِ supplies the predicate of ٱلْحَمْدُ.	resources/attachments.tsv:11744
sx-6_1-00007	ae:v3:s006:001:pass1:attach:a3	6:1	w-s006-a001-w002	w-s006-a001-w003		m-w-s006-a001-w002-02	m-w-s006-a001-w003-01		6:1:2:2	6:1:3:1		q:6:1:3	q:6:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	REL_PRON			position_morpheme_aligned	local_syntax	ٱلَّذِى خَلَقَ describes ٱللَّهِ through the following relative clause.	resources/attachments.tsv:11745
sx-6_1-00008	ae:v3:s006:001:pass1:attach:a4	6:1	w-s006-a001-w004	w-s006-a001-w003		m-w-s006-a001-w004-01	m-w-s006-a001-w003-01		6:1:4:1	6:1:3:1		q:6:1:5	q:6:1:4		5	4		subject	strongly_licensed	high			PV	REL_PRON			position_morpheme_aligned	agreement;local_syntax	ٱلَّذِى is the syntactic subject of خَلَقَ in the relative clause.	resources/attachments.tsv:11746
sx-6_1-00009	ae:v3:s006:001:pass1:attach:a5	6:1	w-s006-a001-w004	w-s006-a001-w005		m-w-s006-a001-w004-01	m-w-s006-a001-w005-02		6:1:4:1	6:1:5:2		q:6:1:5	q:6:1:6		5	6		direct_object	syntactically_forced	high			PV	NOUN_CONCRETE	explicit		position_morpheme_aligned	case_government;word_order	ٱلسَّمَٰوَٰتِ is the accusative object of خَلَقَ.	resources/attachments.tsv:11747
sx-6_1-00010	ae:v3:s006:001:pass1:attach:a6	6:1	w-s006-a001-w005	w-s006-a001-w006		m-w-s006-a001-w005-02	m-w-s006-a001-w006-03		6:1:5:2	6:1:6:3		q:6:1:6	q:6:1:8		6	8		conjoined	strongly_licensed	high			NOUN_CONCRETE	NOUN_CONCRETE			position_morpheme_aligned	parallelism;case_government	ٱلْأَرْضَ is coordinated by وَ with ٱلسَّمَٰوَٰتِ as object of خَلَقَ.	resources/attachments.tsv:11748
