finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-68_0-001	68:0	1	strong	1	1	1:1:1	root_000745	B005	w-s068-a000-w001
f-68_0-001	68:0	1	strong	2	1	1:1:2	root_000047	B001	w-s068-a000-w002
f-68_0-002	68:0	2	strong	1	1	1:1:3	root_000552	B001	w-s068-a000-w003
f-68_0-002	68:0	2	strong	1	2	1:1:3	root_000552	B003	w-s068-a000-w003
f-68_0-002	68:0	2	strong	2	1	1:1:4	root_000552	B001	w-s068-a000-w004
f-68_0-002	68:0	2	strong	2	2	1:1:4	root_000552	B003	w-s068-a000-w004
f-68_1-001	68:1	1	strong	1	1	68:1:2	root_001252	B003	w-s068-a001-w002
f-68_1-001	68:1	1	strong	2	1	68:1:4	root_000704	B001	w-s068-a001-w004
f-68_1-002	68:1	2	weak	1	1	68:1:2	root_001252	B001	w-s068-a001-w002
f-68_1-002	68:1	2	weak	1	2	68:1:2	root_001252	B006	w-s068-a001-w002
f-68_1-002	68:1	2	weak	2	1	68:1:4	root_000704	B004	w-s068-a001-w004
f-68_1-003	68:1	3	weak	1	1	68:1:2	root_001252	B004	w-s068-a001-w002
f-68_2-001	68:2	1	strong	1	1	68:2:3	root_001525	B001	w-s068-a002-w003
f-68_2-001	68:2	1	strong	2	1	68:2:4	root_000532	B002	w-s068-a002-w004
f-68_2-001	68:2	1	strong	3	1	68:2:5	root_000266	B006	w-s068-a002-w005
f-68_2-002	68:2	2	strong	1	1	68:2:5	root_000266	B001	w-s068-a002-w005
f-68_2-002	68:2	2	strong	1	2	68:2:5	root_000266	B010	w-s068-a002-w005
f-68_3-001	68:3	1	weak	1	1	68:3:3	root_000015	B002	w-s068-a003-w003
f-68_3-002	68:3	2	strong	1	1	68:3:3	root_000015	B001	w-s068-a003-w003
f-68_3-002	68:3	2	strong	2	1	68:3:5	root_001449	B003	w-s068-a003-w005
f-68_4-001	68:4	1	strong	1	1	68:4:3	root_000434	B004	w-s068-a004-w003
f-68_4-001	68:4	1	strong	2	1	68:4:4	root_001029	B010	w-s068-a004-w004
f-68_4-002	68:4	2	weak	1	1	68:4:3	root_000434	B001	w-s068-a004-w003
f-68_4-002	68:4	2	weak	1	2	68:4:3	root_000434	B003	w-s068-a004-w003
f-68_4-002	68:4	2	weak	2	1	68:4:4	root_001029	B001	w-s068-a004-w004
f-68_5-001	68:5	1	strong	1	1	68:5:1	root_000121	B001	w-s068-a005-w001
f-68_5-001	68:5	1	strong	2	1	68:5:2	root_000121	B001	w-s068-a005-w002
f-68_5-002	68:5	2	strong	1	1	68:5:1	root_000121	B001	w-s068-a005-w001
f-68_5-002	68:5	2	strong	1	2	68:5:1	root_000121	B002	w-s068-a005-w001
f-68_5-002	68:5	2	strong	2	1	68:5:2	root_000121	B001	w-s068-a005-w002
f-68_5-002	68:5	2	strong	2	2	68:5:2	root_000121	B002	w-s068-a005-w002
f-68_6-001	68:6	1	strong	1	1	68:6:2	root_001128	B001	w-s068-a006-w002
f-68_6-001	68:6	1	strong	1	2	68:6:2	root_001128	B007	w-s068-a006-w002
f-68_6-002	68:6	2	weak	1	1	68:6:2	root_001128	B006	w-s068-a006-w002
f-68_7-001	68:7	1	strong	1	1	68:7:2	root_000532	B002	w-s068-a007-w002
f-68_7-001	68:7	1	strong	2	1	68:7:4	root_001040	B001	w-s068-a007-w004
f-68_7-001	68:7	1	strong	3	1	68:7:6	root_000913	B001	w-s068-a007-w006
f-68_7-001	68:7	1	strong	4	1	68:7:8	root_000672	B001	w-s068-a007-w008
f-68_7-001	68:7	1	strong	5	1	68:7:10	root_001040	B001	w-s068-a007-w010
f-68_7-001	68:7	1	strong	6	1	68:7:11	root_001583	B001	w-s068-a007-w011
f-68_7-002	68:7	2	weak	1	1	68:7:11	root_001583	B010	w-s068-a007-w011
f-68_8-001	68:8	1	strong	1	1	68:8:2	root_000956	B006	w-s068-a008-w002
f-68_8-001	68:8	1	strong	2	1	68:8:3	root_001290	B001	w-s068-a008-w003
f-68_9-001	68:9	1	strong	1	1	68:9:3	root_000497	B001	w-s068-a009-w003
f-68_9-001	68:9	1	strong	1	2	68:9:3	root_000497	B002	w-s068-a009-w003
f-68_9-001	68:9	1	strong	2	1	68:9:4	root_000497	B001	w-s068-a009-w004
f-68_9-001	68:9	1	strong	2	2	68:9:4	root_000497	B002	w-s068-a009-w004
f-68_9-002	68:9	2	weak	1	1	68:9:1	root_001634	B001	w-s068-a009-w001
f-68_9-002	68:9	2	weak	2	1	68:9:3	root_000497	B002	w-s068-a009-w003
f-68_9-002	68:9	2	weak	3	1	68:9:4	root_000497	B002	w-s068-a009-w004
f-68_10-001	68:10	1	strong	1	1	68:10:3	root_001315	B003	w-s068-a010-w003
f-68_10-001	68:10	1	strong	2	1	68:10:4	root_000349	B001	w-s068-a010-w004
f-68_10-001	68:10	1	strong	3	1	68:10:5	root_001453	B001	w-s068-a010-w005
f-68_10-002	68:10	2	strong	1	1	68:10:4	root_000349	B002	w-s068-a010-w004
f-68_10-002	68:10	2	strong	2	1	68:10:5	root_001453	B002	w-s068-a010-w005
f-68_10-002	68:10	2	strong	2	2	68:10:5	root_001453	B005	w-s068-a010-w005
f-68_11-001	68:11	1	strong	1	1	68:11:1	root_001600	B004	w-s068-a011-w001
f-68_11-001	68:11	1	strong	2	1	68:11:2	root_001427	B001	w-s068-a011-w002
f-68_11-001	68:11	1	strong	2	2	68:11:2	root_001427	B004	w-s068-a011-w002
f-68_11-001	68:11	1	strong	3	1	68:11:3	root_001557	B002	w-s068-a011-w003
f-68_11-002	68:11	2	weak	1	1	68:11:3	root_001557	B003	w-s068-a011-w003
f-68_11-002	68:11	2	weak	1	2	68:11:3	root_001557	B005	w-s068-a011-w003
f-68_11-003	68:11	3	weak	1	1	68:11:3	root_001557	B007	w-s068-a011-w003
f-68_12-001	68:12	1	strong	1	1	68:12:1	root_001448	B001	w-s068-a012-w001
f-68_12-001	68:12	1	strong	1	2	68:12:1	root_001448	B002	w-s068-a012-w001
f-68_12-001	68:12	1	strong	2	1	68:12:3	root_000993	B001	w-s068-a012-w003
f-68_12-001	68:12	1	strong	3	1	68:12:4	root_000013	B001	w-s068-a012-w004
f-68_12-002	68:12	2	strong	1	1	68:12:1	root_001448	B003	w-s068-a012-w001
f-68_12-002	68:12	2	strong	2	1	68:12:3	root_000993	B003	w-s068-a012-w003
f-68_13-001	68:13	1	strong	1	1	68:13:1	root_000980	B001	w-s068-a013-w001
f-68_13-001	68:13	1	strong	1	2	68:13:1	root_000980	B002	w-s068-a013-w001
f-68_13-002	68:13	2	strong	1	1	68:13:4	root_000647	B001	w-s068-a013-w004
f-68_13-002	68:13	2	strong	1	2	68:13:4	root_000647	B003	w-s068-a013-w004
f-68_14-001	68:14	1	strong	1	1	68:14:4	root_001457	B001	w-s068-a014-w004
f-68_14-001	68:14	1	strong	2	1	68:14:5	root_000156	B001	w-s068-a014-w005
f-68_14-001	68:14	1	strong	2	2	68:14:5	root_000156	B007	w-s068-a014-w005
f-68_14-002	68:14	2	strong	1	1	68:14:2	root_001332	B003	w-s068-a014-w002
f-68_14-002	68:14	2	strong	2	1	68:14:4	root_001457	B001	w-s068-a014-w004
f-68_15-001	68:15	1	strong	1	1	68:15:2	root_000186	B001	w-s068-a015-w002
f-68_15-001	68:15	1	strong	2	1	68:15:4	root_000074	B003	w-s068-a015-w004
f-68_15-001	68:15	1	strong	3	1	68:15:5	root_001272	B013	w-s068-a015-w005
f-68_15-001	68:15	1	strong	4	1	68:15:6	root_000704	B002	w-s068-a015-w006
f-68_15-002	68:15	2	weak	1	1	68:15:5	root_001272	B013	w-s068-a015-w005
f-68_15-002	68:15	2	weak	2	1	68:15:7	root_000067	B002	w-s068-a015-w007
f-68_16-001	68:16	1	strong	1	1	68:16:1	root_001650	B001	w-s068-a016-w001
f-68_16-001	68:16	1	strong	1	2	68:16:1	root_001650	B002	w-s068-a016-w001
f-68_16-001	68:16	1	strong	2	1	68:16:3	root_000404	B001	w-s068-a016-w003
f-68_16-002	68:16	2	strong	1	1	68:16:3	root_000404	B002	w-s068-a016-w003
f-68_16-002	68:16	2	strong	1	2	68:16:3	root_000404	B004	w-s068-a016-w003
f-68_17-001	68:17	1	strong	1	1	68:17:2	root_000153	B002	w-s068-a017-w002
f-68_17-001	68:17	1	strong	2	1	68:17:4	root_000153	B002	w-s068-a017-w004
f-68_17-001	68:17	1	strong	3	1	68:17:5	root_000844	B001	w-s068-a017-w005
f-68_17-001	68:17	1	strong	4	1	68:17:6	root_000266	B003	w-s068-a017-w006
f-68_17-001	68:17	1	strong	5	1	68:17:8	root_001226	B004	w-s068-a017-w008
f-68_17-002	68:17	2	strong	1	1	68:17:9	root_000861	B001	w-s068-a017-w009
f-68_17-002	68:17	2	strong	1	2	68:17:9	root_000861	B002	w-s068-a017-w009
f-68_17-002	68:17	2	strong	1	3	68:17:9	root_000861	B003	w-s068-a017-w009
f-68_17-003	68:17	3	weak	1	1	68:17:10	root_000839	B004	w-s068-a017-w010
f-68_18-001	68:18	1	strong	1	1	68:18:2	root_000208	B008	w-s068-a018-w002
f-68_18-002	68:18	2	strong	1	1	68:18:2	root_000208	B005	w-s068-a018-w002
f-68_18-003	68:18	3	weak	1	1	68:18:2	root_000208	B003	w-s068-a018-w002
f-68_19-001	68:19	1	strong	1	1	68:19:1	root_000957	B002	w-s068-a019-w001
f-68_19-001	68:19	1	strong	2	1	68:19:3	root_000957	B002	w-s068-a019-w003
f-68_19-001	68:19	1	strong	3	1	68:19:5	root_000532	B001	w-s068-a019-w005
f-68_19-001	68:19	1	strong	3	2	68:19:5	root_000532	B002	w-s068-a019-w005
f-68_19-002	68:19	2	strong	1	1	68:19:1	root_000957	B005	w-s068-a019-w001
f-68_19-002	68:19	2	strong	2	1	68:19:3	root_000957	B005	w-s068-a019-w003
f-68_19-002	68:19	2	strong	3	1	68:19:7	root_001568	B005	w-s068-a019-w007
f-68_19-003	68:19	3	weak	1	1	68:19:1	root_000957	B002	w-s068-a019-w001
f-68_19-003	68:19	3	weak	2	1	68:19:3	root_000957	B002	w-s068-a019-w003
f-68_19-003	68:19	3	weak	3	1	68:19:5	root_000532	B002	w-s068-a019-w005
f-68_20-001	68:20	1	strong	1	1	68:20:1	root_000839	B010	w-s068-a020-w001
f-68_20-001	68:20	1	strong	2	1	68:20:2	root_000861	B001	w-s068-a020-w002
f-68_20-001	68:20	1	strong	2	2	68:20:2	root_000861	B005	w-s068-a020-w002
f-68_20-002	68:20	2	strong	1	1	68:20:2	root_000861	B004	w-s068-a020-w002
f-68_20-002	68:20	2	strong	1	2	68:20:2	root_000861	B008	w-s068-a020-w002
f-68_21-001	68:21	1	strong	1	1	68:21:1	root_001486	B001	w-s068-a021-w001
f-68_21-001	68:21	1	strong	1	2	68:21:1	root_001486	B002	w-s068-a021-w001
f-68_21-001	68:21	1	strong	2	1	68:21:2	root_000839	B001	w-s068-a021-w002
f-68_21-002	68:21	2	strong	1	1	68:21:1	root_001486	B004	w-s068-a021-w001
f-68_21-002	68:21	2	strong	2	1	68:21:2	root_000839	B004	w-s068-a021-w002
f-68_22-001	68:22	1	strong	1	1	68:22:4	root_000303	B001	w-s068-a022-w004
f-68_22-001	68:22	1	strong	1	2	68:22:4	root_000303	B002	w-s068-a022-w004
f-68_22-002	68:22	2	weak	1	1	68:22:6	root_001332	B003	w-s068-a022-w006
f-68_22-002	68:22	2	weak	2	1	68:22:7	root_000861	B003	w-s068-a022-w007
f-68_22-003	68:22	3	reject	1	1	68:22:2	root_001076	B005	w-s068-a022-w002
f-68_23-001	68:23	1	strong	1	1	68:23:1	root_000946	B001	w-s068-a023-w001
f-68_23-001	68:23	1	strong	1	2	68:23:1	root_000946	B003	w-s068-a023-w001
f-68_23-001	68:23	1	strong	2	1	68:23:3	root_000425	B001	w-s068-a023-w003
f-68_23-002	68:23	2	weak	1	1	68:23:3	root_000425	B002	w-s068-a023-w003
f-68_23-002	68:23	2	weak	1	2	68:23:3	root_000425	B004	w-s068-a023-w003
f-68_24-001	68:24	1	strong	1	1	68:24:3	root_000464	B001	w-s068-a024-w003
f-68_24-001	68:24	1	strong	1	2	68:24:3	root_000464	B006	w-s068-a024-w003
