surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
97	1	1	1	97:1:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
97	1	1	2	97:1:1:2	آ				PRON	SUFFIX	SUFFIX|PRON:1P							
97	1	2	1	97:1:2:1	أَنزَلْ	أَنزَلَ	ن ز ل	ن ز ل	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|1P	PERF			IV			
97	1	2	2	97:1:2:2	نَٰ				PRON	SUFFIX	SUFFIX|PRON:1P							
97	1	2	3	97:1:2:3	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
97	1	3	1	97:1:3:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
97	1	4	1	97:1:4:1	لَيْلَةِ	لَيْلَة	ل ي ل	ل ي ل	N	STEM	STEM|POS:N|LEM:layolap|ROOT:lyl|F|GEN							
97	1	5	1	97:1:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
97	1	5	2	97:1:5:2	قَدْرِ	قَدْر	ق د ر	ق د ر	N	STEM	STEM|POS:N|LEM:qador|ROOT:qdr|M|GEN							
97	2	1	1	97:2:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
97	2	1	2	97:2:1:2	مَآ	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
97	2	2	1	97:2:2:1	أَدْرَىٰ	أَدْرَىٰ	د ر ي	د ر ي	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>adoraY`|ROOT:dry|3MS	PERF			IV			
97	2	2	2	97:2:2:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
97	2	3	1	97:2:3:1	مَا	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
97	2	4	1	97:2:4:1	لَيْلَةُ	لَيْلَة	ل ي ل	ل ي ل	N	STEM	STEM|POS:N|LEM:layolap|ROOT:lyl|F|NOM							
97	2	5	1	97:2:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
97	2	5	2	97:2:5:2	قَدْرِ	قَدْر	ق د ر	ق د ر	N	STEM	STEM|POS:N|LEM:qador|ROOT:qdr|M|GEN							
97	3	1	1	97:3:1:1	لَيْلَةُ	لَيْلَة	ل ي ل	ل ي ل	N	STEM	STEM|POS:N|LEM:layolap|ROOT:lyl|F|NOM							
97	3	2	1	97:3:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
97	3	2	2	97:3:2:2	قَدْرِ	قَدْر	ق د ر	ق د ر	N	STEM	STEM|POS:N|LEM:qador|ROOT:qdr|M|GEN							
97	3	3	1	97:3:3:1	خَيْرٌ	خَيْر	خ ي ر	خ ي ر	N	STEM	STEM|POS:N|LEM:xayor|ROOT:xyr|MS|INDEF|NOM							
97	3	4	1	97:3:4:1	مِّنْ	مِن			P	STEM	STEM|POS:P|LEM:min							
97	3	5	1	97:3:5:1	أَلْفِ	أَلْف	ء ل ف	ء ل ف	N	STEM	STEM|POS:N|LEM:>alof|ROOT:Alf|M|GEN							
