attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	72:0	1:1	1	w-s072-a000-w001	1:1:1	m-w-s072-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	72:0	1:1	2	w-s072-a000-w001	1:1:1	m-w-s072-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	72:0	1:1	3	w-s072-a000-w002	1:1:2	m-w-s072-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	72:0	1:1	4	w-s072-a000-w003	1:1:3	m-w-s072-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	72:0	1:1	5	w-s072-a000-w003	1:1:3	m-w-s072-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:72:1:1	72:1	72:1	1	w-s072-a001-w001	72:1:1	m-w-s072-a001-w001-01	قُلْ	ق ل ل		position_crosswalk	morpheme_aligned
q:72:1:2	72:1	72:1	2	w-s072-a001-w002	72:1:2	m-w-s072-a001-w002-01	أُوحِيَ	و ح ي	إِلَى	position_crosswalk	morpheme_aligned
q:72:1:3	72:1	72:1	3	w-s072-a001-w003	72:1:3	m-w-s072-a001-w003-02;m-w-s072-a001-w003-01			إِلَى	position_crosswalk	morpheme_aligned
q:72:1:4	72:1	72:1	4	w-s072-a001-w004	72:1:4	m-w-s072-a001-w004-01;m-w-s072-a001-w004-02	أَنَّهُ			position_crosswalk	morpheme_aligned
q:72:1:5	72:1	72:1	5	w-s072-a001-w005	72:1:5	m-w-s072-a001-w005-01	اسْتَمَعَ	س م ع		position_crosswalk	morpheme_aligned
q:72:1:6	72:1	72:1	6	w-s072-a001-w006	72:1:6	m-w-s072-a001-w006-01	نَفَرٌ	ن ف ر	مِن	position_crosswalk	morpheme_aligned
q:72:1:7	72:1	72:1	7	w-s072-a001-w007	72:1:7	m-w-s072-a001-w007-01			مِن	position_crosswalk	morpheme_aligned
q:72:1:8	72:1	72:1	8	w-s072-a001-w008	72:1:8	m-w-s072-a001-w008-02	الْجِنِّ	ج ن ن	مِن	position_crosswalk	morpheme_aligned
q:72:1:10	72:1	72:1	10	w-s072-a001-w009	72:1:9	m-w-s072-a001-w009-02	فَقَالُوا	ق و ل		position_crosswalk	morpheme_aligned
q:72:1:11	72:1	72:1	11	w-s072-a001-w010	72:1:10	m-w-s072-a001-w010-01;m-w-s072-a001-w010-02	إِنَّا			position_crosswalk	morpheme_aligned
q:72:1:12	72:1	72:1	12	w-s072-a001-w011	72:1:11	m-w-s072-a001-w011-01	سَمِعْنَا	س م ع		position_crosswalk	morpheme_aligned
q:72:1:13	72:1	72:1	13	w-s072-a001-w012	72:1:12	m-w-s072-a001-w012-01	قُرْآنَاً	ق ر ء		position_crosswalk	morpheme_aligned
q:72:1:14	72:1	72:1	14	w-s072-a001-w013	72:1:13	m-w-s072-a001-w013-01	عَجَبَاً	ع ج ب		position_crosswalk	morpheme_aligned
q:72:2:1	72:2	72:2	1	w-s072-a002-w001	72:2:1	m-w-s072-a002-w001-01	يَهْدِي	ه د ي	إِلَى	position_crosswalk	morpheme_aligned
q:72:2:2	72:2	72:2	2	w-s072-a002-w002	72:2:2	m-w-s072-a002-w002-01			إِلَى	position_crosswalk	morpheme_aligned
q:72:2:3	72:2	72:2	3	w-s072-a002-w003	72:2:3	m-w-s072-a002-w003-02	الرُّشْدِ	ر ش د	إِلَى	position_crosswalk	morpheme_aligned
q:72:2:5	72:2	72:2	5	w-s072-a002-w004	72:2:4	m-w-s072-a002-w004-02	فَآمَنَّا	أ م ن	بـ	position_crosswalk	morpheme_aligned
q:72:2:6	72:2	72:2	6	w-s072-a002-w005	72:2:5	m-w-s072-a002-w005-02;m-w-s072-a002-w005-01			بـ	position_crosswalk	morpheme_aligned
q:72:2:8	72:2	72:2	8	w-s072-a002-w006	72:2:6	m-w-s072-a002-w006-02	وَلَنْ	ل ي ن		position_crosswalk	morpheme_aligned
q:72:2:9	72:2	72:2	9	w-s072-a002-w007	72:2:7	m-w-s072-a002-w007-01	نُشْرِكَ	ش ر ك	بـ	surface_root_sequence_fallback	morpheme_aligned
q:72:2:10	72:2	72:2	10	w-s072-a002-w008	72:2:8	m-w-s072-a002-w008-01			بـ	surface_root_sequence_fallback	morpheme_aligned
q:72:2:11	72:2	72:2	11	w-s072-a002-w008	72:2:8	m-w-s072-a002-w008-02	بِرَبِّنَا	ر ب ب	بـ	position_crosswalk	morpheme_aligned
q:72:2:12	72:2	72:2	12	w-s072-a002-w009	72:2:9	m-w-s072-a002-w009-01	أَحَدَاً	أ ح د		surface_root_sequence_fallback	morpheme_aligned
q:72:3:2	72:3	72:3	2	w-s072-a003-w001	72:3:1	m-w-s072-a003-w001-02;m-w-s072-a003-w001-03	وَأَنَّهُ			position_crosswalk	morpheme_aligned
q:72:3:3	72:3	72:3	3	w-s072-a003-w002	72:3:2	m-w-s072-a003-w002-01	تَعَالَى	ع ل و		position_crosswalk	morpheme_aligned
q:72:3:4	72:3	72:3	4	w-s072-a003-w003	72:3:3	m-w-s072-a003-w003-01	جَدُّ	ج د د		position_crosswalk	morpheme_aligned
