word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s072-a000-w001	72:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s072-a000-w002	72:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s072-a000-w003	72:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s072-a000-w004	72:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s072-a001-w001	72:1	72:1	1	72:1:1	قُلْ	قَالَ	ق و ل	V	IMPV				STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
w-s072-a001-w002	72:1	72:1	2	72:1:2	أُوحِىَ	أَوْحَىٰٓ	و ح ي	V	PERF		PASS	IV	STEM|POS:V|PERF|PASS|(IV)|LEM:>awoHaY`^|ROOT:wHy|3MS
w-s072-a001-w003	72:1	72:1	3	72:1:3	إِلَىَّ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY` | SUFFIX|PRON:1S
w-s072-a001-w004	72:1	72:1	4	72:1:4	أَنَّهُ	أَنّ		ACC					STEM|POS:ACC|LEM:>an~|SP:<in~ | SUFFIX|PRON:3MS
w-s072-a001-w005	72:1	72:1	5	72:1:5	ٱسْتَمَعَ	ٱسْتَمَعَ	س م ع	V	PERF			VIII	STEM|POS:V|PERF|(VIII)|LEM:{sotamaEa|ROOT:smE|3MS
w-s072-a001-w006	72:1	72:1	6	72:1:6	نَفَرٌ	نَفَر	ن ف ر	N					STEM|POS:N|LEM:nafar|ROOT:nfr|M|INDEF|NOM
w-s072-a001-w007	72:1	72:1	7	72:1:7	مِّنَ	مِن		P					STEM|POS:P|LEM:min
w-s072-a001-w008	72:1	72:1	8	72:1:8	ٱلْجِنِّ	جِنّ	ج ن ن	N					PREFIX|Al+ | STEM|POS:N|LEM:jin~|ROOT:jnn|M|GEN
w-s072-a001-w009	72:1	72:1	9	72:1:9	فَقَالُوٓا۟	قَالَ	ق و ل	V	PERF				PREFIX|f:CONJ+ | STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s072-a001-w010	72:1	72:1	10	72:1:10	إِنَّا	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s072-a001-w011	72:1	72:1	11	72:1:11	سَمِعْنَا	سَمِعَ	س م ع	V	PERF				STEM|POS:V|PERF|LEM:samiEa|ROOT:smE|1P | SUFFIX|PRON:1P
w-s072-a001-w012	72:1	72:1	12	72:1:12	قُرْءَانًا	قُرْءَان	ق ر ء	PN					STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|INDEF|ACC
