surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
102	1	1	1	102:1:1:1	أَلْهَىٰ	أَلْهَىٰ	ل ه و	ل ه و	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>alohaY`|ROOT:lhw|3MS	PERF			IV			
102	1	1	2	102:1:1:2	كُمُ				PRON	SUFFIX	SUFFIX|PRON:2MP							
102	1	2	1	102:1:2:1	ٱل				DET	PREFIX	PREFIX|Al+							
102	1	2	2	102:1:2:2	تَّكَاثُرُ	تَّكَاثُر	ك ث ر	ك ث ر	N	STEM	STEM|POS:N|VN|(III)|LEM:t~akaAvur|ROOT:kvr|M|NOM				III			
102	2	1	1	102:2:1:1	حَتَّىٰ	حَتَّىٰ			INC	STEM	STEM|POS:INC|LEM:Hat~aY`							
102	2	2	1	102:2:2:1	زُرْ	زُرْ	ز و ر	ز و ر	V	STEM	STEM|POS:V|PERF|LEM:zuro|ROOT:zwr|2MP	PERF						
102	2	2	2	102:2:2:2	تُمُ				PRON	SUFFIX	SUFFIX|PRON:2MP							
102	2	3	1	102:2:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
102	2	3	2	102:2:3:2	مَقَابِرَ	مَقَابِر	ق ب ر	ق ب ر	N	STEM	STEM|POS:N|LEM:maqaAbir|ROOT:qbr|MP|ACC							
102	3	1	1	102:3:1:1	كَلَّا	كَلَّا			AVR	STEM	STEM|POS:AVR|LEM:kal~aA							
102	3	2	1	102:3:2:1	سَوْفَ	سَوْف			FUT	STEM	STEM|POS:FUT|LEM:sawof							
102	3	3	1	102:3:3:1	تَعْلَمُ	عَلِمَ	ع ل م	ع ل م	V	STEM	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|2MP	IMPF						
102	3	3	2	102:3:3:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:2MP							
102	4	1	1	102:4:1:1	ثُمَّ	ثُمّ			CONJ	STEM	STEM|POS:CONJ|LEM:vum~							
102	4	2	1	102:4:2:1	كَلَّا	كَلَّا			AVR	STEM	STEM|POS:AVR|LEM:kal~aA							
102	4	3	1	102:4:3:1	سَوْفَ	سَوْف			FUT	STEM	STEM|POS:FUT|LEM:sawof							
102	4	4	1	102:4:4:1	تَعْلَمُ	عَلِمَ	ع ل م	ع ل م	V	STEM	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|2MP	IMPF						
102	4	4	2	102:4:4:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:2MP							
102	5	1	1	102:5:1:1	كَلَّا	كَلَّا			AVR	STEM	STEM|POS:AVR|LEM:kal~aA							
102	5	2	1	102:5:2:1	لَوْ	لَو			COND	STEM	STEM|POS:COND|LEM:law							
102	5	3	1	102:5:3:1	تَعْلَمُ	عَلِمَ	ع ل م	ع ل م	V	STEM	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|2MP	IMPF						
102	5	3	2	102:5:3:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:2MP							
102	5	4	1	102:5:4:1	عِلْمَ	عِلْم	ع ل م	ع ل م	N	STEM	STEM|POS:N|LEM:Eilom|ROOT:Elm|M|ACC							
102	5	5	1	102:5:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
102	5	5	2	102:5:5:2	يَقِينِ	يَقِين	ي ق ن	ي ق ن	N	STEM	STEM|POS:N|LEM:yaqiyn|ROOT:yqn|MS|GEN							
102	6	1	1	102:6:1:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
102	6	1	2	102:6:1:2	تَرَوُ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MP	IMPF						
102	6	1	3	102:6:1:3	نَّ				EMPH	SUFFIX	SUFFIX|+n:EMPH							
102	6	2	1	102:6:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
102	6	2	2	102:6:2:2	جَحِيمَ	جَحِيم	ج ح م	ج ح م	N	STEM	STEM|POS:N|LEM:jaHiym|ROOT:jHm|F|ACC							
102	7	1	1	102:7:1:1	ثُمَّ	ثُمّ			CONJ	STEM	STEM|POS:CONJ|LEM:vum~							
102	7	2	1	102:7:2:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
102	7	2	2	102:7:2:2	تَرَوُ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MP	IMPF						
102	7	2	3	102:7:2:3	نَّ				EMPH	SUFFIX	SUFFIX|+n:EMPH							
102	7	2	4	102:7:2:4	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
102	7	3	1	102:7:3:1	عَيْنَ	عَيْن	ع ي ن	ع ي ن	N	STEM	STEM|POS:N|LEM:Eayon|ROOT:Eyn|F|ACC							
102	7	4	1	102:7:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
102	7	4	2	102:7:4:2	يَقِينِ	يَقِين	ي ق ن	ي ق ن	N	STEM	STEM|POS:N|LEM:yaqiyn|ROOT:yqn|MS|GEN							
102	8	1	1	102:8:1:1	ثُمَّ	ثُمّ			CONJ	STEM	STEM|POS:CONJ|LEM:vum~							
102	8	2	1	102:8:2:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
102	8	2	2	102:8:2:2	تُسْـَٔلُ	سَأَلَ	س ء ل	س ء ل	V	STEM	STEM|POS:V|IMPF|PASS|LEM:sa>ala|ROOT:sAl|2MP	IMPF		PASS				
102	8	2	3	102:8:2:3	نَّ				EMPH	SUFFIX	SUFFIX|+n:EMPH							
102	8	3	1	102:8:3:1	يَوْمَئِذٍ	يَوْمَئِذ			T	STEM	STEM|POS:T|LEM:yawoma}i*							
102	8	4	1	102:8:4:1	عَنِ	عَن			P	STEM	STEM|POS:P|LEM:Ean							
102	8	5	1	102:8:5:1	ٱل				DET	PREFIX	PREFIX|Al+							
102	8	5	2	102:8:5:2	نَّعِيمِ	نَعِيم	ن ع م	ن ع م	N	STEM	STEM|POS:N|LEM:naEiym|ROOT:nEm|M|GEN							
