source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s021-a000-w001	21:0	1	بِسْمِ	w-s021-a000-w001	1:1:1	one_to_one
t-s021-a000-w002	21:0	2	ٱللَّهِ	w-s021-a000-w002	1:1:2	one_to_one
t-s021-a000-w003	21:0	3	ٱلرَّحْمَٰنِ	w-s021-a000-w003	1:1:3	one_to_one
t-s021-a000-w004	21:0	4	ٱلرَّحِيمِ	w-s021-a000-w004	1:1:4	one_to_one
t-s021-a001-w001	21:1	1	ٱقْتَرَبَ	w-s021-a001-w001	21:1:1	one_to_one
t-s021-a001-w002	21:1	2	لِلنَّاسِ	w-s021-a001-w002	21:1:2	one_to_one
t-s021-a001-w003	21:1	3	حِسَابُهُمْ	w-s021-a001-w003	21:1:3	one_to_one
t-s021-a001-w004	21:1	4	وَهُمْ	w-s021-a001-w004	21:1:4	one_to_one
t-s021-a001-w005	21:1	5	فِى	w-s021-a001-w005	21:1:5	one_to_one
t-s021-a001-w006	21:1	6	غَفْلَةٍۢ	w-s021-a001-w006	21:1:6	one_to_one
t-s021-a001-w007	21:1	7	مُّعْرِضُونَ	w-s021-a001-w007	21:1:7	one_to_one
t-s021-a002-w001	21:2	1	مَا	w-s021-a002-w001	21:2:1	one_to_one
t-s021-a002-w002	21:2	2	يَأْتِيهِم	w-s021-a002-w002	21:2:2	one_to_one
t-s021-a002-w003	21:2	3	مِّن	w-s021-a002-w003	21:2:3	one_to_one
t-s021-a002-w004	21:2	4	ذِكْرٍۢ	w-s021-a002-w004	21:2:4	one_to_one
t-s021-a002-w005	21:2	5	مِّن	w-s021-a002-w005	21:2:5	one_to_one
t-s021-a002-w006	21:2	6	رَّبِّهِم	w-s021-a002-w006	21:2:6	one_to_one
t-s021-a002-w007	21:2	7	مُّحْدَثٍ	w-s021-a002-w007	21:2:7	one_to_one
t-s021-a002-w008	21:2	8	إِلَّا	w-s021-a002-w008	21:2:8	one_to_one
t-s021-a002-w009	21:2	9	ٱسْتَمَعُوهُ	w-s021-a002-w009	21:2:9	one_to_one
t-s021-a002-w010	21:2	10	وَهُمْ	w-s021-a002-w010	21:2:10	one_to_one
t-s021-a002-w011	21:2	11	يَلْعَبُونَ	w-s021-a002-w011	21:2:11	one_to_one
t-s021-a003-w001	21:3	1	لَاهِيَةًۭ	w-s021-a003-w001	21:3:1	one_to_one
t-s021-a003-w002	21:3	2	قُلُوبُهُمْ	w-s021-a003-w002	21:3:2	one_to_one
t-s021-a003-w003	21:3	3	وَأَسَرُّوا۟	w-s021-a003-w003	21:3:3	one_to_one
t-s021-a003-w004	21:3	4	ٱلنَّجْوَى	w-s021-a003-w004	21:3:4	one_to_one
t-s021-a003-w005	21:3	5	ٱلَّذِينَ	w-s021-a003-w005	21:3:5	one_to_one
t-s021-a003-w006	21:3	6	ظَلَمُوا۟	w-s021-a003-w006	21:3:6	one_to_one
t-s021-a003-w007	21:3	7	هَلْ	w-s021-a003-w007	21:3:7	one_to_one
t-s021-a003-w008	21:3	8	هَٰذَآ	w-s021-a003-w008	21:3:8	one_to_one
t-s021-a003-w009	21:3	9	إِلَّا	w-s021-a003-w009	21:3:9	one_to_one
t-s021-a003-w010	21:3	10	بَشَرٌۭ	w-s021-a003-w010	21:3:10	one_to_one
t-s021-a003-w011	21:3	11	مِّثْلُكُمْ	w-s021-a003-w011	21:3:11	one_to_one
t-s021-a003-w012	21:3	12	أَفَتَأْتُونَ	w-s021-a003-w012	21:3:12	one_to_one
t-s021-a003-w013	21:3	13	ٱلسِّحْرَ	w-s021-a003-w013	21:3:13	one_to_one
t-s021-a003-w014	21:3	14	وَأَنتُمْ	w-s021-a003-w014	21:3:14	one_to_one
t-s021-a003-w015	21:3	15	تُبْصِرُونَ	w-s021-a003-w015	21:3:15	one_to_one
t-s021-a004-w001	21:4	1	قَالَ	w-s021-a004-w001	21:4:1	one_to_one
t-s021-a004-w002	21:4	2	رَبِّى	w-s021-a004-w002	21:4:2	one_to_one
t-s021-a004-w003	21:4	3	يَعْلَمُ	w-s021-a004-w003	21:4:3	one_to_one
t-s021-a004-w004	21:4	4	ٱلْقَوْلَ	w-s021-a004-w004	21:4:4	one_to_one
t-s021-a004-w005	21:4	5	فِى	w-s021-a004-w005	21:4:5	one_to_one
t-s021-a004-w006	21:4	6	ٱلسَّمَآءِ	w-s021-a004-w006	21:4:6	one_to_one
t-s021-a004-w007	21:4	7	وَٱلْأَرْضِ	w-s021-a004-w007	21:4:7	one_to_one
