word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s062-a000-w001	62:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s062-a000-w002	62:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s062-a000-w003	62:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s062-a000-w004	62:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s062-a001-w001	62:1	62:1	1	62:1:1	يُسَبِّحُ	سَبَّحَ	س ب ح	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:sab~aHa|ROOT:sbH|3MS
w-s062-a001-w002	62:1	62:1	2	62:1:2	لِلَّهِ	ٱللَّه	ء ل ه	PN					PREFIX|l:P+ | STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s062-a001-w003	62:1	62:1	3	62:1:3	مَا	مَا		REL					STEM|POS:REL|LEM:maA
w-s062-a001-w004	62:1	62:1	4	62:1:4	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s062-a001-w005	62:1	62:1	5	62:1:5	ٱلسَّمَٰوَٰتِ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN
w-s062-a001-w006	62:1	62:1	6	62:1:6	وَمَا	مَا		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:maA
w-s062-a001-w007	62:1	62:1	7	62:1:7	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s062-a001-w008	62:1	62:1	8	62:1:8	ٱلْأَرْضِ	أَرْض	ء ر ض	N					PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
w-s062-a001-w009	62:1	62:1	9	62:1:9	ٱلْمَلِكِ	مَلِك	م ل ك	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:malik|ROOT:mlk|MS|GEN
w-s062-a001-w010	62:1	62:1	10	62:1:10	ٱلْقُدُّوسِ	قُدُّوس	ق د س	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:qud~uws|ROOT:qds|MS|GEN
w-s062-a001-w011	62:1	62:1	11	62:1:11	ٱلْعَزِيزِ	عَزِيز	ع ز ز	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|GEN
w-s062-a001-w012	62:1	62:1	12	62:1:12	ٱلْحَكِيمِ	حَكِيم	ح ك م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|GEN
w-s062-a002-w001	62:2	62:2	1	62:2:1	هُوَ			PRON					STEM|POS:PRON|3MS
w-s062-a002-w002	62:2	62:2	2	62:2:2	ٱلَّذِى	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MS
w-s062-a002-w003	62:2	62:2	3	62:2:3	بَعَثَ	بَعَثَ	ب ع ث	V	PERF				STEM|POS:V|PERF|LEM:baEava|ROOT:bEv|3MS
w-s062-a002-w004	62:2	62:2	4	62:2:4	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s062-a002-w005	62:2	62:2	5	62:2:5	ٱلْأُمِّيِّۦنَ	أُمِّىّ	ء م م	N					PREFIX|Al+ | STEM|POS:N|LEM:>um~iY~|ROOT:Amm|MP|GEN
w-s062-a002-w006	62:2	62:2	6	62:2:6	رَسُولًا	رَسُول	ر س ل	N					STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|INDEF|ACC
w-s062-a002-w007	62:2	62:2	7	62:2:7	مِّنْهُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3MP
w-s062-a002-w008	62:2	62:2	8	62:2:8	يَتْلُوا۟	تَلَىٰ	ت ل و	V	IMPF				STEM|POS:V|IMPF|LEM:talaY`|ROOT:tlw|3MS
w-s062-a002-w009	62:2	62:2	9	62:2:9	عَلَيْهِمْ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:3MP
w-s062-a002-w010	62:2	62:2	10	62:2:10	ءَايَٰتِهِۦ	ءَايَة	ء ي ي	N					STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|ACC | SUFFIX|PRON:3MS
w-s062-a002-w011	62:2	62:2	11	62:2:11	وَيُزَكِّيهِمْ	زَكَّىٰ	ز ك و	V	IMPF			II	PREFIX|w:CONJ+ | STEM|POS:V|IMPF|(II)|LEM:zak~aY`|ROOT:zkw|3MS | SUFFIX|PRON:3MP
w-s062-a002-w012	62:2	62:2	12	62:2:12	وَيُعَلِّمُهُمُ	عَلَّمَ	ع ل م	V	IMPF			II	PREFIX|w:CONJ+ | STEM|POS:V|IMPF|(II)|LEM:Eal~ama|ROOT:Elm|3MS | SUFFIX|PRON:3MP
w-s062-a002-w013	62:2	62:2	13	62:2:13	ٱلْكِتَٰبَ	كِتَٰب	ك ت ب	N					PREFIX|Al+ | STEM|POS:N|LEM:kita`b|ROOT:ktb|M|ACC
w-s062-a002-w014	62:2	62:2	14	62:2:14	وَٱلْحِكْمَةَ	حِكْمَة	ح ك م	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:Hikomap|ROOT:Hkm|F|ACC
w-s062-a002-w015	62:2	62:2	15	62:2:15	وَإِن	إِن		COND					PREFIX|w:CIRC+ | STEM|POS:COND|LEM:<in
w-s062-a002-w016	62:2	62:2	16	62:2:16	كَانُوا۟	كَانَ	ك و ن	V	PERF				STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP | SUFFIX|PRON:3MP
w-s062-a002-w017	62:2	62:2	17	62:2:17	مِن	مِن		P					STEM|POS:P|LEM:min
w-s062-a002-w018	62:2	62:2	18	62:2:18	قَبْلُ	قَبْل	ق ب ل	N					STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
w-s062-a002-w019	62:2	62:2	19	62:2:19	لَفِى	فِى		P					PREFIX|l:EMPH+ | STEM|POS:P|LEM:fiY
w-s062-a002-w020	62:2	62:2	20	62:2:20	ضَلَٰلٍ	ضَلَٰل	ض ل ل	N					STEM|POS:N|LEM:Dala`l|ROOT:Dll|M|INDEF|GEN
w-s062-a002-w021	62:2	62:2	21	62:2:21	مُّبِينٍ	مُّبِين	ب ي ن	ADJ			ACT	IV	STEM|POS:ADJ|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|GEN
w-s062-a003-w001	62:3	62:3	1	62:3:1	وَءَاخَرِينَ	آخَر	ء خ ر	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:A^xar|ROOT:Axr|MP|GEN
w-s062-a003-w002	62:3	62:3	2	62:3:2	مِنْهُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3MP
w-s062-a003-w003	62:3	62:3	3	62:3:3	لَمَّا	لَم		NEG					STEM|POS:NEG|LEM:lam
w-s062-a003-w004	62:3	62:3	4	62:3:4	يَلْحَقُوا۟	يَلْحَقُ	ل ح ق	V	IMPF	SUBJ			STEM|POS:V|IMPF|LEM:yaloHaqu|ROOT:lHq|3MP|MOOD:SUBJ | SUFFIX|PRON:3MP
w-s062-a003-w005	62:3	62:3	5	62:3:5	بِهِمْ			PRON					PREFIX|bi+ | STEM|POS:PRON|3MP
w-s062-a003-w006	62:3	62:3	6	62:3:6	وَهُوَ			PRON					PREFIX|w:REM+ | STEM|POS:PRON|3MS
w-s062-a003-w007	62:3	62:3	7	62:3:7	ٱلْعَزِيزُ	عَزِيز	ع ز ز	N					PREFIX|Al+ | STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|NOM
w-s062-a003-w008	62:3	62:3	8	62:3:8	ٱلْحَكِيمُ	حَكِيم	ح ك م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|NOM
w-s062-a004-w001	62:4	62:4	1	62:4:1	ذَٰلِكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|MS
w-s062-a004-w002	62:4	62:4	2	62:4:2	فَضْلُ	فَضْل	ف ض ل	N					STEM|POS:N|LEM:faDol|ROOT:fDl|M|NOM
w-s062-a004-w003	62:4	62:4	3	62:4:3	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s062-a004-w004	62:4	62:4	4	62:4:4	يُؤْتِيهِ	آتَى	ء ت ي	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:A^taY|ROOT:Aty|3MS | SUFFIX|PRON:3MS
w-s062-a004-w005	62:4	62:4	5	62:4:5	مَن	مَن		REL					STEM|POS:REL|LEM:man
w-s062-a004-w006	62:4	62:4	6	62:4:6	يَشَآءُ	شَآءَ	ش ي ء	V	IMPF				STEM|POS:V|IMPF|LEM:$aA^'a|ROOT:$yA|3MS
w-s062-a004-w007	62:4	62:4	7	62:4:7	وَٱللَّهُ	ٱللَّه	ء ل ه	PN					PREFIX|w:REM+ | STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
w-s062-a004-w008	62:4	62:4	8	62:4:8	ذُو	ذُو		N					STEM|POS:N|LEM:*uw|MS|NOM
w-s062-a004-w009	62:4	62:4	9	62:4:9	ٱلْفَضْلِ	فَضْل	ف ض ل	N					PREFIX|Al+ | STEM|POS:N|LEM:faDol|ROOT:fDl|M|GEN
w-s062-a004-w010	62:4	62:4	10	62:4:10	ٱلْعَظِيمِ	عَظِيم	ع ظ م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:EaZiym|ROOT:EZm|MS|GEN
w-s062-a005-w001	62:5	62:5	1	62:5:1	مَثَلُ	مَثَل	م ث ل	N					STEM|POS:N|LEM:maval|ROOT:mvl|M|NOM
w-s062-a005-w002	62:5	62:5	2	62:5:2	ٱلَّذِينَ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MP
w-s062-a005-w003	62:5	62:5	3	62:5:3	حُمِّلُوا۟	حُمِّلَ	ح م ل	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:Hum~ila|ROOT:Hml|3MP | SUFFIX|PRON:3MP
w-s062-a005-w004	62:5	62:5	4	62:5:4	ٱلتَّوْرَىٰةَ	تَّوْرَىٰة		PN					PREFIX|Al+ | STEM|POS:PN|LEM:t~aworaY`p|ACC
