finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-102_0-001	102:0	1	strong	1	1	1:1:1	root_000745	B005	w-s102-a000-w001
f-102_0-001	102:0	1	strong	1	2	1:1:1	root_000745	B007	w-s102-a000-w001
f-102_0-002	102:0	2	weak	1	1	1:1:2	root_000047	B001	w-s102-a000-w002
f-102_0-002	102:0	2	weak	1	2	1:1:2	root_000047	B002	w-s102-a000-w002
f-102_0-003	102:0	3	weak	1	1	1:1:3	root_000552	B001	w-s102-a000-w003
f-102_0-003	102:0	3	weak	2	1	1:1:4	root_000552	B001	w-s102-a000-w004
f-102_0-004	102:0	4	weak	1	1	1:1:3	root_000552	B002	w-s102-a000-w003
f-102_0-004	102:0	4	weak	1	2	1:1:3	root_000552	B003	w-s102-a000-w003
f-102_0-004	102:0	4	weak	2	1	1:1:4	root_000552	B002	w-s102-a000-w004
f-102_0-004	102:0	4	weak	2	2	1:1:4	root_000552	B003	w-s102-a000-w004
f-102_0-005	102:0	5	weak	1	1	1:1:3	root_000552	B001	w-s102-a000-w003
f-102_0-005	102:0	5	weak	2	1	1:1:4	root_000552	B001	w-s102-a000-w004
f-102_1-001	102:1	1	strong	1	1	102:1:1	root_001382	B001	w-s102-a001-w001
f-102_1-001	102:1	1	strong	2	1	102:1:2	root_001286	B002	w-s102-a001-w002
f-102_1-002	102:1	2	strong	1	1	102:1:2	root_001286	B002	w-s102-a001-w002
f-102_1-002	102:1	2	strong	1	2	102:1:2	root_001286	B003	w-s102-a001-w002
f-102_1-003	102:1	3	reject	1	1	102:1:1	root_001382	B003	w-s102-a001-w001
f-102_1-003	102:1	3	reject	2	1	102:1:2	root_001286	B001	w-s102-a001-w002
f-102_1-004	102:1	4	reject	1	1	102:1:2	root_001286	B002	w-s102-a001-w002
f-102_1-005	102:1	5	weak	1	1	102:1:2	root_001286	B001	w-s102-a001-w002
f-102_1-005	102:1	5	weak	1	2	102:1:2	root_001286	B002	w-s102-a001-w002
f-102_1-006	102:1	6	strong	1	1	102:1:2	root_001286	B002	w-s102-a001-w002
f-102_1-006	102:1	6	strong	1	2	102:1:2	root_001286	B003	w-s102-a001-w002
f-102_2-001	102:2	1	strong	1	1	102:2:2	root_000654	B003	w-s102-a002-w002
f-102_2-001	102:2	1	strong	2	1	102:2:3	root_001195	B001	w-s102-a002-w003
f-102_2-002	102:2	2	weak	1	1	102:2:2	root_000654	B001	w-s102-a002-w002
f-102_2-003	102:2	3	reject	1	1	102:2:2	root_000654	B002	w-s102-a002-w002
f-102_2-003	102:2	3	reject	2	1	102:2:3	root_001195	B002	w-s102-a002-w003
f-102_2-004	102:2	4	strong	1	1	102:2:3	root_001195	B002	w-s102-a002-w003
f-102_2-005	102:2	5	weak	1	1	102:2:2	root_000654	B007	w-s102-a002-w002
f-102_3-001	102:3	1	strong	1	1	102:3:3	root_001040	B001	w-s102-a003-w003
f-102_3-002	102:3	2	weak	1	1	102:3:3	root_001040	B002	w-s102-a003-w003
f-102_3-003	102:3	3	weak	1	1	102:3:3	root_001040	B001	w-s102-a003-w003
f-102_4-001	102:4	1	strong	1	1	102:4:4	root_001040	B001	w-s102-a004-w004
f-102_4-002	102:4	2	weak	1	1	102:4:4	root_001040	B002	w-s102-a004-w004
