cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-34_0-00001	34:0	w-s034-a000-w002	w-s034-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-34_0-00002	34:0	w-s034-a000-w002	w-s034-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-34_0-00003	34:0	w-s034-a000-w002	w-s034-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-34_0-00004	34:0	w-s034-a000-w003	w-s034-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-34_0-00005	34:0	w-s034-a000-w004	w-s034-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-34_1-00006	34:1	w-s034-a001-w014	w-s034-a001-w010	ء خ ر	ء ر ض	4	2	2	1	17	20	intra_ayah:34:1:root:1
co-34_1-00007	34:1	w-s034-a001-w010	w-s034-a001-w017	ء ر ض	خ ب ر	7	4	4	1	9	9	intra_ayah:34:1:root:10
co-34_1-00008	34:1	w-s034-a001-w010	w-s034-a001-w007	ء ر ض	س م و	3	1	1	1	224	263	intra_ayah:34:1:root:11
co-34_1-00009	34:1	w-s034-a001-w002	w-s034-a001-w016	ء ل ه	ح ك م	14	5	5	1	127	252	intra_ayah:34:1:root:12
co-34_1-00010	34:1	w-s034-a001-w002	w-s034-a001-w001	ء ل ه	ح م د	1	1	3	2	42	63	intra_ayah:34:1:root:13
co-34_1-00011	34:1	w-s034-a001-w002	w-s034-a001-w012	ء ل ه	ح م د	10	1	3	2	42	63	intra_ayah:34:1:root:13
co-34_1-00012	34:1	w-s034-a001-w002	w-s034-a001-w017	ء ل ه	خ ب ر	15	6	6	1	34	66	intra_ayah:34:1:root:14
co-34_1-00013	34:1	w-s034-a001-w002	w-s034-a001-w007	ء ل ه	س م و	5	1	1	1	185	319	intra_ayah:34:1:root:15
co-34_1-00014	34:1	w-s034-a001-w016	w-s034-a001-w001	ح ك م	ح م د	15	2	6	2	5	6	intra_ayah:34:1:root:16
co-34_1-00015	34:1	w-s034-a001-w016	w-s034-a001-w012	ح ك م	ح م د	4	2	6	2	5	6	intra_ayah:34:1:root:16
co-34_1-00016	34:1	w-s034-a001-w016	w-s034-a001-w017	ح ك م	خ ب ر	1	1	1	1	6	8	intra_ayah:34:1:root:17
co-34_1-00017	34:1	w-s034-a001-w016	w-s034-a001-w007	ح ك م	س م و	9	4	4	1	16	18	intra_ayah:34:1:root:18
co-34_1-00018	34:1	w-s034-a001-w001	w-s034-a001-w017	ح م د	خ ب ر	16	3	7	2	2	3	intra_ayah:34:1:root:19
co-34_1-00019	34:1	w-s034-a001-w012	w-s034-a001-w017	ح م د	خ ب ر	5	3	7	2	2	3	intra_ayah:34:1:root:19
co-34_1-00020	34:1	w-s034-a001-w014	w-s034-a001-w002	ء خ ر	ء ل ه	12	4	4	1	123	229	intra_ayah:34:1:root:2
co-34_1-00021	34:1	w-s034-a001-w001	w-s034-a001-w007	ح م د	س م و	6	2	2	2	13	15	intra_ayah:34:1:root:20
co-34_1-00022	34:1	w-s034-a001-w012	w-s034-a001-w007	ح م د	س م و	5	2	2	2	13	15	intra_ayah:34:1:root:20
co-34_1-00023	34:1	w-s034-a001-w017	w-s034-a001-w007	خ ب ر	س م و	10	5	5	1	8	8	intra_ayah:34:1:root:21
co-34_1-00024	34:1	w-s034-a001-w014	w-s034-a001-w016	ء خ ر	ح ك م	2	1	1	1	11	11	intra_ayah:34:1:root:3
co-34_1-00025	34:1	w-s034-a001-w014	w-s034-a001-w001	ء خ ر	ح م د	13	1	5	2	4	5	intra_ayah:34:1:root:4
co-34_1-00026	34:1	w-s034-a001-w014	w-s034-a001-w012	ء خ ر	ح م د	2	1	5	2	4	5	intra_ayah:34:1:root:4
co-34_1-00027	34:1	w-s034-a001-w014	w-s034-a001-w017	ء خ ر	خ ب ر	3	2	2	1	3	3	intra_ayah:34:1:root:5
co-34_1-00028	34:1	w-s034-a001-w014	w-s034-a001-w007	ء خ ر	س م و	7	3	3	1	15	19	intra_ayah:34:1:root:6
co-34_1-00029	34:1	w-s034-a001-w010	w-s034-a001-w002	ء ر ض	ء ل ه	8	2	2	1	215	380	intra_ayah:34:1:root:7
co-34_1-00030	34:1	w-s034-a001-w010	w-s034-a001-w016	ء ر ض	ح ك م	6	3	3	1	22	24	intra_ayah:34:1:root:8
co-34_1-00031	34:1	w-s034-a001-w010	w-s034-a001-w001	ء ر ض	ح م د	9	1	3	2	17	19	intra_ayah:34:1:root:9
co-34_1-00032	34:1	w-s034-a001-w010	w-s034-a001-w012	ء ر ض	ح م د	2	1	3	2	17	19	intra_ayah:34:1:root:9
co-34_2-00033	34:2	w-s034-a002-w005	w-s034-a002-w007	ء ر ض	خ ر ج	2	1	1	1	26	31	intra_ayah:34:2:root:1
co-34_2-00034	34:2	w-s034-a002-w007	w-s034-a002-w012	خ ر ج	س م و	5	2	2	1	17	23	intra_ayah:34:2:root:10
co-34_2-00035	34:2	w-s034-a002-w007	w-s034-a002-w014	خ ر ج	ع ر ج	7	3	3	1	2	2	intra_ayah:34:2:root:11
co-34_2-00036	34:2	w-s034-a002-w007	w-s034-a002-w001	خ ر ج	ع ل م	6	3	3	1	22	26	intra_ayah:34:2:root:12
co-34_2-00037	34:2	w-s034-a002-w007	w-s034-a002-w018	خ ر ج	غ ف ر	11	5	5	1	4	4	intra_ayah:34:2:root:13
co-34_2-00038	34:2	w-s034-a002-w007	w-s034-a002-w010	خ ر ج	ن ز ل	3	1	1	1	17	21	intra_ayah:34:2:root:14
co-34_2-00039	34:2	w-s034-a002-w007	w-s034-a002-w003	خ ر ج	و ل ج	4	2	2	1	3	6	intra_ayah:34:2:root:15
co-34_2-00040	34:2	w-s034-a002-w017	w-s034-a002-w012	ر ح م	س م و	5	2	2	1	18	21	intra_ayah:34:2:root:16
co-34_2-00041	34:2	w-s034-a002-w017	w-s034-a002-w014	ر ح م	ع ر ج	3	1	1	1	2	2	intra_ayah:34:2:root:17
