syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-34_0-00001	ae:v3:s001:001:pass1:attach:a1	34:0	w-s034-a000-w001	w-s034-a000-w001	w-s034-a000-w001	m-w-s034-a000-w001-01	m-w-s034-a000-w001-02	m-w-s034-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-34_0-00002	ae:v3:s001:001:pass1:attach:a2	34:0	w-s034-a000-w001	w-s034-a000-w002		m-w-s034-a000-w001-02	m-w-s034-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-34_0-00003	ae:v3:s001:001:pass1:attach:a3	34:0	w-s034-a000-w002	w-s034-a000-w003		m-w-s034-a000-w002-01	m-w-s034-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-34_0-00004	ae:v3:s001:001:pass1:attach:a4	34:0	w-s034-a000-w002	w-s034-a000-w003		m-w-s034-a000-w002-01	m-w-s034-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-34_1-00005	ae:v3:s034:001:pass1:attach:a1	34:1	w-s034-a001-w001	w-s034-a001-w002	w-s034-a001-w001	m-w-s034-a001-w001-02	m-w-s034-a001-w002-02	m-w-s034-a001-w001-02	34:1:1:2	34:1:2:2	34:1:1:2	q:34:1:1	q:34:1:3	q:34:1:2	1	3	2	prep_complement	syntactically_forced	high			GERUND	NOUN_PROP		لـ	fallback_morpheme_aligned	case_government;local_syntax	لَّهِ is governed by لِ as the predicate complement of ٱلْحَمْدُ.	resources/attachments.tsv:41036
sx-34_1-00006	ae:v3:s034:001:pass1:attach:a2	34:1	w-s034-a001-w001	w-s034-a001-w002		m-w-s034-a001-w001-02	m-w-s034-a001-w002-02		34:1:1:2	34:1:2:2		q:34:1:1	q:34:1:3		1	3		predication	strongly_licensed	high			GERUND	NOUN_PROP			position_morpheme_aligned	local_syntax	The phrase لِلَّهِ predicates possession or entitlement of ٱلْحَمْدُ.	resources/attachments.tsv:41037
sx-34_1-00007	ae:v3:s034:001:pass1:attach:a3	34:1	w-s034-a001-w002	w-s034-a001-w003		m-w-s034-a001-w002-02	m-w-s034-a001-w003-01		34:1:2:2	34:1:3:1		q:34:1:3	q:34:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	REL_PRON			position_morpheme_aligned	local_syntax	ٱلَّذِى modifies لَّهِ by introducing the following relative description.	resources/attachments.tsv:41038
sx-34_1-00008	ae:v3:s034:001:pass1:attach:a4	34:1	w-s034-a001-w005	w-s034-a001-w003	w-s034-a001-w003	m-w-s034-a001-w005-01	m-w-s034-a001-w003-01	m-w-s034-a001-w003-01	34:1:5:1	34:1:3:1	34:1:3:1	q:34:1:6	q:34:1:5	q:34:1:5	6	5	5	prep_complement	syntactically_forced	high		pronoun_suffix	REL_PRON			لـ	fallback_morpheme_aligned	case_government;local_syntax	The pronoun in لَهُۥ is governed by prefixed لِ as the fronted predicate for مَا.	resources/attachments.tsv:41039
sx-34_1-00009	ae:v3:s034:001:pass1:attach:a5	34:1	w-s034-a001-w005	w-s034-a001-w003		m-w-s034-a001-w005-01	m-w-s034-a001-w003-01		34:1:5:1	34:1:3:1		q:34:1:6	q:34:1:5		6	5		predication	strongly_licensed	high			REL_PRON	PREP			fallback_morpheme_aligned	word_order;local_syntax	لَهُۥ is the fronted predicate and مَا is the delayed subject.	resources/attachments.tsv:41040
sx-34_1-00010	ae:v3:s034:001:pass1:attach:a6	34:1	w-s034-a001-w005	w-s034-a001-w007	w-s034-a001-w006	m-w-s034-a001-w005-01	m-w-s034-a001-w007-02	m-w-s034-a001-w006-01	34:1:5:1	34:1:7:2	34:1:6:1	q:34:1:6	q:34:1:8	q:34:1:7	6	8	7	prep_complement	syntactically_forced	high			REL_PRON	NOUN_CONCRETE		فِي	fallback_morpheme_aligned	case_government;local_syntax	ٱلسَّمَٰوَٰتِ is governed by فِى and specifies the domain of مَا.	resources/attachments.tsv:41041
