edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s104:001:pass1:attach:a1	q:104:1:1	q:104:1:2	predication	head-to-dependent	high	وَيْلٌ | لِكُلِّ	local_syntax;case_government	لِكُلِّ supplies the khabar-like PP for وَيْلٌ.
ae:v3:s104:001:pass1:attach:a2	q:104:1:1	q:104:1:2	prep_complement	head-to-dependent	high	وَيْلٌ | لِكُلِّ	case_government;local_syntax	كُلِّ is governed by the prefixed لِ in the PP attached to وَيْلٌ.
ae:v3:s104:001:pass1:attach:a3	q:104:1:2	q:104:1:3	idafa	head-to-dependent	high	لِكُلِّ | هُمَزَةٍ	case_government;local_syntax	هُمَزَةٍ is the genitive complement of كُلِّ in the idafa.
ae:v3:s104:001:pass1:attach:a4	q:104:1:3	q:104:1:4	apposition	head-to-dependent	high	هُمَزَةٍ | لُمَزَةٍ	case_government;parallelism	لُمَزَةٍ matches هُمَزَةٍ in form and case as a second descriptive apposition.
ae:v3:s104:002:pass1:attach:a1	q:104:2:2	q:104:2:1	subject	head-to-dependent	high	جَمَعَ | الَّذِي	local_syntax;agreement	ٱلَّذِى supplies the subject role for جَمَعَ in the relative construction.
ae:v3:s104:002:pass1:attach:a2	q:104:2:2	q:104:2:3	direct_object	head-to-dependent	high	جَمَعَ | مَالَاً	case_government;word_order	مَالًا is the accusative object of جَمَعَ.
ae:v3:s104:002:pass1:attach:a3	q:104:2:2	q:104:2:5	conjoined	head-to-dependent	high	جَمَعَ | وَعَدَّدَهُ	local_syntax;parallelism	عَدَّدَهُ is coordinated with جَمَعَ by وَ.
ae:v3:s104:002:pass1:attach:a4	q:104:2:5	q:104:2:1	subject	head-to-dependent	high	وَعَدَّدَهُ | الَّذِي	local_syntax;agreement	ٱلَّذِى is the shared subject understood with the coordinated verb عَدَّدَهُ.
ae:v3:s104:002:pass1:attach:a5	q:104:2:5	q:104:2:5	direct_object	head-to-dependent	high	وَعَدَّدَهُ	morphology;local_syntax	The suffix هُ in عَدَّدَهُ is the direct object of عَدَّدَ.
ae:v3:s104:003:pass1:attach:a1	q:104:3:1	q:104:3:2	clausal_complement	head-to-dependent	high	يَحْسَبُ | أَنَّ	local_syntax	أَنَّ مَالَهُ أَخْلَدَهُ is the proposition reckoned by يَحْسَبُ.
