surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
104	1	1	1	104:1:1:1	وَيْلٌ	وَيْل			N	STEM	STEM|POS:N|LEM:wayol|M|INDEF|NOM							
104	1	2	1	104:1:2:1	لِّ				P	PREFIX	PREFIX|l:P+							
104	1	2	2	104:1:2:2	كُلِّ	كُلّ	ك ل ل	ك ل ل	N	STEM	STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN							
104	1	3	1	104:1:3:1	هُمَزَةٍ	هُمَزَة	ه م ز	ه م ز	N	STEM	STEM|POS:N|LEM:humazap|ROOT:hmz|M|INDEF|GEN							
104	1	4	1	104:1:4:1	لُّمَزَةٍ	لُّمَزَة	ل م ز	ل م ز	N	STEM	STEM|POS:N|LEM:l~umazap|ROOT:lmz|F|INDEF|GEN							
104	2	1	1	104:2:1:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
104	2	2	1	104:2:2:1	جَمَعَ	جَمَعَ	ج م ع	ج م ع	V	STEM	STEM|POS:V|PERF|LEM:jamaEa|ROOT:jmE|3MS	PERF						
104	2	3	1	104:2:3:1	مَالًا	مَال	م و ل	م و ل	N	STEM	STEM|POS:N|LEM:maAl|ROOT:mwl|M|INDEF|ACC							
104	2	4	1	104:2:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
104	2	4	2	104:2:4:2	عَدَّدَ	عَدَّدَ	ع د د	ع د د	V	STEM	STEM|POS:V|PERF|(II)|LEM:Ead~ada|ROOT:Edd|3MS	PERF			II			
104	2	4	3	104:2:4:3	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
104	3	1	1	104:3:1:1	يَحْسَبُ	حَسِبَ	ح س ب	ح س ب	V	STEM	STEM|POS:V|IMPF|LEM:Hasiba|ROOT:Hsb|3MS	IMPF						
104	3	2	1	104:3:2:1	أَنَّ	أَنّ			ACC	STEM	STEM|POS:ACC|LEM:>an~|SP:<in~							
104	3	3	1	104:3:3:1	مَالَ	مَال	م و ل	م و ل	N	STEM	STEM|POS:N|LEM:maAl|ROOT:mwl|M|ACC							
104	3	3	2	104:3:3:2	هُۥٓ				PRON	SUFFIX	SUFFIX|PRON:3MS							
104	3	4	1	104:3:4:1	أَخْلَدَ	أَخْلَدَ	خ ل د	خ ل د	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>axolada|ROOT:xld|3MS	PERF			IV			
104	3	4	2	104:3:4:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
104	4	1	1	104:4:1:1	كَلَّا	كَلَّا			AVR	STEM	STEM|POS:AVR|LEM:kal~aA							
104	4	2	1	104:4:2:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
104	4	2	2	104:4:2:2	يُنۢبَذَ	نَبَذَ	ن ب ذ	ن ب ذ	V	STEM	STEM|POS:V|IMPF|PASS|LEM:naba*a|ROOT:nb*|3MS	IMPF		PASS				
104	4	2	3	104:4:2:3	نَّ				EMPH	SUFFIX	SUFFIX|+n:EMPH							
104	4	3	1	104:4:3:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
104	4	4	1	104:4:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
104	4	4	2	104:4:4:2	حُطَمَةِ	حُطَمَة	ح ط م	ح ط م	N	STEM	STEM|POS:N|LEM:HuTamap|ROOT:HTm|F|GEN							
104	5	1	1	104:5:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
104	5	1	2	104:5:1:2	مَآ	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
104	5	2	1	104:5:2:1	أَدْرَىٰ	أَدْرَىٰ	د ر ي	د ر ي	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>adoraY`|ROOT:dry|3MS	PERF			IV			
104	5	2	2	104:5:2:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
104	5	3	1	104:5:3:1	مَا	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA							
104	5	4	1	104:5:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
104	5	4	2	104:5:4:2	حُطَمَةُ	حُطَمَة	ح ط م	ح ط م	N	STEM	STEM|POS:N|LEM:HuTamap|ROOT:HTm|F|NOM							
104	6	1	1	104:6:1:1	نَارُ	نَار	ن و ر	ن و ر	N	STEM	STEM|POS:N|LEM:naAr|ROOT:nwr|F|NOM							
104	6	2	1	104:6:2:1	ٱللَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
104	6	3	1	104:6:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
104	6	3	2	104:6:3:2	مُوقَدَةُ	مُوقَدَة	و ق د	و ق د	ADJ	STEM	STEM|POS:ADJ|PASS|PCPL|(IV)|LEM:muwqadap|ROOT:wqd|F|NOM			PASS	IV			
104	7	1	1	104:7:1:1	ٱلَّتِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|FS							
104	7	2	1	104:7:2:1	تَطَّلِعُ	طَّلَعَ	ط ل ع	ط ل ع	V	STEM	STEM|POS:V|IMPF|(VIII)|LEM:T~alaEa|ROOT:TlE|3FS	IMPF			VIII			
104	7	3	1	104:7:3:1	عَلَى	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
104	7	4	1	104:7:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
104	7	4	2	104:7:4:2	أَفْـِٔدَةِ	فُؤَاد	ف ء د	ف ء د	N	STEM	STEM|POS:N|LEM:fu&aAd|ROOT:fAd|MP|GEN							
104	8	1	1	104:8:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
104	8	1	2	104:8:1:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
104	8	2	1	104:8:2:1	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
104	8	2	2	104:8:2:2	هِم				PRON	SUFFIX	SUFFIX|PRON:3MP							
104	8	3	1	104:8:3:1	مُّؤْصَدَةٌ	مُّؤْصَدَة	و ص د	و ص د	N	STEM	STEM|POS:N|LEM:m~u&oSadap|ROOT:wSd|F|INDEF|NOM							
104	9	1	1	104:9:1:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
104	9	2	1	104:9:2:1	عَمَدٍ	عَمَد	ع م د	ع م د	N	STEM	STEM|POS:N|LEM:Eamad|ROOT:Emd|MP|INDEF|GEN							
104	9	3	1	104:9:3:1	مُّمَدَّدَةٍۭ	مُّمَدَّدَة	م د د	م د د	ADJ	STEM	STEM|POS:ADJ|PASS|PCPL|(II)|LEM:m~umad~adap|ROOT:mdd|F|INDEF|GEN			PASS	II			
