surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
99	1	1	1	99:1:1:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
99	1	2	1	99:1:2:1	زُلْزِلَتِ	زُلْزِلُ	ز ل ز ل	ز ل ز ل	V	STEM	STEM|POS:V|PERF|PASS|LEM:zulozilu|ROOT:zlzl|3FS	PERF		PASS				
99	1	3	1	99:1:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
99	1	3	2	99:1:3:2	أَرْضُ	أَرْض	ء ر ض	ء ر ض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|NOM							
99	1	4	1	99:1:4:1	زِلْزَالَ	زِلْزَال	ز ل ز ل	ز ل ز ل	N	STEM	STEM|POS:N|LEM:zilozaAl|ROOT:zlzl|M|ACC							
99	1	4	2	99:1:4:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
99	2	1	1	99:2:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
99	2	1	2	99:2:1:2	أَخْرَجَتِ	أَخْرَجَ	خ ر ج	خ ر ج	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>axoraja|ROOT:xrj|3FS	PERF			IV			
99	2	2	1	99:2:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
99	2	2	2	99:2:2:2	أَرْضُ	أَرْض	ء ر ض	ء ر ض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|NOM							
99	2	3	1	99:2:3:1	أَثْقَالَ	ثَّقَلَان	ث ق ل	ث ق ل	N	STEM	STEM|POS:N|LEM:v~aqalaAn|ROOT:vql|MP|ACC							
99	2	3	2	99:2:3:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
99	3	1	1	99:3:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
