attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	111:0	1:1	1	w-s111-a000-w001	1:1:1	m-w-s111-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	111:0	1:1	2	w-s111-a000-w001	1:1:1	m-w-s111-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	111:0	1:1	3	w-s111-a000-w002	1:1:2	m-w-s111-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	111:0	1:1	4	w-s111-a000-w003	1:1:3	m-w-s111-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	111:0	1:1	5	w-s111-a000-w003	1:1:3	m-w-s111-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:111:1:1	111:1	111:1	1	w-s111-a001-w001	111:1:1	m-w-s111-a001-w001-01	تَبَّتْ	ت ب ب		position_crosswalk	morpheme_aligned
q:111:1:2	111:1	111:1	2	w-s111-a001-w002	111:1:2	m-w-s111-a001-w002-01	يَدَا	ي د ي		position_crosswalk	morpheme_aligned
q:111:1:3	111:1	111:1	3	w-s111-a001-w003	111:1:3	m-w-s111-a001-w003-01	أَبِي	أ ب و		position_crosswalk	morpheme_aligned
q:111:1:4	111:1	111:1	4	w-s111-a001-w004	111:1:4	m-w-s111-a001-w004-01	لَهَبٍ	ل ه ب		position_crosswalk	morpheme_aligned
q:111:1:6	111:1	111:1	6	w-s111-a001-w005	111:1:5	m-w-s111-a001-w005-02	وَتَبَّ	ت ب ب		position_crosswalk	morpheme_aligned
q:111:2:2	111:2	111:2	2	w-s111-a002-w002	111:2:2	m-w-s111-a002-w002-01	أَغْنَى	غ ن ي	عَن	position_crosswalk	morpheme_aligned
q:111:2:3	111:2	111:2	3	w-s111-a002-w003	111:2:3	m-w-s111-a002-w003-02;m-w-s111-a002-w003-01			عَن	position_crosswalk	morpheme_aligned
q:111:2:4	111:2	111:2	4	w-s111-a002-w004	111:2:4	m-w-s111-a002-w004-01	مَالُهُ	م و ل		position_crosswalk	morpheme_aligned
q:111:2:6	111:2	111:2	6	w-s111-a002-w005	111:2:5	m-w-s111-a002-w005-02	وَمَا	أ و ي		position_crosswalk	morpheme_aligned
q:111:2:7	111:2	111:2	7	w-s111-a002-w006	111:2:6	m-w-s111-a002-w006-01	كَسَبَ	ك س ب		position_crosswalk	morpheme_aligned
q:111:3:1	111:3	111:3	1	w-s111-a003-w001	111:3:1	m-w-s111-a003-w001-02	سَيَصْلَى	ص ل و		position_crosswalk	morpheme_aligned
q:111:3:2	111:3	111:3	2	w-s111-a003-w002	111:3:2	m-w-s111-a003-w002-01	نَارَاً	ن و ر		surface_root_sequence_fallback	morpheme_aligned
q:111:3:3	111:3	111:3	3	w-s111-a003-w003	111:3:3	m-w-s111-a003-w003-01	ذَاتَ	ذ و و		surface_root_sequence_fallback	morpheme_aligned
q:111:3:4	111:3	111:3	4	w-s111-a003-w004	111:3:4	m-w-s111-a003-w004-01	لَهَبٍ	ل ه ب		surface_root_sequence_fallback	morpheme_aligned
q:111:4:2	111:4	111:4	2	w-s111-a004-w001	111:4:1	m-w-s111-a004-w001-02	وَامْرَأَتُهُ	م ر أ		position_crosswalk	morpheme_aligned
q:111:4:3	111:4	111:4	3	w-s111-a004-w002	111:4:2	m-w-s111-a004-w002-01	حَمَّالَةَ	ح م ل		position_crosswalk	morpheme_aligned
q:111:4:4	111:4	111:4	4	w-s111-a004-w003	111:4:3	m-w-s111-a004-w003-02	الْحَطَبِ	ح ط ب		position_crosswalk	morpheme_aligned
q:111:5:1	111:5	111:5	1	w-s111-a005-w001	111:5:1	m-w-s111-a005-w001-01			فِي	position_crosswalk	morpheme_aligned
q:111:5:2	111:5	111:5	2	w-s111-a005-w002	111:5:2	m-w-s111-a005-w002-01	جِيدِهَا	ج ي د	فِي	position_crosswalk	morpheme_aligned
q:111:5:3	111:5	111:5	3	w-s111-a005-w003	111:5:3	m-w-s111-a005-w003-01	حَبْلٌ	ح ب ل	فِي;مِن	position_crosswalk	morpheme_aligned
q:111:5:4	111:5	111:5	4	w-s111-a005-w004	111:5:4	m-w-s111-a005-w004-01			مِن	position_crosswalk	morpheme_aligned
q:111:5:5	111:5	111:5	5	w-s111-a005-w005	111:5:5	m-w-s111-a005-w005-01	مَسَدٍ	م س د	مِن	position_crosswalk	morpheme_aligned
