edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s107:001:pass1:attach:a1	q:107:1:1	q:107:1:2	direct_object	head-to-dependent	high	أَرَأَيْتَ | الَّذِي	word_order;local_syntax	ٱلَّذِى is the object seen or identified by أَرَءَيْتَ.
ae:v3:s107:001:pass1:attach:a2	q:107:1:3	q:107:1:4	prep_complement	head-to-dependent	high	يُكَذِّبُ | بِالدِّينِ	case_government;local_syntax	بِٱلدِّينِ supplies the governed complement of يُكَذِّبُ through the prefixed بِـ.
ae:v3:s107:002:pass1:attach:a1	q:107:2:2	q:107:2:3	predication	head-to-dependent	high	فَذَلِكَ | الَّذِي	local_syntax;word_order	ٱلَّذِى is the predicate identifying ذَٰلِكَ.
ae:v3:s107:002:pass1:attach:a2	q:107:2:4	q:107:2:5	direct_object	head-to-dependent	high	يَدُعُّ | الْيَتِيمَ	case_government;local_syntax	ٱلْيَتِيمَ is the accusative object pushed away by يَدُعُّ.
ae:v3:s107:003:pass1:attach:a1	q:107:3:3	q:107:3:5	prep_complement	head-to-dependent	high	يَحُضُّ | طَعَامِ	case_government;local_syntax	طَعَامِ is governed by عَلَىٰ as the target complement of يَحُضُّ.
ae:v3:s107:003:pass1:attach:a2	q:107:3:5	q:107:3:6	idafa	head-to-dependent	high	طَعَامِ | الْمِسْكِينِ	case_government;local_syntax	ٱلْمِسْكِينِ is the genitive second term of the construct طَعَامِ.
ae:v3:s107:004:pass1:attach:a1	q:107:4:2	q:107:4:3	prep_complement	head-to-dependent	high	فَوَيْلٌ | لِلْمُصَلِّينَ	case_government;local_syntax	لِّلْمُصَلِّينَ is governed by prefixed لِـ and relates the doom وَيْلٌ to the worshippers.
ae:v3:s107:004:pass1:attach:a2	q:107:4:2	q:107:4:3	predication	head-to-dependent	high	فَوَيْلٌ | لِلْمُصَلِّينَ	local_syntax	لِّلْمُصَلِّينَ functions as the predicate phrase for وَيْلٌ.
ae:v3:s107:005:pass1:attach:a1	q:107:5:5	q:107:5:4	prep_complement	head-to-dependent	high	سَاهُونَ | صَلَاتِهِمْ	case_government;local_syntax	صَلَاتِهِمْ is governed by عَن as the matter from which سَاهُونَ are heedless.
ae:v3:s107:005:pass1:attach:a2	q:107:5:2	q:107:5:5	predication	head-to-dependent	high	هُمْ | سَاهُونَ	local_syntax;word_order	سَاهُونَ is the predicate of هُمْ in the nominal clause.
ae:v3:s107:006:pass1:attach:a1	q:107:6:2	q:107:6:3	predication	head-to-dependent	high	هُمْ | يُرَاءُونَ	local_syntax;word_order	يُرَآءُونَ is the predicate of هُمْ in the relative description.
ae:v3:s107:007:pass1:attach:a1	q:107:7:2	q:107:7:3	direct_object	head-to-dependent	high	وَيَمْنَعُونَ | الْمَاعُونَ	case_government;local_syntax	ٱلْمَاعُونَ is the accusative thing withheld by يَمْنَعُونَ.
