surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
107	1	1	1	107:1:1:1	أَ				INTG	PREFIX	PREFIX|A:INTG+							
107	1	1	2	107:1:1:2	رَءَيْ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|2MS	PERF						
107	1	1	3	107:1:1:3	تَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
107	1	2	1	107:1:2:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
107	1	3	1	107:1:3:1	يُكَذِّبُ	كَذَّبَ	ك ذ ب	ك ذ ب	V	STEM	STEM|POS:V|IMPF|(II)|LEM:ka*~aba|ROOT:k*b|3MS	IMPF			II			
107	1	4	1	107:1:4:1	بِ				P	PREFIX	PREFIX|bi+							
107	1	4	2	107:1:4:2	ٱل				DET	PREFIX	PREFIX|Al+							
107	1	4	3	107:1:4:3	دِّينِ	دِين	د ي ن	د ي ن	N	STEM	STEM|POS:N|LEM:diyn|ROOT:dyn|M|GEN							
107	2	1	1	107:2:1:1	فَ				CONJ	PREFIX	PREFIX|f:CONJ+							
107	2	1	2	107:2:1:2	ذَٰلِكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|MS							
107	2	2	1	107:2:2:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
107	2	3	1	107:2:3:1	يَدُعُّ	يَدُعُّ	د ع ع	د ع ع	V	STEM	STEM|POS:V|IMPF|LEM:yaduE~u|ROOT:dEE|3MS	IMPF						
107	2	4	1	107:2:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
107	2	4	2	107:2:4:2	يَتِيمَ	يَتِيم	ي ت م	ي ت م	N	STEM	STEM|POS:N|LEM:yatiym|ROOT:ytm|MS|ACC							
107	3	1	1	107:3:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
107	3	1	2	107:3:1:2	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
107	3	2	1	107:3:2:1	يَحُضُّ	يَحُضُّ	ح ض ض	ح ض ض	V	STEM	STEM|POS:V|IMPF|LEM:yaHuD~u|ROOT:HDD|3MS	IMPF						
107	3	3	1	107:3:3:1	عَلَىٰ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
107	3	4	1	107:3:4:1	طَعَامِ	طَعَام	ط ع م	ط ع م	N	STEM	STEM|POS:N|LEM:TaEaAm|ROOT:TEm|M|GEN							
107	3	5	1	107:3:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
107	3	5	2	107:3:5:2	مِسْكِينِ	مِسْكِين	س ك ن	س ك ن	N	STEM	STEM|POS:N|LEM:misokiyn|ROOT:skn|MS|GEN							
107	4	1	1	107:4:1:1	فَ				REM	PREFIX	PREFIX|f:REM+							
107	4	1	2	107:4:1:2	وَيْلٌ	وَيْل			N	STEM	STEM|POS:N|LEM:wayol|M|INDEF|NOM							
107	4	2	1	107:4:2:1	لِّ				P	PREFIX	PREFIX|l:P+							
107	4	2	2	107:4:2:2	لْ				DET	PREFIX	PREFIX|Al+							
107	4	2	3	107:4:2:3	مُصَلِّينَ	مُصَلِّين	ص ل و	ص ل و	N	STEM	STEM|POS:N|ACT|PCPL|(II)|LEM:muSal~iyn|ROOT:Slw|MP|GEN			ACT	II			
107	5	1	1	107:5:1:1	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP							
107	5	2	1	107:5:2:1	هُمْ				PRON	STEM	STEM|POS:PRON|3MP							
107	5	3	1	107:5:3:1	عَن	عَن			P	STEM	STEM|POS:P|LEM:Ean							
107	5	4	1	107:5:4:1	صَلَاتِ	صَلَوٰة	ص ل و	ص ل و	N	STEM	STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|GEN							
107	5	4	2	107:5:4:2	هِمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
107	5	5	1	107:5:5:1	سَاهُونَ	سَاهُون	س ه و	س ه و	N	STEM	STEM|POS:N|ACT|PCPL|LEM:saAhuwn|ROOT:shw|MP|NOM			ACT				
107	6	1	1	107:6:1:1	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP							
107	6	2	1	107:6:2:1	هُمْ				PRON	STEM	STEM|POS:PRON|3MP							
107	6	3	1	107:6:3:1	يُرَآءُ	يُرَآءُ	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|IMPF|(III)|LEM:yuraA^'u|ROOT:rAy|3MP	IMPF			III			
107	6	3	2	107:6:3:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
107	7	1	1	107:7:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
107	7	1	2	107:7:1:2	يَمْنَعُ	مَّنَعَ	م ن ع	م ن ع	V	STEM	STEM|POS:V|IMPF|LEM:m~anaEa|ROOT:mnE|3MP	IMPF						
107	7	1	3	107:7:1:3	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
107	7	2	1	107:7:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
107	7	2	2	107:7:2:2	مَاعُونَ	مَاعُون	م ع ن	م ع ن	N	STEM	STEM|POS:N|LEM:maAEuwn|ROOT:mEn|M|ACC							
