syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-18_0-00001	ae:v3:s001:001:pass1:attach:a1	18:0	w-s018-a000-w001	w-s018-a000-w001	w-s018-a000-w001	m-w-s018-a000-w001-01	m-w-s018-a000-w001-02	m-w-s018-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-18_0-00002	ae:v3:s001:001:pass1:attach:a2	18:0	w-s018-a000-w001	w-s018-a000-w002		m-w-s018-a000-w001-02	m-w-s018-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-18_0-00003	ae:v3:s001:001:pass1:attach:a3	18:0	w-s018-a000-w002	w-s018-a000-w003		m-w-s018-a000-w002-01	m-w-s018-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-18_0-00004	ae:v3:s001:001:pass1:attach:a4	18:0	w-s018-a000-w002	w-s018-a000-w003		m-w-s018-a000-w002-01	m-w-s018-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-18_1-00005	ae:v3:s018:001:pass1:attach:a1	18:1	w-s018-a001-w001	w-s018-a001-w002	w-s018-a001-w001	m-w-s018-a001-w001-02	m-w-s018-a001-w002-02	m-w-s018-a001-w001-02	18:1:1:2	18:1:2:2	18:1:1:2	q:18:1:1	q:18:1:3	q:18:1:2	1	3	2	prep_complement	syntactically_forced	high			GERUND	NOUN_PROP		لـ	fallback_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is governed by لِ as the predicate complement of ٱلْحَمْدُ.	resources/attachments.tsv:27528
sx-18_1-00006	ae:v3:s018:001:pass1:attach:a2	18:1	w-s018-a001-w001	w-s018-a001-w002		m-w-s018-a001-w001-02	m-w-s018-a001-w002-02		18:1:1:2	18:1:2:2		q:18:1:1	q:18:1:3		1	3		predication	strongly_licensed	high			GERUND	NOUN_PROP			position_morpheme_aligned	local_syntax	لِلَّهِ supplies the predicate relation for ٱلْحَمْدُ.	resources/attachments.tsv:27529
sx-18_1-00007	ae:v3:s018:001:pass1:attach:a3	18:1	w-s018-a001-w002	w-s018-a001-w003		m-w-s018-a001-w002-02	m-w-s018-a001-w003-01		18:1:2:2	18:1:3:1		q:18:1:3	q:18:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	REL_PRON			position_morpheme_aligned	local_syntax	ٱلَّذِى introduces the relative modifier of ٱللَّهِ.	resources/attachments.tsv:27530
sx-18_1-00008	ae:v3:s018:001:pass1:attach:a4	18:1	w-s018-a001-w004	w-s018-a001-w006	w-s018-a001-w005	m-w-s018-a001-w004-01	m-w-s018-a001-w006-01	m-w-s018-a001-w005-01	18:1:4:1	18:1:6:1	18:1:5:1	q:18:1:5	q:18:1:7	q:18:1:6	5	7	6	prep_complement	syntactically_forced	high			PV	NOUN_CONCRETE		عَلَى	position_morpheme_aligned	case_government;local_syntax	عَبْدِهِ is governed by عَلَىٰ as the complement of أَنزَلَ.	resources/attachments.tsv:27531
sx-18_1-00009	ae:v3:s018:001:pass1:attach:a5	18:1	w-s018-a001-w004	w-s018-a001-w007		m-w-s018-a001-w004-01	m-w-s018-a001-w007-02		18:1:4:1	18:1:7:2		q:18:1:5	q:18:1:8		5	8		direct_object	syntactically_forced	high			PV	NOUN_CONCRETE	explicit		position_morpheme_aligned	case_government;local_syntax	ٱلْكِتَٰبَ is the accusative object of أَنزَلَ.	resources/attachments.tsv:27532
sx-18_1-00010	ae:v3:s018:001:pass1:attach:a6	18:1	w-s018-a001-w004	w-s018-a001-w009		m-w-s018-a001-w004-01	m-w-s018-a001-w009-01		18:1:4:1	18:1:9:1		q:18:1:5	q:18:1:11		5	11		conjoined	strongly_licensed	high			PV	IV			position_morpheme_aligned	local_syntax	وَلَمْ يَجْعَلْ coordinates يَجْعَلْ with أَنزَلَ under the relative description.	resources/attachments.tsv:27533
sx-18_1-00011	ae:v3:s018:001:pass1:attach:a7	18:1	w-s018-a001-w008	w-s018-a001-w009		m-w-s018-a001-w008-02	m-w-s018-a001-w009-01		18:1:8:2	18:1:9:1		q:18:1:10	q:18:1:11		10	11		particle_complement	syntactically_forced	high			NEG_PART	IV			position_morpheme_aligned	morphology;local_syntax	لَمْ governs the jussive verb يَجْعَلْ.	resources/attachments.tsv:27534
