word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s081-a000-w001	81:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s081-a000-w002	81:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s081-a000-w003	81:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s081-a000-w004	81:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s081-a001-w001	81:1	81:1	1	81:1:1	إِذَا	إِذَا		T					STEM|POS:T|LEM:<i*aA
w-s081-a001-w002	81:1	81:1	2	81:1:2	ٱلشَّمْسُ	شَمْس	ش م س	N					PREFIX|Al+ | STEM|POS:N|LEM:$amos|ROOT:$ms|F|NOM
w-s081-a001-w003	81:1	81:1	3	81:1:3	كُوِّرَتْ	كُوِّرَتْ	ك و ر	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:kuw~irato|ROOT:kwr|3FS
w-s081-a002-w001	81:2	81:2	1	81:2:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a002-w002	81:2	81:2	2	81:2:2	ٱلنُّجُومُ	نَّجْم	ن ج م	N					PREFIX|Al+ | STEM|POS:N|LEM:n~ajom|ROOT:njm|MP|NOM
w-s081-a002-w003	81:2	81:2	3	81:2:3	ٱنكَدَرَتْ	ٱنكَدَرَتْ	ك د ر	V	PERF			VII	STEM|POS:V|PERF|(VII)|LEM:{nkadarato|ROOT:kdr|3FS
w-s081-a003-w001	81:3	81:3	1	81:3:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a003-w002	81:3	81:3	2	81:3:2	ٱلْجِبَالُ	جَبَل	ج ب ل	N					PREFIX|Al+ | STEM|POS:N|LEM:jabal|ROOT:jbl|MP|NOM
w-s081-a003-w003	81:3	81:3	3	81:3:3	سُيِّرَتْ	سُيِّرَتْ	س ي ر	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:suy~irato|ROOT:syr|3FS
w-s081-a004-w001	81:4	81:4	1	81:4:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a004-w002	81:4	81:4	2	81:4:2	ٱلْعِشَارُ	عِشَار	ع ش ر	N					PREFIX|Al+ | STEM|POS:N|LEM:Ei$aAr|ROOT:E$r|MP|NOM
w-s081-a004-w003	81:4	81:4	3	81:4:3	عُطِّلَتْ	عُطِّلَتْ	ع ط ل	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:EuT~ilato|ROOT:ETl|3FS
w-s081-a005-w001	81:5	81:5	1	81:5:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a005-w002	81:5	81:5	2	81:5:2	ٱلْوُحُوشُ	وُحُوش	و ح ش	N					PREFIX|Al+ | STEM|POS:N|LEM:wuHuw$|ROOT:wH$|MP|NOM
w-s081-a005-w003	81:5	81:5	3	81:5:3	حُشِرَتْ	حَشَرَ	ح ش ر	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:Ha$ara|ROOT:H$r|3FS
w-s081-a006-w001	81:6	81:6	1	81:6:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a006-w002	81:6	81:6	2	81:6:2	ٱلْبِحَارُ	بَحْر	ب ح ر	N					PREFIX|Al+ | STEM|POS:N|LEM:baHor|ROOT:bHr|MP|NOM
w-s081-a006-w003	81:6	81:6	3	81:6:3	سُجِّرَتْ	سُجِّرَتْ	س ج ر	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:suj~irato|ROOT:sjr|3FS
w-s081-a007-w001	81:7	81:7	1	81:7:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a007-w002	81:7	81:7	2	81:7:2	ٱلنُّفُوسُ	نَفْس	ن ف س	N					PREFIX|Al+ | STEM|POS:N|LEM:nafos|ROOT:nfs|FP|NOM
w-s081-a007-w003	81:7	81:7	3	81:7:3	زُوِّجَتْ	زُوِّجَتْ	ز و ج	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:zuw~ijato|ROOT:zwj|3FS
w-s081-a008-w001	81:8	81:8	1	81:8:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a008-w002	81:8	81:8	2	81:8:2	ٱلْمَوْءُۥدَةُ	مَوْءُدَة	و ء د	N			PASS		PREFIX|Al+ | STEM|POS:N|PASS|PCPL|LEM:mawo'udap|ROOT:wAd|F|NOM
w-s081-a008-w003	81:8	81:8	3	81:8:3	سُئِلَتْ	سَأَلَ	س ء ل	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:sa>ala|ROOT:sAl|3FS
w-s081-a009-w001	81:9	81:9	1	81:9:1	بِأَىِّ	أَىّ		INTG					PREFIX|bi+ | STEM|POS:INTG|LEM:>aY~|GEN
w-s081-a009-w002	81:9	81:9	2	81:9:2	ذَنۢبٍ	ذَنب	ذ ن ب	N					STEM|POS:N|LEM:*anb|ROOT:*nb|M|INDEF|GEN
w-s081-a009-w003	81:9	81:9	3	81:9:3	قُتِلَتْ	قَتَلَ	ق ت ل	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:qatala|ROOT:qtl|3FS
w-s081-a010-w001	81:10	81:10	1	81:10:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a010-w002	81:10	81:10	2	81:10:2	ٱلصُّحُفُ	صُحُف	ص ح ف	N					PREFIX|Al+ | STEM|POS:N|LEM:SuHuf|ROOT:SHf|FP|NOM
w-s081-a010-w003	81:10	81:10	3	81:10:3	نُشِرَتْ	نُشِرَتْ	ن ش ر	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:nu$irato|ROOT:n$r|3FS
w-s081-a011-w001	81:11	81:11	1	81:11:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a011-w002	81:11	81:11	2	81:11:2	ٱلسَّمَآءُ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|F|NOM
w-s081-a011-w003	81:11	81:11	3	81:11:3	كُشِطَتْ	كُشِطَتْ	ك ش ط	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:ku$iTato|ROOT:k$T|3FS
w-s081-a012-w001	81:12	81:12	1	81:12:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a012-w002	81:12	81:12	2	81:12:2	ٱلْجَحِيمُ	جَحِيم	ج ح م	N					PREFIX|Al+ | STEM|POS:N|LEM:jaHiym|ROOT:jHm|F|NOM
w-s081-a012-w003	81:12	81:12	3	81:12:3	سُعِّرَتْ	سُعِّرَتْ	س ع ر	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:suE~irato|ROOT:sEr|3FS
w-s081-a013-w001	81:13	81:13	1	81:13:1	وَإِذَا	إِذَا		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*aA
w-s081-a013-w002	81:13	81:13	2	81:13:2	ٱلْجَنَّةُ	جَنَّة	ج ن ن	PN					PREFIX|Al+ | STEM|POS:PN|LEM:jan~ap|ROOT:jnn|F|NOM
w-s081-a013-w003	81:13	81:13	3	81:13:3	أُزْلِفَتْ	أُزْلِفَتْ	ز ل ف	V	PERF		PASS	IV	STEM|POS:V|PERF|PASS|(IV)|LEM:>uzolifato|ROOT:zlf|3FS
w-s081-a014-w001	81:14	81:14	1	81:14:1	عَلِمَتْ	عَلِمَ	ع ل م	V	PERF				STEM|POS:V|PERF|LEM:Ealima|ROOT:Elm|3FS
w-s081-a014-w002	81:14	81:14	2	81:14:2	نَفْسٌ	نَفْس	ن ف س	N					STEM|POS:N|LEM:nafos|ROOT:nfs|FS|INDEF|NOM
w-s081-a014-w003	81:14	81:14	3	81:14:3	مَّآ	مَا		REL					STEM|POS:REL|LEM:maA
w-s081-a014-w004	81:14	81:14	4	81:14:4	أَحْضَرَتْ	أَحْضَرَتْ	ح ض ر	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:>aHoDarato|ROOT:HDr|3FS
w-s081-a015-w001	81:15	81:15	1	81:15:1	فَلَآ	لَا		NEG					PREFIX|f:REM+ | STEM|POS:NEG|LEM:laA
