word_id	morpheme_ids	root_id	binding_status
w-s081-a000-w001	m-w-s081-a000-w001-02	root_000745	resolved_source_exact
w-s081-a000-w002	m-w-s081-a000-w002-01	root_000047	resolved_normalized_exact
w-s081-a000-w003	m-w-s081-a000-w003-02	root_000552	resolved_source_exact
w-s081-a000-w004	m-w-s081-a000-w004-02	root_000552	resolved_source_exact
w-s081-a001-w002	m-w-s081-a001-w002-02	root_000818	resolved_source_exact
w-s081-a001-w003	m-w-s081-a001-w003-01	root_001330	resolved_source_exact
w-s081-a002-w002	m-w-s081-a002-w002-02	root_001475	resolved_source_exact
w-s081-a002-w003	m-w-s081-a002-w003-01	root_001288	resolved_source_exact
w-s081-a003-w002	m-w-s081-a003-w002-02	root_000217	resolved_source_exact
w-s081-a003-w003	m-w-s081-a003-w003-01	root_000769	resolved_source_exact
w-s081-a004-w002	m-w-s081-a004-w002-02	root_001016	resolved_source_exact
w-s081-a004-w003	m-w-s081-a004-w003-01	root_001027	resolved_source_exact
w-s081-a005-w002	m-w-s081-a005-w002-02	root_001632	resolved_source_exact
w-s081-a005-w003	m-w-s081-a005-w003-01	root_000324	resolved_source_exact
w-s081-a006-w002	m-w-s081-a006-w002-02	root_000086	resolved_source_exact
w-s081-a006-w003	m-w-s081-a006-w003-01	root_000676	resolved_source_exact
w-s081-a007-w002	m-w-s081-a007-w002-02	root_001533	resolved_source_exact
w-s081-a007-w003	m-w-s081-a007-w003-01	root_000652	resolved_source_exact
w-s081-a008-w002	m-w-s081-a008-w002-02	root_001615	resolved_normalized_exact
w-s081-a008-w003	m-w-s081-a008-w003-01	root_000661	resolved_normalized_exact
w-s081-a009-w002	m-w-s081-a009-w002-01	root_000521	resolved_source_exact
w-s081-a009-w003	m-w-s081-a009-w003-01	root_001200	resolved_source_exact
w-s081-a010-w002	m-w-s081-a010-w002-02	root_000845	resolved_source_exact
w-s081-a010-w003	m-w-s081-a010-w003-01	root_001503	resolved_source_exact
w-s081-a011-w002	m-w-s081-a011-w002-02	root_000745	resolved_source_exact
w-s081-a011-w003	m-w-s081-a011-w003-01	root_001301	resolved_source_exact
w-s081-a012-w002	m-w-s081-a012-w002-02	root_000225	resolved_source_exact
w-s081-a012-w003	m-w-s081-a012-w003-01	root_000708	resolved_source_exact
w-s081-a013-w002	m-w-s081-a013-w002-02	root_000266	resolved_source_exact
w-s081-a013-w003	m-w-s081-a013-w003-01	root_000639	resolved_source_exact
w-s081-a014-w001	m-w-s081-a014-w001-01	root_001040	resolved_source_exact
w-s081-a014-w002	m-w-s081-a014-w002-01	root_001533	resolved_source_exact
w-s081-a014-w004	m-w-s081-a014-w004-01	root_000333	resolved_source_exact
w-s081-a015-w002	m-w-s081-a015-w002-01	root_001226	resolved_source_exact
w-s081-a015-w003	m-w-s081-a015-w003-03	root_000443	resolved_source_exact
w-s081-a016-w001	m-w-s081-a016-w001-02	root_000240	resolved_source_exact
w-s081-a016-w002	m-w-s081-a016-w002-02	root_001323	resolved_source_exact
w-s081-a017-w001	m-w-s081-a017-w001-03	root_001392	resolved_source_exact
w-s081-a017-w003	m-w-s081-a017-w003-01	root_001013	resolved_source_exact
w-s081-a018-w001	m-w-s081-a018-w001-03	root_000839	resolved_source_exact
w-s081-a018-w003	m-w-s081-a018-w003-01	root_001533	resolved_source_exact
w-s081-a019-w002	m-w-s081-a019-w002-02	root_001272	resolved_source_exact
w-s081-a019-w003	m-w-s081-a019-w003-01	root_000563	resolved_source_exact
w-s081-a019-w004	m-w-s081-a019-w004-01	root_001294	resolved_source_exact
w-s081-a020-w002	m-w-s081-a020-w002-01	root_001274	resolved_source_exact
w-s081-a020-w003	m-w-s081-a020-w003-01	root_001052	resolved_source_exact
w-s081-a020-w005	m-w-s081-a020-w005-02	root_001000	resolved_source_exact
w-s081-a020-w006	m-w-s081-a020-w006-01	root_001439	resolved_source_exact
w-s081-a021-w001	m-w-s081-a021-w001-01	root_000956	resolved_source_exact
w-s081-a021-w003	m-w-s081-a021-w003-01	root_000054	resolved_normalized_exact
w-s081-a022-w002	m-w-s081-a022-w002-01	root_000844	resolved_source_exact
w-s081-a022-w003	m-w-s081-a022-w003-02	root_000266	resolved_source_exact
w-s081-a023-w002	m-w-s081-a023-w002-01	root_000531	resolved_normalized_exact
w-s081-a023-w003	m-w-s081-a023-w003-03	root_000040	resolved_normalized_exact
w-s081-a023-w004	m-w-s081-a023-w004-02	root_000170	resolved_source_exact
w-s081-a024-w004	m-w-s081-a024-w004-02	root_001117	resolved_source_exact
w-s081-a024-w005	m-w-s081-a024-w005-02	root_000917	resolved_source_exact
w-s081-a025-w003	m-w-s081-a025-w003-02	root_001272	resolved_source_exact
w-s081-a025-w004	m-w-s081-a025-w004-01	root_000796	resolved_source_exact
w-s081-a025-w005	m-w-s081-a025-w005-01	root_000547	resolved_source_exact
w-s081-a026-w002	m-w-s081-a026-w002-01	root_000522	resolved_source_exact
w-s081-a027-w004	m-w-s081-a027-w004-01	root_000516	resolved_source_exact
w-s081-a027-w005	m-w-s081-a027-w005-03	root_001040	resolved_source_exact
w-s081-a028-w002	m-w-s081-a028-w002-01	root_000831	resolved_source_exact
w-s081-a028-w005	m-w-s081-a028-w005-01	root_001273	resolved_source_exact
w-s081-a029-w002	m-w-s081-a029-w002-01	root_000831	resolved_source_exact
w-s081-a029-w005	m-w-s081-a029-w005-01	root_000831	resolved_source_exact
w-s081-a029-w006	m-w-s081-a029-w006-01	root_000047	resolved_normalized_exact
w-s081-a029-w007	m-w-s081-a029-w007-01	root_000532	resolved_source_exact
w-s081-a029-w008	m-w-s081-a029-w008-02	root_001040	resolved_source_exact
