word_id	morpheme_ids	root_id	binding_status
w-s060-a000-w001	m-w-s060-a000-w001-02	root_000745	resolved_source_exact
w-s060-a000-w002	m-w-s060-a000-w002-01	root_000047	resolved_normalized_exact
w-s060-a000-w003	m-w-s060-a000-w003-02	root_000552	resolved_source_exact
w-s060-a000-w004	m-w-s060-a000-w004-02	root_000552	resolved_source_exact
w-s060-a001-w003	m-w-s060-a001-w003-01	root_000054	resolved_normalized_exact
w-s060-a001-w005	m-w-s060-a001-w005-01	root_000018	resolved_normalized_exact
w-s060-a001-w006	m-w-s060-a001-w006-01	root_000993	resolved_source_exact
w-s060-a001-w007	m-w-s060-a001-w007-02	root_000993	resolved_source_exact
w-s060-a001-w008	m-w-s060-a001-w008-01	root_001684	resolved_source_exact
w-s060-a001-w009	m-w-s060-a001-w009-01	root_001372	resolved_source_exact
w-s060-a001-w011	m-w-s060-a001-w011-03	root_001634	resolved_source_exact
w-s060-a001-w013	m-w-s060-a001-w013-01	root_001307	resolved_source_exact
w-s060-a001-w015	m-w-s060-a001-w015-01	root_000281	resolved_source_exact
w-s060-a001-w017	m-w-s060-a001-w017-02	root_000347	resolved_source_exact
w-s060-a001-w018	m-w-s060-a001-w018-01	root_000400	resolved_source_exact
w-s060-a001-w019	m-w-s060-a001-w019-02	root_000563	resolved_source_exact
w-s060-a001-w022	m-w-s060-a001-w022-01	root_000054	resolved_normalized_exact
w-s060-a001-w023	m-w-s060-a001-w023-02	root_000047	resolved_normalized_exact
w-s060-a001-w024	m-w-s060-a001-w024-01	root_000532	resolved_source_exact
w-s060-a001-w026	m-w-s060-a001-w026-01	root_001332	resolved_source_exact
w-s060-a001-w027	m-w-s060-a001-w027-01	root_000400	resolved_source_exact
w-s060-a001-w028	m-w-s060-a001-w028-01	root_000268	resolved_source_exact
w-s060-a001-w030	m-w-s060-a001-w030-01	root_000672	resolved_source_exact
w-s060-a001-w031	m-w-s060-a001-w031-02	root_000138	resolved_source_exact
w-s060-a001-w032	m-w-s060-a001-w032-01	root_000569	resolved_source_exact
w-s060-a001-w033	m-w-s060-a001-w033-01	root_000697	resolved_source_exact
w-s060-a001-w035	m-w-s060-a001-w035-03	root_001634	resolved_source_exact
w-s060-a001-w037	m-w-s060-a001-w037-01	root_001040	resolved_source_exact
w-s060-a001-w039	m-w-s060-a001-w039-01	root_000428	resolved_source_exact
w-s060-a001-w041	m-w-s060-a001-w041-01	root_001041	resolved_source_exact
w-s060-a001-w043	m-w-s060-a001-w043-01	root_001167	resolved_source_exact
w-s060-a001-w046	m-w-s060-a001-w046-01	root_000913	resolved_source_exact
w-s060-a001-w047	m-w-s060-a001-w047-01	root_000766	resolved_source_exact
w-s060-a001-w048	m-w-s060-a001-w048-02	root_000672	resolved_source_exact
