finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-101_0-001	101:0	1	strong	1	1	1:1:1	root_000745	B005	w-s101-a000-w001
f-101_0-001	101:0	1	strong	2	1	1:1:2	root_000047	B002	w-s101-a000-w002
f-101_0-002	101:0	2	strong	1	1	1:1:3	root_000552	B001	w-s101-a000-w003
f-101_0-002	101:0	2	strong	2	1	1:1:4	root_000552	B001	w-s101-a000-w004
f-101_0-003	101:0	3	strong	1	1	1:1:3	root_000552	B002	w-s101-a000-w003
f-101_0-003	101:0	3	strong	1	2	1:1:3	root_000552	B003	w-s101-a000-w003
f-101_0-003	101:0	3	strong	2	1	1:1:4	root_000552	B002	w-s101-a000-w004
f-101_0-003	101:0	3	strong	2	2	1:1:4	root_000552	B003	w-s101-a000-w004
f-101_0-004	101:0	4	weak	1	1	1:1:1	root_000745	B001	w-s101-a000-w001
f-101_0-004	101:0	4	weak	1	2	1:1:1	root_000745	B004	w-s101-a000-w001
f-101_0-004	101:0	4	weak	1	3	1:1:1	root_000745	B005	w-s101-a000-w001
f-101_0-005	101:0	5	weak	1	1	1:1:2	root_000047	B002	w-s101-a000-w002
f-101_1-001	101:1	1	strong	1	1	101:1:1	root_001219	B001	w-s101-a001-w001
f-101_1-002	101:1	2	strong	1	1	101:1:1	root_001219	B006	w-s101-a001-w001
f-101_1-003	101:1	3	weak	1	1	101:1:1	root_001219	B008	w-s101-a001-w001
f-101_1-004	101:1	4	reject	1	1	101:1:1	root_001219	B008	w-s101-a001-w001
f-101_1-004	101:1	4	reject	1	2	101:1:1	root_001219	B010	w-s101-a001-w001
f-101_1-004	101:1	4	reject	1	3	101:1:1	root_001219	B011	w-s101-a001-w001
f-101_1-005	101:1	5	weak	1	1	101:1:1	root_001219	B004	w-s101-a001-w001
f-101_2-001	101:2	1	strong	1	1	101:2:2	root_001219	B006	w-s101-a002-w002
f-101_2-002	101:2	2	strong	1	1	101:2:2	root_001219	B001	w-s101-a002-w002
f-101_2-003	101:2	3	weak	1	1	101:2:2	root_001219	B004	w-s101-a002-w002
f-101_2-004	101:2	4	reject	1	1	101:2:2	root_001219	B010	w-s101-a002-w002
f-101_3-001	101:3	1	strong	1	1	101:3:2	root_000473	B001	w-s101-a003-w002
f-101_3-002	101:3	2	weak	1	1	101:3:2	root_000473	B001	w-s101-a003-w002
f-101_3-002	101:3	2	weak	2	1	101:3:4	root_001219	B006	w-s101-a003-w004
f-101_3-003	101:3	3	weak	1	1	101:3:2	root_000473	B002	w-s101-a003-w002
f-101_3-004	101:3	4	strong	1	1	101:3:4	root_001219	B001	w-s101-a003-w004
f-101_3-004	101:3	4	strong	1	2	101:3:4	root_001219	B004	w-s101-a003-w004
f-101_3-005	101:3	5	reject	1	1	101:3:2	root_000473	B002	w-s101-a003-w002
f-101_3-005	101:3	5	reject	1	2	101:3:2	root_000473	B003	w-s101-a003-w002
f-101_3-006	101:3	6	reject	1	1	101:3:2	root_000473	B004	w-s101-a003-w002
f-101_3-006	101:3	6	reject	2	1	101:3:4	root_001219	B001	w-s101-a003-w004
f-101_4-001	101:4	1	strong	1	1	101:4:1	root_001700	B003	w-s101-a004-w001
f-101_4-001	101:4	1	strong	2	1	101:4:2	root_001332	B001	w-s101-a004-w002
f-101_4-002	101:4	2	strong	1	1	101:4:3	root_004965	B001	w-s101-a004-w003
f-101_4-002	101:4	2	strong	2	1	101:4:4	root_001143	B005	w-s101-a004-w004
f-101_4-002	101:4	2	strong	3	1	101:4:5	root_000083	B001	w-s101-a004-w005
f-101_4-003	101:4	3	weak	1	1	101:4:4	root_001143	B001	w-s101-a004-w004
f-101_4-003	101:4	3	weak	1	2	101:4:4	root_001143	B002	w-s101-a004-w004
f-101_4-003	101:4	3	weak	2	1	101:4:5	root_000083	B001	w-s101-a004-w005
f-101_4-004	101:4	4	strong	1	1	101:4:5	root_000083	B002	w-s101-a004-w005
f-101_4-005	101:4	5	strong	1	1	101:4:4	root_001143	B005	w-s101-a004-w004
f-101_4-006	101:4	6	reject	1	1	101:4:3	root_004965	B002	w-s101-a004-w003
f-101_4-006	101:4	6	reject	2	1	101:4:4	root_001143	B004	w-s101-a004-w004
f-101_5-001	101:5	1	strong	1	1	101:5:1	root_001332	B001	w-s101-a005-w001
f-101_5-002	101:5	2	strong	1	1	101:5:2	root_000217	B001	w-s101-a005-w002
f-101_5-002	101:5	2	strong	2	1	101:5:3	root_001056	B003	w-s101-a005-w003
f-101_5-002	101:5	2	strong	3	1	101:5:4	root_001534	B001	w-s101-a005-w004
f-101_5-003	101:5	3	weak	1	1	101:5:2	root_000217	B004	w-s101-a005-w002
f-101_5-003	101:5	3	weak	1	2	101:5:2	root_000217	B007	w-s101-a005-w002
f-101_5-003	101:5	3	weak	2	1	101:5:3	root_001056	B002	w-s101-a005-w003
f-101_5-003	101:5	3	weak	3	1	101:5:4	root_001534	B001	w-s101-a005-w004
f-101_5-004	101:5	4	strong	1	1	101:5:2	root_000217	B001	w-s101-a005-w002
f-101_5-004	101:5	4	strong	2	1	101:5:3	root_001056	B003	w-s101-a005-w003
f-101_5-004	101:5	4	strong	3	1	101:5:4	root_001534	B001	w-s101-a005-w004
f-101_5-005	101:5	5	weak	1	1	101:5:2	root_000217	B002	w-s101-a005-w002
f-101_5-005	101:5	5	weak	1	2	101:5:2	root_000217	B012	w-s101-a005-w002
f-101_5-005	101:5	5	weak	2	1	101:5:3	root_001056	B001	w-s101-a005-w003
f-101_5-006	101:5	6	reject	1	1	101:5:4	root_001534	B003	w-s101-a005-w004
f-101_6-001	101:6	1	strong	1	1	101:6:3	root_000202	B001	w-s101-a006-w003
f-101_6-001	101:6	1	strong	2	1	101:6:4	root_001645	B002	w-s101-a006-w004
f-101_6-002	101:6	2	strong	1	1	101:6:3	root_000202	B005	w-s101-a006-w003
f-101_6-002	101:6	2	strong	2	1	101:6:4	root_001645	B007	w-s101-a006-w004
f-101_6-003	101:6	3	strong	1	1	101:6:3	root_000202	B004	w-s101-a006-w003
f-101_6-003	101:6	3	strong	2	1	101:6:4	root_001645	B001	w-s101-a006-w004
f-101_6-003	101:6	3	strong	2	2	101:6:4	root_001645	B002	w-s101-a006-w004
f-101_6-003	101:6	3	strong	2	3	101:6:4	root_001645	B003	w-s101-a006-w004
f-101_6-004	101:6	4	weak	1	1	101:6:3	root_000202	B006	w-s101-a006-w003
f-101_6-004	101:6	4	weak	2	1	101:6:4	root_001645	B005	w-s101-a006-w004
f-101_6-005	101:6	5	reject	1	1	101:6:3	root_000202	B007	w-s101-a006-w003
f-101_7-001	101:7	1	strong	1	1	101:7:3	root_001067	B001	w-s101-a007-w003
f-101_7-001	101:7	1	strong	2	1	101:7:4	root_000569	B001	w-s101-a007-w004
f-101_7-002	101:7	2	weak	1	1	101:7:4	root_000569	B003	w-s101-a007-w004
f-101_7-003	101:7	3	strong	1	1	101:7:3	root_001067	B002	w-s101-a007-w003
f-101_7-004	101:7	4	weak	1	1	101:7:4	root_000569	B003	w-s101-a007-w004
f-101_7-004	101:7	4	weak	1	2	101:7:4	root_000569	B004	w-s101-a007-w004
f-101_7-005	101:7	5	reject	1	1	101:7:4	root_000569	B006	w-s101-a007-w004
f-101_8-001	101:8	1	strong	1	1	101:8:3	root_000427	B001	w-s101-a008-w003
f-101_8-001	101:8	1	strong	2	1	101:8:4	root_001645	B002	w-s101-a008-w004
f-101_8-002	101:8	2	strong	1	1	101:8:3	root_000427	B003	w-s101-a008-w003
f-101_8-002	101:8	2	strong	2	1	101:8:4	root_001645	B007	w-s101-a008-w004
f-101_8-003	101:8	3	weak	1	1	101:8:3	root_000427	B004	w-s101-a008-w003
f-101_8-004	101:8	4	strong	1	1	101:8:3	root_000427	B002	w-s101-a008-w003
f-101_8-005	101:8	5	weak	1	1	101:8:3	root_000427	B005	w-s101-a008-w003
f-101_9-001	101:9	1	strong	1	1	101:9:1	root_000053	B001	w-s101-a009-w001
f-101_9-001	101:9	1	strong	2	1	101:9:2	root_001609	B002	w-s101-a009-w002
f-101_9-002	101:9	2	strong	1	1	101:9:1	root_000053	B002	w-s101-a009-w001
f-101_9-002	101:9	2	strong	2	1	101:9:2	root_001609	B002	w-s101-a009-w002
f-101_9-003	101:9	3	weak	1	1	101:9:1	root_000053	B012	w-s101-a009-w001
f-101_9-003	101:9	3	weak	2	1	101:9:2	root_001609	B002	w-s101-a009-w002
f-101_9-004	101:9	4	weak	1	1	101:9:2	root_001609	B001	w-s101-a009-w002
f-101_9-004	101:9	4	weak	1	2	101:9:2	root_001609	B002	w-s101-a009-w002
