cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-31_0-00001	31:0	w-s031-a000-w002	w-s031-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-31_0-00002	31:0	w-s031-a000-w002	w-s031-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-31_0-00003	31:0	w-s031-a000-w002	w-s031-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-31_0-00004	31:0	w-s031-a000-w003	w-s031-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-31_0-00005	31:0	w-s031-a000-w004	w-s031-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-31_2-00006	31:2	w-s031-a002-w002	w-s031-a002-w004	ء ي ي	ح ك م	2	2	2	1	17	21	intra_ayah:31:2:root:1
co-31_2-00007	31:2	w-s031-a002-w002	w-s031-a002-w003	ء ي ي	ك ت ب	1	1	1	1	33	37	intra_ayah:31:2:root:2
co-31_2-00008	31:2	w-s031-a002-w004	w-s031-a002-w003	ح ك م	ك ت ب	1	1	1	1	31	39	intra_ayah:31:2:root:3
co-31_3-00009	31:3	w-s031-a003-w003	w-s031-a003-w002	ح س ن	ر ح م	1	1	1	1	14	14	intra_ayah:31:3:root:1
co-31_3-00010	31:3	w-s031-a003-w003	w-s031-a003-w001	ح س ن	ه د ي	2	2	2	1	9	13	intra_ayah:31:3:root:2
co-31_3-00011	31:3	w-s031-a003-w002	w-s031-a003-w001	ر ح م	ه د ي	1	1	1	1	22	23	intra_ayah:31:3:root:3
co-31_4-00012	31:4	w-s031-a004-w004	w-s031-a004-w007	ء ت ي	ء خ ر	3	2	2	1	32	46	intra_ayah:31:4:root:1
co-31_4-00013	31:4	w-s031-a004-w005	w-s031-a004-w003	ز ك و	ص ل و	2	2	2	1	28	30	intra_ayah:31:4:root:10
co-31_4-00014	31:4	w-s031-a004-w005	w-s031-a004-w002	ز ك و	ق و م	3	3	3	1	27	31	intra_ayah:31:4:root:11
co-31_4-00015	31:4	w-s031-a004-w005	w-s031-a004-w009	ز ك و	ي ق ن	4	2	2	1	2	2	intra_ayah:31:4:root:12
co-31_4-00016	31:4	w-s031-a004-w003	w-s031-a004-w002	ص ل و	ق و م	1	1	1	1	52	69	intra_ayah:31:4:root:13
co-31_4-00017	31:4	w-s031-a004-w003	w-s031-a004-w009	ص ل و	ي ق ن	6	4	4	1	2	2	intra_ayah:31:4:root:14
co-31_4-00018	31:4	w-s031-a004-w002	w-s031-a004-w009	ق و م	ي ق ن	7	5	5	1	6	6	intra_ayah:31:4:root:15
co-31_4-00019	31:4	w-s031-a004-w004	w-s031-a004-w005	ء ت ي	ز ك و	1	1	1	1	29	32	intra_ayah:31:4:root:2
co-31_4-00020	31:4	w-s031-a004-w004	w-s031-a004-w003	ء ت ي	ص ل و	1	1	1	1	27	31	intra_ayah:31:4:root:3
co-31_4-00021	31:4	w-s031-a004-w004	w-s031-a004-w002	ء ت ي	ق و م	2	2	2	1	83	109	intra_ayah:31:4:root:4
co-31_4-00022	31:4	w-s031-a004-w004	w-s031-a004-w009	ء ت ي	ي ق ن	5	3	3	1	6	7	intra_ayah:31:4:root:5
co-31_4-00023	31:4	w-s031-a004-w007	w-s031-a004-w005	ء خ ر	ز ك و	2	1	1	1	12	15	intra_ayah:31:4:root:6
co-31_4-00024	31:4	w-s031-a004-w007	w-s031-a004-w003	ء خ ر	ص ل و	4	3	3	1	12	16	intra_ayah:31:4:root:7
co-31_4-00025	31:4	w-s031-a004-w007	w-s031-a004-w002	ء خ ر	ق و م	5	4	4	1	33	40	intra_ayah:31:4:root:8
co-31_4-00026	31:4	w-s031-a004-w007	w-s031-a004-w009	ء خ ر	ي ق ن	2	1	1	1	3	3	intra_ayah:31:4:root:9
co-31_5-00027	31:5	w-s031-a005-w005	w-s031-a005-w008	ر ب ب	ف ل ح	3	1	1	1	7	7	intra_ayah:31:5:root:1
co-31_5-00028	31:5	w-s031-a005-w005	w-s031-a005-w003	ر ب ب	ه د ي	2	1	1	1	61	81	intra_ayah:31:5:root:2
co-31_5-00029	31:5	w-s031-a005-w008	w-s031-a005-w003	ف ل ح	ه د ي	5	2	2	1	3	3	intra_ayah:31:5:root:3
co-31_6-00030	31:6	w-s031-a006-w013	w-s031-a006-w010	ء خ ذ	ء ل ه	3	3	3	1	113	204	intra_ayah:31:6:root:1
co-31_6-00031	31:6	w-s031-a006-w013	w-s031-a006-w002	ء خ ذ	ن و س	11	9	9	1	14	14	intra_ayah:31:6:root:10
co-31_6-00032	31:6	w-s031-a006-w013	w-s031-a006-w014	ء خ ذ	ه ز ء	1	1	1	1	12	13	intra_ayah:31:6:root:11
co-31_6-00033	31:6	w-s031-a006-w013	w-s031-a006-w018	ء خ ذ	ه و ن	5	3	3	1	5	7	intra_ayah:31:6:root:12
co-31_6-00034	31:6	w-s031-a006-w010	w-s031-a006-w006	ء ل ه	ح د ث	4	3	3	1	13	26	intra_ayah:31:6:root:13
co-31_6-00035	31:6	w-s031-a006-w010	w-s031-a006-w009	ء ل ه	س ب ل	1	1	1	1	112	220	intra_ayah:31:6:root:14
co-31_6-00036	31:6	w-s031-a006-w010	w-s031-a006-w004	ء ل ه	ش ر ي	6	5	5	1	17	32	intra_ayah:31:6:root:15
co-31_6-00037	31:6	w-s031-a006-w010	w-s031-a006-w007	ء ل ه	ض ل ل	3	2	2	1	80	152	intra_ayah:31:6:root:16
co-31_6-00038	31:6	w-s031-a006-w010	w-s031-a006-w017	ء ل ه	ع ذ ب	7	5	5	1	133	222	intra_ayah:31:6:root:17
co-31_6-00039	31:6	w-s031-a006-w010	w-s031-a006-w012	ء ل ه	ع ل م	2	2	2	1	408	878	intra_ayah:31:6:root:18
co-31_6-00040	31:6	w-s031-a006-w010	w-s031-a006-w011	ء ل ه	غ ي ر	1	1	1	1	86	175	intra_ayah:31:6:root:19
co-31_6-00041	31:6	w-s031-a006-w013	w-s031-a006-w006	ء خ ذ	ح د ث	7	6	6	1	2	2	intra_ayah:31:6:root:2
co-31_6-00042	31:6	w-s031-a006-w010	w-s031-a006-w005	ء ل ه	ل ه و	5	4	4	1	6	9	intra_ayah:31:6:root:20
co-31_6-00043	31:6	w-s031-a006-w010	w-s031-a006-w002	ء ل ه	ن و س	8	6	6	1	129	252	intra_ayah:31:6:root:21
co-31_6-00044	31:6	w-s031-a006-w010	w-s031-a006-w014	ء ل ه	ه ز ء	4	4	4	1	13	18	intra_ayah:31:6:root:22
co-31_6-00045	31:6	w-s031-a006-w010	w-s031-a006-w018	ء ل ه	ه و ن	8	6	6	1	11	17	intra_ayah:31:6:root:23
co-31_6-00046	31:6	w-s031-a006-w006	w-s031-a006-w009	ح د ث	س ب ل	3	2	2	1	1	1	intra_ayah:31:6:root:24
co-31_6-00047	31:6	w-s031-a006-w006	w-s031-a006-w004	ح د ث	ش ر ي	2	2	2	1	2	2	intra_ayah:31:6:root:25
co-31_6-00048	31:6	w-s031-a006-w006	w-s031-a006-w007	ح د ث	ض ل ل	1	1	1	1	2	2	intra_ayah:31:6:root:26
co-31_6-00049	31:6	w-s031-a006-w006	w-s031-a006-w017	ح د ث	ع ذ ب	11	8	8	1	1	1	intra_ayah:31:6:root:27
co-31_6-00050	31:6	w-s031-a006-w006	w-s031-a006-w012	ح د ث	ع ل م	6	5	5	1	6	8	intra_ayah:31:6:root:28
co-31_6-00051	31:6	w-s031-a006-w006	w-s031-a006-w011	ح د ث	غ ي ر	5	4	4	1	4	4	intra_ayah:31:6:root:29
co-31_6-00052	31:6	w-s031-a006-w013	w-s031-a006-w009	ء خ ذ	س ب ل	4	4	4	1	18	29	intra_ayah:31:6:root:3
co-31_6-00053	31:6	w-s031-a006-w006	w-s031-a006-w005	ح د ث	ل ه و	1	1	1	1	1	1	intra_ayah:31:6:root:30
co-31_6-00054	31:6	w-s031-a006-w006	w-s031-a006-w002	ح د ث	ن و س	4	3	3	1	2	2	intra_ayah:31:6:root:31
co-31_6-00055	31:6	w-s031-a006-w006	w-s031-a006-w014	ح د ث	ه ز ء	8	7	7	1	2	2	intra_ayah:31:6:root:32
co-31_6-00056	31:6	w-s031-a006-w006	w-s031-a006-w018	ح د ث	ه و ن	12	9	9	1	1	1	intra_ayah:31:6:root:33
co-31_6-00057	31:6	w-s031-a006-w009	w-s031-a006-w004	س ب ل	ش ر ي	5	4	4	1	5	6	intra_ayah:31:6:root:34
co-31_6-00058	31:6	w-s031-a006-w009	w-s031-a006-w007	س ب ل	ض ل ل	2	1	1	1	34	46	intra_ayah:31:6:root:35
co-31_6-00059	31:6	w-s031-a006-w009	w-s031-a006-w017	س ب ل	ع ذ ب	8	6	6	1	14	17	intra_ayah:31:6:root:36
co-31_6-00060	31:6	w-s031-a006-w009	w-s031-a006-w012	س ب ل	ع ل م	3	3	3	1	29	45	intra_ayah:31:6:root:37
co-31_6-00061	31:6	w-s031-a006-w009	w-s031-a006-w011	س ب ل	غ ي ر	2	2	2	1	7	10	intra_ayah:31:6:root:38
co-31_6-00062	31:6	w-s031-a006-w009	w-s031-a006-w005	س ب ل	ل ه و	4	3	3	1	1	1	intra_ayah:31:6:root:39
co-31_6-00063	31:6	w-s031-a006-w013	w-s031-a006-w004	ء خ ذ	ش ر ي	9	8	8	1	3	4	intra_ayah:31:6:root:4
co-31_6-00064	31:6	w-s031-a006-w009	w-s031-a006-w002	س ب ل	ن و س	7	5	5	1	9	11	intra_ayah:31:6:root:40
co-31_6-00065	31:6	w-s031-a006-w009	w-s031-a006-w014	س ب ل	ه ز ء	5	5	5	1	1	1	intra_ayah:31:6:root:41
co-31_6-00066	31:6	w-s031-a006-w009	w-s031-a006-w018	س ب ل	ه و ن	9	7	7	1	2	2	intra_ayah:31:6:root:42
co-31_6-00067	31:6	w-s031-a006-w004	w-s031-a006-w007	ش ر ي	ض ل ل	3	3	3	1	4	5	intra_ayah:31:6:root:43
co-31_6-00068	31:6	w-s031-a006-w004	w-s031-a006-w017	ش ر ي	ع ذ ب	13	10	10	1	7	7	intra_ayah:31:6:root:44
co-31_6-00069	31:6	w-s031-a006-w004	w-s031-a006-w012	ش ر ي	ع ل م	8	7	7	1	4	16	intra_ayah:31:6:root:45
co-31_6-00070	31:6	w-s031-a006-w004	w-s031-a006-w011	ش ر ي	غ ي ر	7	6	6	1	2	2	intra_ayah:31:6:root:46
co-31_6-00071	31:6	w-s031-a006-w004	w-s031-a006-w005	ش ر ي	ل ه و	1	1	1	1	1	1	intra_ayah:31:6:root:47
co-31_6-00072	31:6	w-s031-a006-w004	w-s031-a006-w002	ش ر ي	ن و س	2	1	1	1	6	8	intra_ayah:31:6:root:48
co-31_6-00073	31:6	w-s031-a006-w004	w-s031-a006-w014	ش ر ي	ه ز ء	10	9	9	1	1	1	intra_ayah:31:6:root:49
co-31_6-00074	31:6	w-s031-a006-w013	w-s031-a006-w007	ء خ ذ	ض ل ل	6	5	5	1	10	10	intra_ayah:31:6:root:5
co-31_6-00075	31:6	w-s031-a006-w004	w-s031-a006-w018	ش ر ي	ه و ن	14	11	11	1	2	2	intra_ayah:31:6:root:50
co-31_6-00076	31:6	w-s031-a006-w007	w-s031-a006-w017	ض ل ل	ع ذ ب	10	7	7	1	12	15	intra_ayah:31:6:root:51
co-31_6-00077	31:6	w-s031-a006-w007	w-s031-a006-w012	ض ل ل	ع ل م	5	4	4	1	32	45	intra_ayah:31:6:root:52
co-31_6-00078	31:6	w-s031-a006-w007	w-s031-a006-w011	ض ل ل	غ ي ر	4	3	3	1	11	13	intra_ayah:31:6:root:53
co-31_6-00079	31:6	w-s031-a006-w007	w-s031-a006-w005	ض ل ل	ل ه و	2	2	2	1	1	1	intra_ayah:31:6:root:54
co-31_6-00080	31:6	w-s031-a006-w007	w-s031-a006-w002	ض ل ل	ن و س	5	4	4	1	6	9	intra_ayah:31:6:root:55
co-31_6-00081	31:6	w-s031-a006-w007	w-s031-a006-w014	ض ل ل	ه ز ء	7	6	6	1	1	1	intra_ayah:31:6:root:56
co-31_6-00082	31:6	w-s031-a006-w007	w-s031-a006-w018	ض ل ل	ه و ن	11	8	8	1	1	1	intra_ayah:31:6:root:57
co-31_6-00083	31:6	w-s031-a006-w017	w-s031-a006-w012	ع ذ ب	ع ل م	5	3	3	1	29	42	intra_ayah:31:6:root:58
co-31_6-00084	31:6	w-s031-a006-w017	w-s031-a006-w011	ع ذ ب	غ ي ر	6	4	4	1	18	20	intra_ayah:31:6:root:59
co-31_6-00085	31:6	w-s031-a006-w013	w-s031-a006-w017	ء خ ذ	ع ذ ب	4	2	2	1	26	31	intra_ayah:31:6:root:6
co-31_6-00086	31:6	w-s031-a006-w017	w-s031-a006-w005	ع ذ ب	ل ه و	12	9	9	1	3	3	intra_ayah:31:6:root:60
co-31_6-00087	31:6	w-s031-a006-w017	w-s031-a006-w002	ع ذ ب	ن و س	15	11	11	1	20	22	intra_ayah:31:6:root:61
co-31_6-00088	31:6	w-s031-a006-w017	w-s031-a006-w014	ع ذ ب	ه ز ء	3	1	1	1	3	3	intra_ayah:31:6:root:62
co-31_6-00089	31:6	w-s031-a006-w017	w-s031-a006-w018	ع ذ ب	ه و ن	1	1	1	1	19	19	intra_ayah:31:6:root:63
co-31_6-00090	31:6	w-s031-a006-w012	w-s031-a006-w011	ع ل م	غ ي ر	1	1	1	1	30	34	intra_ayah:31:6:root:64
co-31_6-00091	31:6	w-s031-a006-w012	w-s031-a006-w005	ع ل م	ل ه و	7	6	6	1	4	4	intra_ayah:31:6:root:65
co-31_6-00092	31:6	w-s031-a006-w012	w-s031-a006-w002	ع ل م	ن و س	10	8	8	1	48	74	intra_ayah:31:6:root:66
co-31_6-00093	31:6	w-s031-a006-w012	w-s031-a006-w014	ع ل م	ه ز ء	2	2	2	1	4	5	intra_ayah:31:6:root:67
co-31_6-00094	31:6	w-s031-a006-w012	w-s031-a006-w018	ع ل م	ه و ن	6	4	4	1	4	4	intra_ayah:31:6:root:68
co-31_6-00095	31:6	w-s031-a006-w011	w-s031-a006-w005	غ ي ر	ل ه و	6	5	5	1	1	1	intra_ayah:31:6:root:69
co-31_6-00096	31:6	w-s031-a006-w013	w-s031-a006-w012	ء خ ذ	ع ل م	1	1	1	1	24	33	intra_ayah:31:6:root:7
co-31_6-00097	31:6	w-s031-a006-w011	w-s031-a006-w002	غ ي ر	ن و س	9	7	7	1	16	17	intra_ayah:31:6:root:70
co-31_6-00098	31:6	w-s031-a006-w011	w-s031-a006-w014	غ ي ر	ه ز ء	3	3	3	1	2	2	intra_ayah:31:6:root:71
co-31_6-00099	31:6	w-s031-a006-w011	w-s031-a006-w018	غ ي ر	ه و ن	7	5	5	1	3	3	intra_ayah:31:6:root:72
co-31_6-00100	31:6	w-s031-a006-w005	w-s031-a006-w002	ل ه و	ن و س	3	2	2	1	1	1	intra_ayah:31:6:root:73
co-31_6-00101	31:6	w-s031-a006-w005	w-s031-a006-w014	ل ه و	ه ز ء	9	8	8	1	1	1	intra_ayah:31:6:root:74
co-31_6-00102	31:6	w-s031-a006-w005	w-s031-a006-w018	ل ه و	ه و ن	13	10	10	1	1	1	intra_ayah:31:6:root:75
