cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-48_0-00001	48:0	w-s048-a000-w002	w-s048-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-48_0-00002	48:0	w-s048-a000-w002	w-s048-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-48_0-00003	48:0	w-s048-a000-w002	w-s048-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-48_0-00004	48:0	w-s048-a000-w003	w-s048-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-48_0-00005	48:0	w-s048-a000-w004	w-s048-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-48_1-00006	48:1	w-s048-a001-w005	w-s048-a001-w002	ب ي ن	ف ت ح	3	1	2	2	7	17	intra_ayah:48:1:root:1
co-48_1-00007	48:1	w-s048-a001-w005	w-s048-a001-w004	ب ي ن	ف ت ح	1	1	2	2	7	17	intra_ayah:48:1:root:1
co-48_2-00008	48:2	w-s048-a002-w009	w-s048-a002-w003	ء خ ر	ء ل ه	6	3	3	1	123	229	intra_ayah:48:2:root:1
co-48_2-00009	48:2	w-s048-a002-w003	w-s048-a002-w010	ء ل ه	ت م م	7	4	4	1	12	22	intra_ayah:48:2:root:10
co-48_2-00010	48:2	w-s048-a002-w003	w-s048-a002-w007	ء ل ه	ذ ن ب	4	2	2	1	19	35	intra_ayah:48:2:root:11
co-48_2-00011	48:2	w-s048-a002-w003	w-s048-a002-w014	ء ل ه	ص ر ط	11	7	7	1	19	23	intra_ayah:48:2:root:12
co-48_2-00012	48:2	w-s048-a002-w003	w-s048-a002-w001	ء ل ه	غ ف ر	2	1	1	1	120	282	intra_ayah:48:2:root:13
co-48_2-00013	48:2	w-s048-a002-w003	w-s048-a002-w005	ء ل ه	ق د م	2	1	1	1	20	33	intra_ayah:48:2:root:14
co-48_2-00014	48:2	w-s048-a002-w003	w-s048-a002-w015	ء ل ه	ق و م	12	8	8	1	242	460	intra_ayah:48:2:root:15
co-48_2-00015	48:2	w-s048-a002-w003	w-s048-a002-w011	ء ل ه	ن ع م	8	5	5	1	58	118	intra_ayah:48:2:root:16
co-48_2-00016	48:2	w-s048-a002-w003	w-s048-a002-w013	ء ل ه	ه د ي	10	6	6	1	130	296	intra_ayah:48:2:root:17
co-48_2-00017	48:2	w-s048-a002-w010	w-s048-a002-w007	ت م م	ذ ن ب	3	2	2	1	1	1	intra_ayah:48:2:root:18
